"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1967,58049,5927,,
"afg",1967,10368600,1173,31.2,323.3
"ago",1967,5962831,5253,51.9,282.404991703
"aia",1967,6228,,,
"akr_a_dhe",1967,12016,,,
"ala",1967,20760,,,
"alb",1967,1998695,3359,25.5,115.092427919
"and",1967,20755,26291,,
"ant",1967,151801,,,
"are",1967,171781,24652,45.1,129.4
"arg",1967,22932201,8782,35.3,58.5240518417
"arm",1967,2332624,3151,48.1,63.1318047677
"asm",1967,25116,,,
"atg",1967,62002,5393,,63.5320075169
"aus",1967,11975795,17570,33.8,22
"aut",1967,7390853,15228,47.5,30.5
"aze",1967,4832098,6458,36,83.5401370818
"bdi",1967,3235125,665,38,245.8
"bel",1967,9543533,16225,39,26.2
"ben",1967,2733450,1189,47.5,276.9
"bfa",1967,5343020,781,40.2,322.9
"bgd",1967,59625294,1122,36.7,229.4
"bgr",1967,8328838,7216,21.9,43.8
"bhr",1967,196203,27726,35,104
"bhs",1967,152607,21048,,33.3299184716
"bih",1967,3619997,2227,37.6,95.3800339486
"blr",1967,8785138,4866,24.5,27.28
"blz",1967,112699,2248,,109.9
"bmu",1967,50555,29965,,
"bol",1967,4237126,3312,48.7,248.8
"bra",1967,88853679,4888,55.3,143.9
"brb",1967,236620,7223,,55.5
"brn",1967,112680,70751,,72.7507586207
"btn",1967,266293,1031,47,292.238120888
"bwa",1967,631276,1240,45.8,140.6
"caf",1967,1718558,1315,49.9,240.8
"can",1967,20389445,18240,33.3,25
"cck",1967,407,,,
"chanisl",1967,117475,,,
"che",1967,5991681,32566,40.3,20.7
"cheslo",1967,14274778,,,
"chl",1967,8995410,7114,46.8,94.1
"chn",1967,744365635,719,28.7,126.419129253
"civ",1967,4591238,3261,49.4,260.6
"cmr",1967,6280743,1992,48.1,242.1
"cod",1967,18378189,1999,44.2,254.814364444
"cog",1967,1224041,2642,40.5,155
"cok",1967,19979,,,65.4
"col",1967,20311369,3893,46,108
"com",1967,214038,1530,49.8,245.269938302
"cpv",1967,248733,923,48.5,182.609599863
"cri",1967,1694711,5094,50,82.3
"cub",1967,8263547,10372,36.6,45
"cxr",1967,985,,,
"cym",1967,8518,21349,,
"cyp",1967,591304,7400,35.3,36.3697902981
"cze",1967,9808728,13864,26,26.7371583473
"deu",1967,77106876,18311,37.8,29.3050553506
"deu_east",1967,17268673,,,
"deu_west",1967,58596363,,,
"dji",1967,131403,3701,41,193.6173993
"dma",1967,67682,2599,,79.9
"dnk",1967,4831242,19775,30.2,19.1
"dom",1967,4125107,2859,45.9,130.3
"dza",1967,13354197,5811,40.2,248.9
"ecu",1967,5566057,5226,38.4,148.2
