"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1836,,930,,
"afg",1836,,638,30.5,474.24
"ago",1836,,723,44.4,485.68
"alb",1836,,694,41.2,375.2
"and",1836,,1500,,
"are",1836,,1141,44.3,434.46
"arg",1836,,1897,39.9,402.19
"arm",1836,,548,29.1,354.126715941
"atg",1836,,845,,353.567972486
"aus",1836,,1858,44.1,390.99
"aut",1836,,2503,44.1,383.5
"aze",1836,,851,37.3,356.720427134
"bdi",1836,,432,43.7,423.95
"bel",1836,,2708,57.3,281.07
"ben",1836,,646,46.8,430.46
"bfa",1836,,490,37.5,454.69
"bgd",1836,,876,41.8,507.88
"bgr",1836,,1182,47.8,351.67
"bhr",1836,,1442,43.7,439.79
"bhs",1836,,1614,,344.713021249
"bih",1836,,727,34.1,378.8
"blr",1836,,674,55.8,365.67
"blz",1836,,646,,361.133297931
"bmu",1836,,1371,,
"bol",1836,,996,36.9,404.69
"bra",1836,,1151,39.3,417.44
"brb",1836,,1020,,533.188867138
"brn",1836,,1601,,454.69
"btn",1836,,651,47.3,449.664648827
"bwa",1836,,430,35.6,397.2
"caf",1836,,460,46.1,443.79
"can",1836,,1809,35.3,325.72
"che",1836,,3206,45.9,344.77
"chl",1836,,1031,55.9,417.44
"chn",1836,,986,40.4,417.44
"civ",1836,,938,39.8,427.86
"cmr",1836,,678,50.9,460.21
"cod",1836,,562,42.1,422.65
"cog",1836,,636,49,408.51
"col",1836,,1006,58.9,417.44
"com",1836,,722,38.9,416.16
"cpv",1836,,568,49.5,394.71
"cri",1836,,929,47.4,441.12
"cub",1836,,1312,38.6,363.32
"cym",1836,,1161,,
"cyp",1836,,1034,34.5,339.12
"cze",1836,,2188,42.2,379.99
"deu",1836,,2070,48,474.2
"dji",1836,,843,43.3,445.15
"dma",1836,,741,,
"dnk",1836,,2296,55.9,279.63
"dom",1836,,730,42.6,445.15
"dza",1836,,874,60.6,460.21
"ecu",1836,,588,41.7,405.96
"egy",1836,,854,60.6,404.69
"eri",1836,,556,46.5,441.12
"esp",1836,,1582,34.6,450.6
"est",1836,,1065,48.9,362.15
"eth",1836,,527,47.5,447.88
"fin",1836,,1404,50.6,377.6
"fji",1836,,831,47,498.88
"fra",1836,,2008,56.5,259.08
"fsm",1836,,530,,355.224970281
"gab",1836,,392,45.9,435.79
"gbr",1836,,4063,50.9,279.202426565
"geo",1836,,587,29.7,367.998448042
"gha",1836,,716,50.2,471.38
"gin",1836,,467,32.7,445.15
"gmb",1836,,831,45.8,460.21
"gnb",1836,,790,49.8,417.44
"gnq",1836,,373,47.7,446.51
"grc",1836,,1619,49.9,360.97
"grd",1836,,1029,,362.495541388
"grl",1836,,468,,
"gtm",1836,,979,35.3,503.36
"guy",1836,,1356,38.2,429.16
"hkg",1836,,1047,,
"hnd",1836,,830,54.6,393.46
"hrv",1836,,1539,,366.84
"hti",1836,,748,42.8,486.018133567
"hun",1836,,1419,39.8,368.01
"idn",1836,,1021,46.5,443.79
"ind",1836,,1052,36,509.39
"irl",1836,,1823,36.6,348.22
"irn",1836,,1010,60.6,506.38
"irq",1836,,1038,60.6,427.86
"isl",1836,,1105,,388.874644013
"isr",1836,,884,44.9,447.650557768
"ita",1836,,2494,55.2,451.96
"jam",1836,,1028,39.1,389.77
"jor",1836,,1045,41,421.34
"jpn",1836,,1104,49.2,363.32
"kaz",1836,,1294,43.3,497.41
"ken",1836,,955,46.3,507.88
"kgz",1836,,586,46,380.104945317
"khm",1836,,928,41.5,379.99
"kir",1836,,569,,397.194215316
"kna",1836,,1301,,
"kor",1836,,555,32.1,503.36
"kwt",1836,,1255,44.2,500.35
"lao",1836,,901,38.4,418.74
"lbn",1836,,1226,60.6,447.88
"lbr",1836,,834,41.4,429.16
"lby",1836,,1281,43.7,404.69
"lca",1836,,924,,367.582927341
"lka",1836,,915,46.9,409.79
"lso",1836,,401,54.2,407.24
"ltu",1836,,1442,48.9,458.81
"lux",1836,,1760,31.7,357.45
"lva",1836,,853,48.9,404.69
"mac",1836,,1051,,
"mar",1836,,737,60.6,403.44
"mco",1836,,2410,,
"mda",1836,,679,47.8,371.127644359
"mdg",1836,,621,41,437.13
"mdv",1836,,844,,433.63717131
"mex",1836,,1335,35.6,487.15
"mhl",1836,,551,,
"mkd",1836,,789,32.5,391.366499374
"mli",1836,,608,47.2,494.48
"mlt",1836,,908,,282.221274223
"mmr",1836,,845,30.5,433.13
"mne",1836,,1209,35.1,375.2
"mng",1836,,610,39.3,420.04
"moz",1836,,399,46.4,439.79
"mrt",1836,,572,48.9,417.44
"mus",1836,,1018,40.6,427.86
"mwi",1836,,352,45.7,439.79
"mys",1836,,1033,25.3,435.79
"nam",1836,,688,52.6,412.34
"ner",1836,,483,43.3,433.13
"nga",1836,,949,50.8,438.46
"nic",1836,,1157,51,509.39
"nld",1836,,4374,52.2,288.19769813
"nor",1836,,1457,45.9,212.85
"npl",1836,,658,41,407.24
"nru",1836,,600,,
"nzl",1836,,662,38.2,390.99
"omn",1836,,981,44.9,413.61
"pak",1836,,1021,28.7,501.85
"pan",1836,,1017,52.6,405.96
"per",1836,,1259,50.8,371.61
"phl",1836,,988,32.5,431.79
"plw",1836,,888,,
"png",1836,,578,25.8,423.95
"pol",1836,,1391,35.4,369.21
"pri",1836,,1504,,
"prk",1836,,558,47,500.35
"prt",1836,,1694,43.5,372.81
"pry",1836,,1023,50.7,374
"pse",1836,,1227,38.3,434.857760817
"qat",1836,,1255,44.2,433.13
"rou",1836,,1018,47.8,371.61
"rus",1836,,1624,55.8,418.74
"rwa",1836,,451,59,420.04
"sau",1836,,875,45.6,416.16
"sdn",1836,,562,33.8,425.25
"sen",1836,,539,45.1,512.4
"sgp",1836,,1061,41.4,392.21
"slb",1836,,385,47.3,504.87
"sle",1836,,795,54.4,513.91
"slv",1836,,1118,49.1,461.6
"smr",1836,,1495,,
"som",1836,,718,50.9,451.96
"srb",1836,,1552,32.5,374
"ssd",1836,,550,33.78,490.08
"stp",1836,,909,,384.741179611
"sur",1836,,1828,35.9,405.96
"svk",1836,,1630,42.2,363.32
"svn",1836,,1610,27.7,360.97
"swe",1836,,1630,62.4,224.99
"swz",1836,,530,55.7,413.61
"syc",1836,,913,,324.811434851
"syr",1836,,1106,60.6,429.16
"tca",1836,,544,,
"tcd",1836,,453,50.6,431.79
"tgo",1836,,739,39.8,426.55
"tha",1836,,956,44.5,438.46
"tjk",1836,,614,47.4,352.23539075
"tkm",1836,,1071,41.4,488.64103887
"tls",1836,,559,37.8,450.557190245
"ton",1836,,702,,335.819218985
"tto",1836,,1346,44.2,335.73
"tun",1836,,775,60.6,460.21
"tur",1836,,1333,46.9,379.99
"tuv",1836,,761,,
"twn",1836,,1001,,
"tza",1836,,588,37.6,414.89
"uga",1836,,503,41,510.9
"ukr",1836,,866,37.4,360.97
"ury",1836,,2566,48.1,405.96
"usa",1836,,2916,60,434.078
"uzb",1836,,529,44.4,380.679051325
"vct",1836,,936,,377.491743732
"ven",1836,,734,43.7,414.89
"vnm",1836,,854,40.4,417.44
"vut",1836,,620,,348.298611458
"wsm",1836,,1483,,400.966868326
"yem",1836,,971,60.6,540.44
"zaf",1836,,1507,35.9,398.45
"zmb",1836,,724,41.6,409.79
"zwe",1836,,907,34.6,395.95
