"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1850,22574,1022,,
"afg",1850,3810047,669,30.5,475.67
"ago",1850,1949329,769,40.4,485.68
"aia",1850,2511,,,
"alb",1850,506889,717,41.2,375.2
"and",1850,3230,1770,,
"are",1850,40153,1203,44.1,434.46
"arg",1850,1113189,2313,33.7,402.19
"arm",1850,544302,578,29.1,347.70120506
"asm",1850,7958,,,
"atg",1850,37000,929,,315.578813279
"aus",1850,742619,3267,46.5,390.99
"aut",1850,3962619,2909,36.1,407.72
"aze",1850,1160156,919,39.4,346.642870978
"bdi",1850,1135030,438,43.7,423.95
"bel",1850,4426000,3406,52.8,243.69
"ben",1850,853818,692,45.8,430.46
"bfa",1850,2073222,498,37.5,454.69
"bgd",1850,22719284,878,41.8,507.88
"bgr",1850,2482395,1266,47.8,344.77
"bhr",1850,64474,1531,43.2,439.79
"bhs",1850,29372,1774,,305.298251351
"bih",1850,1109495,781,37.2,378.8
"blr",1850,3104450,731,54,365.67
"blz",1850,25872,710,,326.720231661
"bmu",1850,10786,1507,,
"bol",1850,1363412,1137,36.9,404.69
"bra",1850,7254194,1185,38.6,417.44
"brb",1850,132965,1121,,560.108187819
"brn",1850,3966,1679,,454.69
"btn",1850,104032,670,47.5,444.448662856
"bwa",1850,121000,460,35.6,397.2
"caf",1850,553476,492,46.9,443.79
"can",1850,2487811,2202,26.7,311.52
"chanisl",1850,53405,,,
"che",1850,2370905,3716,49.5,344.77
"chl",1850,1413837,1389,63.6,417.44
"chn",1850,402711280,985,37,417.44
"civ",1850,1335437,992,41.2,427.86
"cmr",1850,2033578,726,46.2,460.21
"cod",1850,6300144,596,42.1,422.65
"cog",1850,391323,662,47.2,408.51
"cok",1850,15862,,,
"col",1850,2014645,1043,58.9,417.44
"com",1850,71389,732,41.2,416.16
"cpv",1850,72956,603,49.2,394.71
"cri",1850,100882,1087,46.4,441.12
"cub",1850,1181650,1543,39.4,364.49
"cym",1850,3103,1275,,
"cyp",1850,185383,1220,36.7,339.12
"cze",1850,6157866,2452,48.6,379.99
"deu",1850,33663143,2182,43.7,482.32
"dji",1850,28798,881,44.1,445.15
"dma",1850,23075,814,,
"dnk",1850,1511190,3029,51.5,242.84
"dom",1850,150616,787,43.5,445.15
"dza",1850,3299305,1017,63.1,460.21
"ecu",1850,807027,643,43.1,405.96
"egy",1850,5738339,911,63.1,404.69
"eri",1850,305654,576,47.1,441.12
"esh",1850,4041,,,
"esp",1850,14846857,1637,31.6,410.969607398
"est",1850,440656,1166,48.9,362.15
"eth",1850,4517871,530,47.5,447.88
"fin",1850,1607810,1512,50.6,348.22
"fji",1850,137063,872,46.8,498.88
"flk",1850,109,,,
"fra",1850,36277905,2146,54.3,238.14
"fro",1850,16463,,,
"fsm",1850,19159,534,,323.855323787
"gab",1850,203580,393,45.9,435.79
"gbm",1850,28679,,,
"gbr",1850,22623571,4480,43.5,247.4
"geo",1850,1413431,628,29.7,357.371022888
"gha",1850,1741881,724,42.9,471.38
"gib",1850,11693,,,
"gin",1850,1283517,480,32.7,443.79
"glp",1850,100754,,,
"gmb",1850,129198,838,46.1,460.21
"gnb",1850,266586,799,49.8,417.44
"gnq",1850,88807,380,48.8,446.51
"grc",1850,3048571,1815,49.9,360.97
"grd",1850,32404,1092,,327.044043235
"grl",1850,11739,543,,
"gtm",1850,852410,1097,35.3,503.36
"guf",1850,12324,,,
"gum",1850,29213,,,
"guy",1850,204328,1490,38.2,429.16
"hkg",1850,38893,1080,,
"hnd",1850,330619,992,51.7,393.46
"hos",1850,905,,,
"hrv",1850,1600709,1725,,366.84
"hti",1850,943260,862,43.3,485.869710931
"hun",1850,5159444,1583,33.1,371.334254921
"idn",1850,21979198,1043,42,443.79
"ind",1850,196657653,1055,38.7,509.39
"irl",1850,5071239,1800,29.6,379.99
"irn",1850,7620641,1037,63.1,506.38
"irq",1850,1364818,1099,63.1,427.86
"isl",1850,74711,1287,,404.95
"isr",1850,214587,886,44.9,447.514737188
"ita",1850,24478190,2435,50.5,450.6
"jam",1850,411331,915,39.1,389.77
"jor",1850,245270,1107,41.9,421.34
"jpn",1850,32223184,1125,45.8,363.32
"kaz",1850,2689863,1417,43.3,497.41
"ken",1850,2574000,998,46.3,507.88
"kgz",1850,698710,663,46,379.092811855
"khm",1850,2236808,947,42.7,379.99
"kir",1850,19511,576,,377.358779268
"kna",1850,21614,1429,,
"kor",1850,9558873,547,32.1,503.36
"kwt",1850,81280,1323,43.8,500.35
"lao",1850,625637,931,38.4,418.74
"lbn",1850,412508,1350,63.1,447.88
"lbr",1850,401556,866,42.7,429.16
"lby",1850,625135,1521,43.2,404.69
"lca",1850,24629,968,,337.017854628
"lie",1850,7087,,,
"lka",1850,2177134,928,46,409.79
"lso",1850,346589,404,53.6,407.24
"ltu",1850,1027042,1579,48.9,458.81
"lux",1850,154534,2077,33.9,357.45
"lva",1850,779141,933,48.9,404.69
"mac",1850,40085,1102,,
"mar",1850,3299305,755,63.1,403.44
"mco",1850,9692,2835,,
"mda",1850,939070,733,47.8,361.598584068
"mdg",1850,2066759,664,41,437.13
"mdv",1850,50501,842,,424.430123316
"mex",1850,7754411,1294,31.6,487.15
"mhl",1850,7018,556,,
"mkd",1850,510936,884,32.5,389.273620992
"mli",1850,1852037,611,47.2,494.48
"mlt",1850,163051,1032,,233.483538021
"mmr",1850,3933130,846,30.5,433.13
"mne",1850,165172,1355,37,375.2
"mng",1850,647979,625,41.7,420.04
"mnp",1850,3982,,,
