"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1887,,1311,,
"afg",1887,,759,38.5,481.39
"ago",1887,,905,29.8,485.68
"alb",1887,,964,30.3,375.2
"and",1887,,2740,,
"are",1887,,1658,43.4,434.46
"arg",1887,,4896,39.1,402.19
"arm",1887,,741,36.8,331.275169462
"atg",1887,,1192,,233.691537546
"aus",1887,,7704,37.7,179.05
"aut",1887,,4617,36.7,396.42
"aze",1887,,1251,45.1,321.358690434
"bdi",1887,,453,43.7,423.95
"bel",1887,,6050,49.6,231.58
"ben",1887,,827,43,430.46
"bfa",1887,,519,37.5,454.69
"bgd",1887,,947,41,545.21
"bgr",1887,,1804,36.7,326.83
"bhr",1887,,2330,42,439.79
"bhs",1887,,2276,,221.491746627
"bih",1887,,997,45.3,378.8
"blr",1887,,1007,50,365.67
"blz",1887,,911,,250.746102985
"bmu",1887,,1933,,
"bol",1887,,1614,36.9,404.69
"bra",1887,,1398,27.3,417.44
"brb",1887,,1439,,637.976788488
"brn",1887,,1903,,454.69
"btn",1887,,720,47.9,430.952963095
"bwa",1887,,550,35.6,397.2
"caf",1887,,588,49,443.79
"can",1887,,3530,41.6,269.96
"che",1887,,7358,37.2,216.2
"chl",1887,,2905,68.3,417.44
"chn",1887,,940,26.3,417.44
"civ",1887,,1151,45,427.86
"cmr",1887,,868,34,460.21
"cod",1887,,694,42.1,422.65
"cog",1887,,735,42.5,408.51
"col",1887,,1148,44.9,417.44
"com",1887,,760,47.2,416.16
"cpv",1887,,706,48.1,394.71
"cri",1887,,1643,43.7,441.12
"cub",1887,,2370,41.6,294.56
"cym",1887,,1636,,
"cyp",1887,,1890,42.3,339.12
"cze",1887,,3309,44,379.99
"deu",1887,,3497,41,352.81
"dji",1887,,990,46,445.15
"dma",1887,,1044,,
"dnk",1887,,4334,46.4,196.35
"dom",1887,,962,46.1,445.15
"dza",1887,,1520,34.9,460.21
"ecu",1887,,814,46.9,405.96
"egy",1887,,1130,35.4,404.69
"eri",1887,,633,48.6,441.12
"esp",1887,,2419,31.7,323.63
"est",1887,,1643,34.7,309.38
"eth",1887,,536,47.5,447.88
"fin",1887,,2128,38.1,225.92
"fji",1887,,988,46.2,498.88
"fra",1887,,3420,49.5,242.63
"fsm",1887,,547,,253.649413431
"gab",1887,,395,45.9,435.79
"gbr",1887,,6835,39.1,227.13
"geo",1887,,831,29.7,330.738393296
"gha",1887,,764,40.8,471.38
"gin",1887,,518,32.7,438.46
"gmb",1887,,857,46.9,460.21
"gnb",1887,,823,49.8,417.44
"gnq",1887,,399,51.6,446.51
"grc",1887,,2522,36.2,348.22
"grd",1887,,1277,,249.160948164
"grl",1887,,806,,
"gtm",1887,,1482,35.3,503.36
"guy",1887,,1912,38.2,429.16
"hkg",1887,,1451,,
"hnd",1887,,1591,44.2,393.46
"hrv",1887,,2500,,366.84
"hti",1887,,1256,44.7,485.47766926
"hun",1887,,2391,40.8,411.376767015
"idn",1887,,1137,39,443.79
"ind",1887,,1137,29.1,520.06
"irl",1887,,3518,33.9,140.16
"irn",1887,,1210,40.1,506.38
"irq",1887,,1363,39.6,427.86
"isl",1887,,1786,,238.85
"isr",1887,,977,44.9,447.155981135
"ita",1887,,3212,46.7,358.65
"jam",1887,,952,39.1,276.23
"jor",1887,,1372,44.2,421.34
"jpn",1887,,1519,47.1,350.52
"kaz",1887,,1997,43.3,491.55
"ken",1887,,1121,35.2,507.88
"kgz",1887,,917,38.9,376.430842316
"khm",1887,,1000,45.9,379.99
"kir",1887,,595,,329.575535232
"kna",1887,,1834,,
"kor",1887,,527,32.1,503.36
"kwt",1887,,1823,43,500.35
"lao",1887,,1017,38.4,418.74
"lbn",1887,,1834,38.4,447.88
"lbr",1887,,957,46.1,429.16
"lby",1887,,2393,41.8,404.69
"lca",1887,,1093,,267.923490975
"lka",1887,,1564,43.6,409.79
"lso",1887,,413,51.7,407.24
"ltu",1887,,2225,37.5,365.67
"lux",1887,,3216,40,312.61
"lva",1887,,1316,37.5,300.84
"mac",1887,,1249,,
"mar",1887,,806,37.5,403.44
"mco",1887,,4357,,
"mda",1887,,994,36.7,337.575923123
"mdg",1887,,794,41,437.13
"mdv",1887,,839,,401.027329558
"mex",1887,,1751,47.7,487.15
"mhl",1887,,568,,
"mkd",1887,,1281,30.7,383.796160131
"mli",1887,,618,47.2,494.48
"mlt",1887,,1448,,141.468787963
"mmr",1887,,1018,35,433.13
"mne",1887,,1964,42.1,375.2
"mng",1887,,665,48,420.04
"moz",1887,,411,43.5,439.79
"mrt",1887,,731,47.9,417.44
"mus",1887,,1303,44.5,299.15
"mwi",1887,,354,42.2,439.79
"mys",1887,,1201,40.9,435.79
"nam",1887,,1472,41.5,412.34
"ner",1887,,618,43.3,433.13
"nga",1887,,1197,37.7,438.46
"nic",1887,,1988,43,509.39
"nld",1887,,6094,44.4,255.51
"nor",1887,,2933,43.5,158.27
"npl",1887,,748,41,407.24
"nru",1887,,767,,
"nzl",1887,,6010,38.2,138.36
"omn",1887,,1296,44.7,413.61
"pak",1887,,1104,37.5,501.85
"pan",1887,,1808,43.5,405.96
"per",1887,,1440,43.4,371.61
"phl",1887,,1084,40,431.79
"plw",1887,,1056,,
"png",1887,,688,37.4,423.95
"pol",1887,,2059,25.4,362.15
"pri",1887,,1983,,
"prk",1887,,530,49.8,500.35
"prt",1887,,2060,41.2,372.81
"pry",1887,,1936,43.1,374
"pse",1887,,1290,44.4,434.373382632
"qat",1887,,1823,43,433.13
"rou",1887,,2081,36.7,313.89
"rus",1887,,2506,50,415.74
"rwa",1887,,481,50.1,420.04
"sau",1887,,951,46.3,416.16
"sdn",1887,,718,33.8,425.25
"sen",1887,,689,42.5,512.4
"sgp",1887,,1832,42.6,392.21
"slb",1887,,461,50.6,504.87
"sle",1887,,1017,46.4,513.91
"slv",1887,,1715,43.6,461.6
"smr",1887,,2018,,
"som",1887,,754,39.1,451.96
"srb",1887,,2521,30.7,235.829219493
"ssd",1887,,703,33.78,490.08
"stp",1887,,999,,308.857690129
"sur",1887,,2577,41.2,405.96
"svk",1887,,2465,44,363.32
"svn",1887,,2616,41.3,360.97
"swe",1887,,2592,59.2,173.45
"swz",1887,,678,48.7,413.61
"syc",1887,,1117,,206.80396159
"syr",1887,,1350,37.1,429.16
"tca",1887,,766,,
"tcd",1887,,579,47,431.79
"tgo",1887,,946,46,426.55
"tha",1887,,1249,34.6,438.46
"tjk",1887,,908,40.2,314.648664936
"tkm",1887,,1652,31,475.791076982
"tls",1887,,619,48.3,457.907333586
"ton",1887,,834,,225.062783929
"tto",1887,,1774,43.2,335.73
"tun",1887,,990,37.5,460.21
"tur",1887,,1795,36.2,379.99
"tuv",1887,,904,,
"twn",1887,,1071,,
"tza",1887,,675,37.6,414.89
"uga",1887,,643,41,510.9
"ukr",1887,,1337,40.4,360.97
"ury",1887,,5936,50.4,405.96
"usa",1887,,5603,51.3,288.806
"uzb",1887,,688,37.2,379.603638579
"vct",1887,,1320,,282.363413577
"ven",1887,,1386,44.2,414.89
"vnm",1887,,966,40.4,417.44
"vut",1887,,737,,261.641476522
"wsm",1887,,1763,,319.163814775
"yem",1887,,1122,40.3,540.44
"zaf",1887,,2620,35.9,398.45
"zmb",1887,,818,46.9,409.79
"zwe",1887,,965,34.6,395.95
