"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1829,,887,,
"afg",1829,,623,30.5,472.81
"ago",1829,,701,46.4,485.68
"alb",1829,,683,41.2,375.2
"and",1829,,1381,,
"are",1829,,1112,44.5,434.46
"arg",1829,,1718,43.1,402.19
"arm",1829,,533,29.1,357.383863914
"atg",1829,,806,,374.24452693
"aus",1829,,1153,42.9,390.99
"aut",1829,,2316,48.2,284.37
"aze",1829,,818,36.2,361.868543624
"bdi",1829,,429,43.7,423.95
"bel",1829,,2481,59.5,316.214954106
"ben",1829,,625,47.3,430.46
"bfa",1829,,486,37.5,454.69
"bgd",1829,,876,41.8,507.88
"bgr",1829,,1142,47.8,355.13
"bhr",1829,,1399,44,439.79
"bhs",1829,,1540,,366.289420232
"bih",1829,,702,32.6,378.8
"blr",1829,,647,56.7,365.67
"blz",1829,,617,,379.676123519
"bmu",1829,,1308,,
"bol",1829,,932,36.9,404.69
"bra",1829,,1134,39.7,417.44
"brb",1829,,973,,520.21832765
"brn",1829,,1563,,454.69
"btn",1829,,643,47.2,452.295552384
"bwa",1829,,416,35.6,397.2
"caf",1829,,444,45.8,443.79
"can",1829,,1635,39.6,333.47
"che",1829,,2978,44.1,344.77
"chl",1829,,1002,52.1,417.44
"chn",1829,,986,42,417.44
"civ",1829,,912,39,427.86
"cmr",1829,,656,53.2,460.21
"cod",1829,,546,42.1,422.65
"cog",1829,,624,49.9,408.51
"col",1829,,988,58.9,417.44
"com",1829,,717,37.8,416.16
"cpv",1829,,552,49.7,394.71
"cri",1829,,860,47.9,441.12
"cub",1829,,1210,38.2,372.81
"cym",1829,,1107,,
"cyp",1829,,952,33.4,339.12
"cze",1829,,2067,39,379.99
"deu",1829,,2010,50.2,375.878217448
"dji",1829,,824,43,445.15
"dma",1829,,707,,
"dnk",1829,,2200,58.1,329.694931713
"dom",1829,,702,42.1,445.15
"dza",1829,,810,59.3,460.21
"ecu",1829,,562,41,405.96
"egy",1829,,827,59.3,404.69
"eri",1829,,546,46.2,441.12
"esp",1829,,1556,36.1,450.6
"est",1829,,1018,48.9,362.15
"eth",1829,,526,47.5,447.88
"fin",1829,,1353,50.6,357.45
"fji",1829,,812,47.1,498.88
"fra",1829,,1836,57.6,284.31
"fsm",1829,,527,,372.031496804
"gab",1829,,392,45.9,435.79
"gbr",1829,,3549,54.5,308.32
"geo",1829,,568,29.7,373.430093245
"gha",1829,,712,53.8,471.38
"gin",1829,,460,32.7,446.51
"gmb",1829,,827,45.6,460.21
"gnb",1829,,785,49.8,417.44
"gnq",1829,,370,47.2,446.51
"grc",1829,,1528,49.9,360.97
"grd",1829,,999,,381.637359329
"grl",1829,,434,,
"gtm",1829,,925,35.3,503.36
"guy",1829,,1294,38.2,429.16
"hkg",1829,,1030,,
"hnd",1829,,759,56,393.46
"hrv",1829,,1453,,366.84
"hti",1829,,696,42.6,486.092361886
"hun",1829,,1344,43.1,368.01
"idn",1829,,1011,48.8,443.79
"ind",1829,,1051,34.6,509.39
"irl",1829,,1650,40.1,348.22
"irn",1829,,997,59.3,506.38
"irq",1829,,1009,59.3,427.86
"isl",1829,,1025,,409.331094372
"isr",1829,,883,44.9,447.718483515
"ita",1829,,2506,57.5,453.33
"jam",1829,,1089,39.1,389.77
"jor",1829,,1016,40.6,421.34
"jpn",1829,,1093,50.9,363.32
"kaz",1829,,1237,43.3,497.41
"ken",1829,,935,46.3,507.88
"kgz",1829,,551,46,380.612024952
"khm",1829,,918,41,379.99
"kir",1829,,565,,407.499559049
"kna",1829,,1241,,
"kor",1829,,559,32.1,503.36
"kwt",1829,,1223,44.3,500.35
"lao",1829,,886,38.4,418.74
"lbn",1829,,1169,59.3,447.88
"lbr",1829,,819,40.8,429.16
"lby",1829,,1176,43.9,404.69
"lca",1829,,903,,383.889773698
"lka",1829,,909,47.4,409.79
"lso",1829,,400,54.6,407.24
"ltu",1829,,1378,48.9,458.81
"lux",1829,,1621,30.5,357.45
"lva",1829,,815,48.9,404.69
"mac",1829,,1026,,
"mar",1829,,728,59.3,403.44
"mco",1829,,2221,,
"mda",1829,,654,47.8,375.985933234
"mdg",1829,,600,41,437.13
"mdv",1829,,844,,438.31532395
"mex",1829,,1356,37.6,487.15
"mhl",1829,,549,,
"mkd",1829,,745,32.5,392.417154324
"mli",1829,,606,47.2,494.48
"mlt",1829,,851,,310.281933977
"mmr",1829,,844,30.5,433.13
"mne",1829,,1141,34.1,375.2
"mng",1829,,603,38.1,420.04
"moz",1829,,397,45.9,439.79
"mrt",1829,,553,49,417.44
"mus",1829,,985,40.1,427.86
"mwi",1829,,351,45.7,439.79
"mys",1829,,1019,25.3,435.79
"nam",1829,,620,52.6,412.34
"ner",1829,,467,43.3,433.13
"nga",1829,,919,52.6,438.46
"nic",1829,,1074,52.1,509.39
"nld",1829,,4244,54,323.5
"nor",1829,,1395,45,270.523025768
"npl",1829,,657,41,407.24
"nru",1829,,580,,
"nzl",1829,,661,38.2,390.99
"omn",1829,,953,44.9,413.61
"pak",1829,,1020,28.7,501.85
"pan",1829,,940,53.8,405.96
"per",1829,,1236,53.7,371.61
"phl",1829,,978,32.5,431.79
"plw",1829,,867,,
"png",1829,,565,25.8,423.95
"pol",1829,,1355,35,369.21
"pri",1829,,1448,,
"prk",1829,,562,46.6,500.35
"prt",1829,,1692,48.6,372.81
"pry",1829,,937,51.7,374
"pse",1829,,1226,37.4,434.92428624
"qat",1829,,1223,44.3,433.13
"rou",1829,,925,47.8,371.61
"rus",1829,,1552,56.7,418.74
"rwa",1829,,447,59,420.04
"sau",1829,,867,45.4,416.16
"sdn",1829,,543,33.8,425.25
"sen",1829,,521,45.4,512.4
"sgp",1829,,1045,41.2,392.21
"slb",1829,,376,46.9,504.87
"sle",1829,,769,55.5,513.91
"slv",1829,,1054,49.9,461.6
"smr",1829,,1477,,
"som",1829,,713,50.9,451.96
"srb",1829,,1466,32.5,374
"ssd",1829,,531,33.78,490.08
"stp",1829,,897,,396.519177931
"sur",1829,,1744,35.2,405.96
"svk",1829,,1540,39,363.32
"svn",1829,,1521,27.7,360.97
"swe",1829,,1566,64.6,303.03
"swz",1829,,513,56.7,413.61
"syc",1829,,888,,345.575715375
"syr",1829,,1097,59.3,429.16
"tca",1829,,519,,
"tcd",1829,,438,50.6,431.79
"tgo",1829,,715,38.9,426.55
"tha",1829,,946,45.8,438.46
"tjk",1829,,590,47.4,357.733369843
"tkm",1829,,1023,41.4,490.431637249
"tls",1829,,552,36.4,449.557597961
"ton",1829,,685,,354.781286812
"tto",1829,,1296,44.3,405.96
"tun",1829,,750,59.3,460.21
"tur",1829,,1285,51.6,379.99
"tuv",1829,,743,,
"twn",1829,,1000,,
"tza",1829,,577,37.6,414.89
"uga",1829,,486,41,510.9
"ukr",1829,,828,41,360.97
"ury",1829,,2177,48.1,405.96
"usa",1829,,2379,62.9,446.903
"uzb",1829,,518,44.4,380.826894583
"vct",1829,,893,,392.839516617
"ven",1829,,712,43.6,414.89
"vnm",1829,,858,40.4,417.44
"vut",1829,,605,,362.247168258
"wsm",1829,,1448,,413.723072515
"yem",1829,,952,59.3,540.44
"zaf",1829,,1716,35.9,398.45
"zmb",1829,,711,40.9,409.79
"zwe",1829,,900,34.6,395.95
