"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1968,58385,6075,,
"afg",1968,10599790,1187,30.7,318.1
"ago",1968,6066094,5093,52.1,275.283269397
"aia",1968,6287,,,
"akr_a_dhe",1968,12101,,,
"ala",1968,20729,,,
"alb",1968,2049147,3475,25.7,112.672341769
"and",1968,21888,28422,,
"ant",1968,154436,,,
"are",1968,185312,29634,45.1,118.6
"arg",1968,23261273,9003,35.3,58.322319236
"arm",1968,2394635,3300,48.4,65.4884123107
"asm",1968,25886,,,
"atg",1968,63176,5528,,60.968478297
"aus",1968,12305530,18261,33.4,21.9
"aut",1968,7433328,15814,47.5,29.8
"aze",1968,4950977,6778,35.8,80.4103977695
"bdi",1968,3317315,645,37.8,246.7
"bel",1968,9589107,16816,38.5,25.5
"ben",1968,2788551,1204,46.5,272.8
"bfa",1968,5434040,794,39.4,321.4
"bgd",1968,61585520,1202,34.1,227.1
"bgr",1968,8386016,7296,21.7,42.6
"bhr",1968,200953,28802,35,94.1
"bhs",1968,158629,21975,,29.4
"bih",1968,3661642,2229,37.2,89.0596681433
"blr",1968,8874070,5099,24,26.82
"blz",1968,116061,2362,,105.5
"bmu",1968,51148,30060,,
"bol",1968,4324066,3510,50.8,243
"bra",1968,91213009,5215,56.1,140.7
"brb",1968,237199,7705,,53
"brn",1968,118176,71861,,69.8800387931
"btn",1968,273868,1043,47,286
"bwa",1968,650730,1347,46.6,136.5
"caf",1968,1755260,1297,50.4,234.2
"can",1968,20739031,18900,33.1,23.9
"cck",1968,413,,,
"chanisl",1968,118726,,,
"che",1968,6056358,33324,40.6,19.9
"cheslo",1968,14294730,,,
"chl",1968,9187592,7231,47,86.2
"chn",1968,765570668,669,28.4,132.3
"civ",1968,4794399,3565,48.6,253.9
"cmr",1968,6437157,2084,47.8,232.4
"cod",1968,18913177,2062,44.2,253.252933151
"cog",1968,1259190,2825,40.7,150.9
