"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1923,,1996,,
"afg",1923,,874,39.3,463.112864664
"ago",1923,,1366,49.2,462.32
"alb",1923,,1572,26.7,357.15
"and",1923,,4407,,
"are",1923,,2308,44.3,413.62075808
"arg",1923,,7622,45.6,171.55
"arm",1923,,593,38.9,247.366056948
"atg",1923,,1814,,174.463351176
"aus",1923,,8549,41.4,80.0891532847
"aut",1923,,5614,37.3,227.77
"aze",1923,,884,42.6,250.000068113
"bdi",1923,,471,46.7,403.55
"bel",1923,,8673,51.5,130.14
"ben",1923,,1009,44.4,411.76888484
"bfa",1923,,537,40.5,433.47274478
"bgd",1923,,1122,38.3,499.874563138
"bgr",1923,,1595,29.1,260.82
"bhr",1923,,2778,38.1,418.438844749
"bhs",1923,,3876,,162.090457629
"bih",1923,,1174,45.3,342.49
"blr",1923,,714,32.9,215.73
"blz",1923,,1259,,193.820135091
"bmu",1923,,3569,,
"bol",1923,,2273,36.9,384.13523701
"bra",1923,,1879,37.7,395.623244444
"brb",1923,,1991,,598.592769093
"brn",1923,,2150,,332.56
"btn",1923,,776,47.5,418.215454098
"bwa",1923,,674,38.6,375.633688643
"caf",1923,,791,47,425.604402952
"can",1923,,6611,41.5,140.493190591
"che",1923,,11835,38.7,77.81
"chl",1923,,4237,73.6,459.671680687
"chn",1923,,1026,43.6,397.35
"civ",1923,,1451,41.4,406.762066893
"cmr",1923,,1083,43.7,438.888425823
"cod",1923,,937,43.7,402.31
"cog",1923,,990,39.4,390.187789234
"col",1923,,1948,58,241.389344791
"com",1923,,788,41.4,396.14
"cpv",1923,,810,47.8,375.72
"cri",1923,,2241,46.5,336.95
"cub",1923,,4479,38.8,309.51489472
"cym",1923,,3030,,
"cyp",1923,,2825,41.3,226.41
"cze",1923,,4944,40.2,197.6
"deu",1923,,4500,45.1,207.23
"dji",1923,,1438,43.2,423.74
"dma",1923,,1444,,
"dnk",1923,,8327,46.6,101.496926471
"dom",1923,,1299,42.9,410.240046694
"dza",1923,,2537,39.1,439.772823323
"ecu",1923,,1401,43.4,387.143178242
"egy",1923,,1431,44.6,387.0804375
"eri",1923,,708,48.1,419.9
"esp",1923,,3665,35.8,253.302718127
"est",1923,,2497,39.9,193.36
"eth",1923,,550,50.5,426.33
"fin",1923,,3674,42.5,144.82
"fji",1923,,1385,43.5,495.072293333
"fra",1923,,5434,59.5,127.857709806
"fsm",1923,,677,,199.979148943
"gab",1923,,451,48.8,414.83
"gbr",1923,,7892,42.3,102.150934283
"geo",1923,,629,38.2,256.583500745
"gha",1923,,2001,42.9,430.274559768
"gin",1923,,560,44.3,385.520863471
"gmb",1923,,906,46.6,437.853773141
"gnb",1923,,844,52.8,397.35
"gnq",1923,,441,51.1,425.04
"grc",1923,,4273,40.9,134.725001669
"grd",1923,,1489,,191.225721539
"grl",1923,,1446,,
"gtm",1923,,2138,41.3,477.72468038
"guy",1923,,2669,42.3,327.552627111
"hkg",1923,,2393,,
"hnd",1923,,2376,42.6,373.748124332
"hrv",1923,,3439,,322.81
"hti",1923,,1812,43,458.774223394
"hun",1923,,3523,31.5,298.230481557
"idn",1923,,1489,47.5,420.701563786
"ind",1923,,1229,31.2,286.276750449
"irl",1923,,4389,52.4,90.3440989399
"irn",1923,,1894,40.5,482.02
"irq",1923,,1970,49.4,407.161089344
"isl",1923,,2927,,80.6856045752
"isr",1923,,1049,44.9,197.85
"ita",1923,,5435,50.7,198.21
"jam",1923,,1343,41.2,275.705367089
"jor",1923,,1988,42.4,400.363125
"jpn",1923,,2623,52,265.893031359
"kaz",1923,,1455,37.4,353.73
"ken",1923,,1420,55.5,493.233918381
"kgz",1923,,1385,41.7,307.335037087
"khm",1923,,1056,45.8,361.71
"kir",1923,,810,,288.898075794
"kna",1923,,2463,,
"kor",1923,,804,32.1,445.765440978
"kwt",1923,,2324,40.9,477.077891753
"lao",1923,,1104,41.4,398.59
"lbn",1923,,2934,46.8,426.245314699
"lbr",1923,,1036,45.7,399.881268367
"lby",1923,,3723,40.1,384.76052958
"lca",1923,,1236,,214.319509741
"lka",1923,,1683,45.9,372.680194404
"lso",1923,,421,51.5,382.105392117
"ltu",1923,,3388,40.9,213.09
"lux",1923,,6455,37.2,171.98
"lva",1923,,1999,40.9,182.54
"mac",1923,,1783,,
"mar",1923,,1084,37.3,383.010580205
"mco",1923,,6980,,
"mda",1923,,696,29.1,243.019229838
"mdg",1923,,1099,44,416.1
"mdv",1923,,841,,379.394709632
"mex",1923,,3143,53.8,379.28
"mhl",1923,,727,,
"mkd",1923,,1766,42.9,312.487083347
"mli",1923,,628,47.2,460.46262823
"mlt",1923,,2014,,86.8852315497
"mmr",1923,,1368,33.4,412.29
"mne",1923,,2718,41,330.37
"mng",1923,,718,47.7,399.83
"moz",1923,,421,39.3,418.689825652
"mrt",1923,,890,48.6,379.94571513
"mus",1923,,1680,43.1,246.078214576
"mwi",1923,,356,40.4,417.815284191
"mys",1923,,1924,41,414.767632947
"nam",1923,,2525,43.9,392.5
"ner",1923,,755,46.3,412.29
"nga",1923,,1621,43.6,417.37
"nic",1923,,2820,50.3,485.537753817
"nld",1923,,8063,43.4,94.4289645326
"nor",1923,,5492,45.7,68.0129515152
"npl",1923,,883,41,386.404787064
"nru",1923,,1347,,
"nzl",1923,,8636,39.3,55.5110171971
"omn",1923,,1867,42.6,407.205263787
"pak",1923,,1305,43.7,552.76010143
"pan",1923,,2714,41.7,369.031399149
"per",1923,,3429,55.1,352.879742554
"phl",1923,,2108,48,407.987422787
"plw",1923,,2004,,
"png",1923,,800,45.5,403.480898973
"pol",1923,,3444,26.8,265.884682793
"pri",1923,,2841,,
"prk",1923,,835,48.3,428.93
"prt",1923,,2725,49,266.83
"pry",1923,,3029,41.7,356.288443575
"pse",1923,,1176,44.8,413.286910057
"qat",1923,,2534,43.3,412.29
"rou",1923,,2985,29.1,336.619027705
"rus",1923,,1826,32.9,245.43310097
"rwa",1923,,504,44.8,401.733753139
"sau",1923,,1048,44.2,396.14
"sdn",1923,,999,42.3,405.291225854
"sen",1923,,966,42.4,492.37766059
"sgp",1923,,3710,41.7,367.430221289
"slb",1923,,598,48.4,480.488239562
"sle",1923,,1157,45.9,489.087548767
"slv",1923,,2350,41.7,439.189559387
"smr",1923,,3486,,
"som",1923,,826,43.9,430.22
"srb",1923,,3439,41.5,168.308612075
"ssd",1923,,986,42.25,436.776699657
"stp",1923,,1075,,264.490455912
"sur",1923,,3579,37.1,386.43
"svk",1923,,3678,46.2,252.24
"svn",1923,,3602,41.5,313.21
"swe",1923,,5372,52.7,75.4360889414
"swz",1923,,895,46.2,392.17854447
"syc",1923,,1788,,150.409047809
"syr",1923,,1682,45.3,410.612510484
"tca",1923,,1115,,
"tcd",1923,,775,44.4,411.02
"tgo",1923,,1071,41.7,406.111406385
"tha",1923,,1287,45.5,417.047802257
"tjk",1923,,640,47.1,290.557873959
"tkm",1923,,1205,42.6,334.158369933
"tls",1923,,663,48.6,437.601042346
"ton",1923,,1027,,169.675844832
"tto",1923,,2559,44,205.642354784
"tun",1923,,1274,37.3,437.980763519
"tur",1923,,1308,54.8,358.866944726
"tuv",1923,,1087,,
"twn",1923,,1816,,
"tza",1923,,756,41.5,395.065404571
"uga",1923,,747,44,489.423814704
"ukr",1923,,973,42.2,288.4
"ury",1923,,7478,55.4,156.590159168
"usa",1923,,10150,53.3,147.500472507
"uzb",1923,,602,43.1,310.045084123
"vct",1923,,1725,,230.036812321
"ven",1923,,2071,43.8,343.527815103
"vnm",1923,,1124,43.4,397.35
"vut",1923,,910,,214.089464861
"wsm",1923,,2173,,271.684178188
"yem",1923,,1244,44,517.823210821
"zaf",1923,,4866,61.5,379.28
"zmb",1923,,1194,43.2,391.723045502
"zwe",1923,,1008,41.5,376.962174695
