"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1855,,1057,,
"afg",1855,,681,35.3,477.1
"ago",1855,,786,39,485.68
"alb",1855,,725,41.2,375.2
"and",1855,,1877,,
"are",1855,,1225,44,434.46
"arg",1855,,2483,31.6,402.19
"arm",1855,,590,36.7,345.434745357
"atg",1855,,961,,303.024297576
"aus",1855,,4141,45.7,390.99
"aut",1855,,3054,36.1,451.47
"aze",1855,,945,40.2,343.113161757
"bdi",1855,,440,43.7,423.95
"bel",1855,,3824,52.8,308.01
"ben",1855,,709,45.4,430.46
"bfa",1855,,500,37.5,454.69
"bgd",1855,,879,43.9,507.88
"bgr",1855,,1298,47.8,342.51
"bhr",1855,,1621,43.1,439.79
"bhs",1855,,1835,,292.341835673
"bih",1855,,783,38.3,378.8
"blr",1855,,753,53,365.67
"blz",1855,,735,,315.24147274
"bmu",1855,,1558,,
"bol",1855,,1193,36.9,404.69
"bra",1855,,1129,39.5,417.44
"brb",1855,,1160,,570.048109995
"brn",1855,,1707,,454.69
"btn",1855,,676,47.5,442.600510305
"bwa",1855,,472,35.6,397.2
"caf",1855,,504,47.2,443.79
"can",1855,,2302,31,308.32
"che",1855,,3962,49.8,344.77
"chl",1855,,1472,64.6,417.44
"chn",1855,,984,36.9,485.68
"civ",1855,,1012,41.7,427.86
"cmr",1855,,744,44.6,460.21
"cod",1855,,608,42.1,422.65
"cog",1855,,672,46.6,408.51
"col",1855,,1057,58.9,417.44
"com",1855,,736,42,416.16
"cpv",1855,,616,49,394.71
"cri",1855,,1149,46,441.12
"cub",1855,,1635,39.7,362.15
"cym",1855,,1319,,
"cyp",1855,,1295,37.4,339.12
"cze",1855,,2501,50,379.99
"deu",1855,,2173,44,462.84
"dji",1855,,895,44.3,445.15
"dma",1855,,842,,
"dnk",1855,,3182,52.4,192.74
"dom",1855,,809,43.9,445.15
"dza",1855,,1074,58.5,460.21
"ecu",1855,,664,43.6,405.96
"egy",1855,,932,59.2,404.69
"eri",1855,,583,47.3,441.12
"esp",1855,,1825,32.1,326.479563266
"est",1855,,1204,48.9,362.15
"eth",1855,,531,47.5,447.88
"fin",1855,,1552,50.6,378.8
"fji",1855,,886,46.7,498.88
"fra",1855,,3114,55.2,278.66
"fsm",1855,,536,,313.336423144
"gab",1855,,393,45.9,435.79
"gbr",1855,,4914,44.9,261.02
"geo",1855,,643,29.7,353.650358272
"gha",1855,,727,46.2,471.38
"gin",1855,,485,32.7,442.46
"gmb",1855,,841,46.2,460.21
"gnb",1855,,802,49.8,417.44
"gnq",1855,,382,49.2,446.51
"grc",1855,,1851,49.9,360.97
"grd",1855,,1115,,315.241390211
"grl",1855,,573,,
"gtm",1855,,1143,35.3,503.36
"guy",1855,,1541,38.2,429.16
"hkg",1855,,1092,,
"hnd",1855,,1058,50.7,393.46
"hrv",1855,,1759,,366.84
"hti",1855,,907,43.5,485.816713832
"hun",1855,,1645,36.1,435.23
"idn",1855,,1050,41.2,443.79
"ind",1855,,1055,36.9,509.39
"irl",1855,,2389,31.9,319.142378604
"irn",1855,,1047,59.7,506.38
"irq",1855,,1122,60,427.86
"isl",1855,,1359,,289.45
"isr",1855,,887,44.9,447.466239825
"ita",1855,,2215,50.7,450.6
"jam",1855,,912,39.1,389.77
"jor",1855,,1130,42.2,421.34
"jpn",1855,,1146,45.8,363.32
"kaz",1855,,1463,43.3,497.41
"ken",1855,,1014,46.3,507.88
"kgz",1855,,693,46,378.731989136
"khm",1855,,954,43.2,379.99
"kir",1855,,578,,370.517377082
"kna",1855,,1478,,
"kor",1855,,545,32.1,503.36
"kwt",1855,,1348,43.7,500.35
"lao",1855,,942,38.4,418.74
"lbn",1855,,1397,58.5,447.88
"lbr",1855,,878,43.2,429.16
"lby",1855,,1617,43,404.69
"lca",1855,,984,,326.729056616
"lka",1855,,1029,45.7,409.79
"lso",1855,,405,53.3,407.24
"ltu",1855,,1630,48.9,458.81
"lux",1855,,2204,34.8,357.45
"lva",1855,,964,48.9,404.69
"mac",1855,,1121,,
"mar",1855,,762,59.5,403.44
"mco",1855,,3005,,
"mda",1855,,753,47.8,358.254972472
"mdg",1855,,680,41,437.13
"mdv",1855,,842,,421.189484623
"mex",1855,,1279,36.4,487.15
"mhl",1855,,557,,
"mkd",1855,,902,32.5,388.528879867
"mli",1855,,612,47.2,494.48
"mlt",1855,,1080,,218.198344079
"mmr",1855,,847,34.4,433.13
"mne",1855,,1382,37.7,375.2
"mng",1855,,630,42.5,420.04
"moz",1855,,403,47.8,439.79
"mrt",1855,,626,48.5,417.44
"mus",1855,,1116,42,427.86
"mwi",1855,,353,45.7,439.79
"mys",1855,,1074,29.2,435.79
"nam",1855,,913,52.6,412.34
"ner",1855,,530,43.3,433.13
"nga",1855,,1034,45.9,438.46
"nic",1855,,1415,48.1,509.39
"nld",1855,,4661,50.5,343.12
"nor",1855,,1997,48.1,161.83
"npl",1855,,659,41,407.24
"nru",1855,,658,,
"nzl",1855,,2641,38.2,271.151220543
"omn",1855,,1062,44.8,413.61
"pak",1855,,1024,33.2,501.85
"pan",1855,,1260,49.2,405.96
"per",1855,,1324,47.2,371.61
"phl",1855,,1016,37.6,431.79
"plw",1855,,947,,
"png",1855,,617,30.6,423.95
"pol",1855,,1496,33.9,369.21
"pri",1855,,1667,,
"prk",1855,,547,48,500.35
"prt",1855,,1690,38,372.81
"pry",1855,,1298,47.8,374
"pse",1855,,1230,40.6,434.677243101
"qat",1855,,1348,43.7,433.13
"rou",1855,,1320,47.8,374.172034065
"rus",1855,,1836,53,418.74
"rwa",1855,,462,59,420.04
"sau",1855,,895,45.8,416.16
"sdn",1855,,615,33.8,425.25
"sen",1855,,590,44.1,512.4
"sgp",1855,,1107,41.9,392.21
"slb",1855,,412,48.5,504.87
"sle",1855,,872,51.5,513.91
"slv",1855,,1311,47.1,461.6
"smr",1855,,1592,,
"som",1855,,731,50.9,451.96
"srb",1855,,1774,32.5,374
"ssd",1855,,602,33.78,490.08
"stp",1855,,942,,354.506070167
"sur",1855,,2077,37.8,405.96
"svk",1855,,1863,50,363.32
"svn",1855,,1841,31.6,360.97
"swe",1855,,1867,57.8,226.19
"swz",1855,,581,53.1,413.61
"syc",1855,,984,,274.526775313
"syr",1855,,1133,62.2,429.16
"tca",1855,,618,,
"tcd",1855,,497,50,431.79
"tgo",1855,,810,42.1,426.55
"tha",1855,,982,40.6,438.46
"tjk",1855,,683,47.4,337.734513389
"tkm",1855,,1210,41.4,483.813729366
"tls",1855,,581,41.7,453.281587238
"ton",1855,,748,,289.304930004
"tto",1855,,1492,43.8,335.73
"tun",1855,,849,59.5,460.21
"tur",1855,,1475,42.7,379.99
"tuv",1855,,811,,
"twn",1855,,1004,,
"tza",1855,,619,37.6,414.89
"uga",1855,,551,41,510.9
"ukr",1855,,980,34.7,360.97
"ury",1855,,4006,48.1,405.96
"usa",1855,,3507,54.6,361.915
"uzb",1855,,561,44.4,380.278051737
"vct",1855,,1064,,338.789066342
"ven",1855,,799,43.9,414.89
"vnm",1855,,843,40.4,417.44
"vut",1855,,661,,313.086494204
"wsm",1855,,1581,,368.290742686
"yem",1855,,1025,58.5,540.44
"zaf",1855,,1821,35.9,398.45
"zmb",1855,,758,43.6,409.79
"zwe",1855,,928,34.6,395.95
