"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1940,36127,3043,,
"afg",1940,7034081,973,35.6,448.549527918
"ago",1940,3920011,2301,50.7,442.94
"aia",1940,4725,,,
"alb",1940,1123210,1797,24.8,244.608449162
"and",1940,5667,5891,,
"are",1940,64713,1246,44.8,396.618080313
"arg",1940,14200813,6859,41.9,131.140781378
"arm",1940,1230298,1444,41.5,157.905034752
"asm",1940,13135,,,
"atg",1940,38495,2767,,151.971062436
"aus",1940,7052012,10057,39.6,51.0214251825
"aut",1940,6700724,7518,37.5,103.53
"aze",1940,2629623,2727,41,182.701205251
"bdi",1940,2128589,492,45.2,383.381445705
"bel",1940,8330676,7097,44.6,106.74
"ben",1940,2051937,1154,43,397.043737609
"bfa",1940,3980754,529,40,416.123201856
"bgd",1940,37445667,1174,37.7,342.835424234
"bgr",1940,6672496,2590,26.2,197.064417134
"bhr",1940,105272,5557,36.2,358.31797089
"bhs",1940,66812,7186,,139.869836781
"bih",1940,2427124,1280,45,237.14
"blr",1940,7097374,2146,29.7,130.94
"blz",1940,55768,1613,,172.347586006
"bmu",1940,31550,7644,,
"bol",1940,2945272,2689,36.2,362.151243714
"bra",1940,41545129,2308,40.2,324.739246914
"brb",1940,184312,2577,,293.961742243
"brn",1940,35616,11782,,205.85
"btn",1940,166757,822,47.2,411.175202087
"bwa",1940,282215,771,41.5,355.451275265
"caf",1940,959880,1039,45.9,420.65703524
"can",1940,11655920,8871,39,77.0127735713
"chanisl",1940,95788,,,
"che",1940,4219596,14639,40,61.64
"chl",1940,5108117,4625,61.1,353.139191795
"chn",1940,509858820,841,51,332.42
"civ",1940,2438775,1814,39.3,388.689198554
"cmr",1940,3557999,1298,41.8,421.827136659
"cod",1940,11350117,1293,44.3,377.359086239
"cog",1940,747928,1464,38.4,378.167529995
"cok",1940,12821,,,
"col",1940,9442173,2842,54.7,228.046590401
"com",1940,143644,801,38.2,379.917526525
"cpv",1940,162140,793,47.6,311.123682829
"cri",1940,726617,2626,48.1,227.98435
"cub",1940,4672303,4631,37.3,110.285616192
"cym",1940,6526,6449,,
"cyp",1940,407453,3376,40.5,194.19
"cze",1940,8567195,6786,40.7,127.45
"deu",1940,71244059,9711,46.2,87.2865202952
"dji",1940,57116,2357,41.6,406.356125072
"dma",1940,45150,1856,,
"dnk",1940,3832859,8977,41,58.9798161765
"dom",1940,1718123,1737,41.1,324.175043503
"dza",1940,7797418,3486,40.3,368.613344315
"ecu",1940,2583081,2237,41.5,357.520124454
"egy",1940,17849440,1642,42.7,358.571214489
"eri",1940,999101,758,47.7,403.700605857
"esh",1940,11578,,,
"esp",1940,25828302,3643,35.7,208.070338248
"est",1940,1003658,3703,37.8,133.04
"eth",1940,15717976,569,46.9,409.003670883
"fin",1940,3696232,5439,39.3,114.5
"fji",1940,220933,2123,42.1,310.91213125
"flk",1940,1676,,,
"fra",1940,40927546,4821,59.7,103.678539766
"fro",1940,29649,,,
"fsm",1940,30013,954,,178.742642586
"gab",1940,436398,577,45.6,397.599742765
"gbm",1940,51852,,,
"gbr",1940,48235963,10935,35.3,76.9840557225
"geo",1940,3210619,1766,40.6,172.600227606
"gha",1940,3918230,1861,42.5,318.1
"gib",1940,19369,,,
"gin",1940,2826987,594,43.5,359.1
"glp",1940,194631,,,
"gmb",1940,252069,959,46.3,418.999721538
"gnb",1940,499097,839,45.6,342.18
"gnq",1940,170989,470,50.7,407.22
"grc",1940,7149235,4510,37.9,145.448080134
"grd",1940,70899,1607,,168.760994831
"grl",1940,21409,2452,,
"gtm",1940,2374197,4140,44.4,395.32018692
"guf",1940,23520,,,
"gum",1940,23307,,,
"guy",1940,375159,3615,42,204.739830025
"hkg",1940,1741134,2958,,
"hnd",1940,1162179,2154,42.1,318.434359523
"hos",1940,911,,,
"hrv",1940,3528895,4395,,184.46
"hti",1940,2781219,2155,42.1,390.228833181
"hun",1940,9268490,5850,28.2,203.526536885
"idn",1940,61821588,2053,52.1,394.695274348
"ind",1940,324372335,1081,34.5,260.800573609
"irl",1940,2936278,5412,50.7,90.2762190813
"irn",1940,15077617,3051,44.3,450.065978612
"irq",1940,4608028,2572,56.4,389.969195694
"isl",1940,133257,5373,,50.2729166667
"isr",1940,877043,2064,44.9,79.7210721649
"ita",1940,44284798,6619,42.8,142.06
"jam",1940,1209585,1923,42.1,168.319865506
"jor",1940,403500,2620,41.4,333.199262473
"jpn",1940,72709185,3888,43.5,131.949125809
"kaz",1940,6096956,4485,39.3,242.644668839
"ken",1940,4172070,1643,64.3,451.571563443
"kgz",1940,1585823,1902,39.4,231.85330575
"khm",1940,4013581,1086,45.7,346.690190129
"kir",1940,31916,1323,,271.219148423
"kna",1940,42774,3013,,
"kor",1940,15684579,1322,31.2,281.630499139
"kwt",1940,134088,1538,39.9,429.827417526
"lao",1940,1586939,1123,40.4,381.789694604
"lbn",1940,1077273,5669,51.2,408.191813848
"lbr",1940,854704,1131,45.3,367.507222449
"lby",1940,1058818,4599,39.2,367.570676118
"lca",1940,65788,1343,,192.940840997
"lie",1940,12843,,,
"lka",1940,6175921,1824,47.2,243.346213549
"lso",1940,679318,423,51.5,357.87808208
"ltu",1940,2348809,5073,37.8,138.04
"lux",1940,277578,12656,35.6,113.015501706
"lva",1940,1781651,2954,37.8,135.89
"mac",1940,331130,2849,,
"mar",1940,7700259,1649,38.1,364.591285552
"mco",1940,18687,9355,,
"mda",1940,2130570,2072,26.2,174.040650238
"mdg",1940,3796599,1559,41.3,380.733983982
"mdv",1940,75107,868,,367.953962215
