"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",2013,102921,36083,,17.031
"afg",2013,30682500,1884,27.8,96.7
"ago",2013,23448202,7488,42.7,167.1
"aia",2013,14300,,,
"alb",2013,2883281,9961,29,14.9
"and",2013,75902,43735,,3
"ant",2013,205860,,,
"are",2013,9039978,59092,45.1,7.4
"arg",2013,42538304,17629,43.6,13.3
"arm",2013,2992192,7527,30.3,15.5
"asm",2013,55302,,,
"atg",2013,89985,20353,,8.7
"aus",2013,23270465,42840,32.6,4
"aut",2013,8486962,44059,27,3.9
"aze",2013,9497496,16593,33,34.2
"bdi",2013,10465959,747,33.3,87.8
"bel",2013,11153122,40607,25.9,4.3
"ben",2013,10322232,1733,43.5,104.8
"bfa",2013,17084554,1588,50.1,96.6
"bgd",2013,157157394,2853,32.1,41.6
"bgr",2013,7252539,15695,35.4,11.6
"bhr",2013,1349427,42444,35,6.9
"bhs",2013,377841,22518,,12.8
"bih",2013,3823533,9387,33,6.6
"blr",2013,9497294,17085,26.5,4.9
"blz",2013,344193,8215,,17.5
"bmu",2013,62773,50669,,
"bol",2013,10399931,5934,46.6,41.3
"bra",2013,204259377,15518,52.7,14.4
"brb",2013,282503,12867,,13.7
"brn",2013,411499,69474,,10
"btn",2013,754637,7167,38.7,36
"bwa",2013,2176510,16155,58.7,55.5
"caf",2013,4710678,584,56.3,138.6
"can",2013,35230612,42213,31.5,5.2
"chanisl",2013,162138,,,9.133
"che",2013,8118719,54983,28.5,4.2
"chl",2013,17575833,21746,50.3,8.4
"chn",2013,1362514260,11805,37,12.3
"civ",2013,21622490,3123,51.3,100.7
"cmr",2013,22211166,2739,51.3,95.2
"cod",2013,72552861,724,44,104.8
"cog",2013,4394334,5680,40.2,49.6
"cok",2013,20621,,,8.7
"col",2013,47342363,12054,53.5,16.9
"com",2013,751697,1450,63.8,78.3
"cpv",2013,507258,6232,43.8,25.9
"cri",2013,4706433,13427,48.6,10
"cub",2013,11362505,20122,37,6.1
"cym",2013,58369,49345,,
"cyp",2013,1141652,30081,32.4,3.6
"cze",2013,10545314,28124,24.6,3.6
"deu",2013,80565861,42887,29.7,3.9
