"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1926,,2151,,
"afg",1926,,890,38.6,461.464049189
"ago",1926,,1498,51.1,458.9
"alb",1926,,1629,26.5,354.51
"and",1926,,4639,,
"are",1926,,2230,44.4,410.620617042
"arg",1926,,7600,45.5,184.69
"arm",1926,,755,39.3,238.648002742
"atg",1926,,1955,,170.26523379
"aus",1926,,9155,41.4,70.883600365
"aut",1926,,6688,37.3,192.21
"aze",1926,,1575,42.3,242.785990701
"bdi",1926,,475,47.4,400.148005673
"bel",1926,,9015,51.8,131.97
"ben",1926,,1033,45.1,409.186406997
"bfa",1926,,536,41.2,430.417438515
"bgd",1926,,1197,38.2,488.958994325
"bgr",1926,,1957,28.6,252.26
"bhr",1926,,2823,37.8,415.279101598
"bhs",1926,,4323,,157.927383484
"bih",1926,,1318,45.3,321.49
"blr",1926,,1267,28.9,199.51
"blz",1926,,1316,,189.705221015
"bmu",1926,,4083,,
"bol",1926,,2342,36.9,380.216524975
"bra",1926,,1834,40.3,392.063218765
"brb",1926,,2084,,511.025315036
"brn",1926,,2172,,306.71
"btn",1926,,784,47.4,417.171144482
"bwa",1926,,690,39.3,372.049085659
"caf",1926,,830,46.8,424.816805535
"can",1926,,7468,41.7,131.883413556
"che",1926,,13502,39,73.86
"chl",1926,,4163,73.4,407.846808649
"chn",1926,,1040,44.7,394.42
"civ",1926,,1509,41,403.566753685
"cmr",1926,,1119,44,435.886084487
"cod",1926,,992,44,399.34
"cog",1926,,1060,39.4,388.098783074
"col",1926,,2166,58,238.916669622
"com",1926,,791,40.9,393.21
"cpv",1926,,808,47.8,372.94
"cri",1926,,2651,46.8,310.796366667
"cub",1926,,4925,38.6,255.169704241
"cym",1926,,3462,,
"cyp",1926,,2915,41.1,222.96
"cze",1926,,5927,40.6,182
"deu",1926,,6015,45.5,152.95
"dji",1926,,1569,42.9,420.6
"dma",1926,,1509,,
"dnk",1926,,8326,46.6,98.7360235294
"dom",1926,,1367,42.6,404.107795824
"dza",1926,,2713,39.7,427.956578947
"ecu",1926,,1541,43.1,384.55338781
"egy",1926,,1518,45.3,384.909175781
"eri",1926,,716,48,416.8
"esp",1926,,3939,36,217.95111882
"est",1926,,2735,40.6,183.63
"eth",1926,,554,51.2,423.18
"fin",1926,,4023,43.5,120.11
"fji",1926,,1493,43.3,481.495116667
"fra",1926,,6284,60.6,126.763028364
"fsm",1926,,720,,196.056217814
"gab",1926,,472,49.5,411.76
"gbr",1926,,8085,42.4,103.035111902
"geo",1926,,890,38.7,249.108731631
"gha",1926,,2144,43.5,419.027779158
"gin",1926,,566,45,379.602996775
"gmb",1926,,915,46.5,434.523389103
"gnb",1926,,843,53.5,394.42
"gnq",1926,,446,51,421.89
"grc",1926,,4628,41.5,105.151702838
"grd",1926,,1509,,187.054647384
"grl",1926,,1587,,
"gtm",1926,,2218,42,473.477860759
"guy",1926,,2816,42.2,301.971435389
"hkg",1926,,2481,,
"hnd",1926,,2448,42.5,370.651295763
"hrv",1926,,3965,,295.37
"hti",1926,,1868,42.8,454.486754271
"hun",1926,,4239,30.8,270.506803279
"idn",1926,,1636,48.8,417.163004115
"ind",1926,,1268,31.3,307.698655296
"irl",1926,,4417,55.9,103.452261042
"irn",1926,,2067,41.2,478.45
"irq",1926,,2066,50.7,404.126946791
"isl",1926,,3343,,67.027503268
"isr",1926,,1193,44.9,164.08
"ita",1926,,5548,51,200.91
"jam",1926,,1445,41.9,270.608131329
"jor",1926,,2090,42.3,397.246420824
"jpn",1926,,2673,51.9,219.153221752
"kaz",1926,,2592,38.5,337.74
"ken",1926,,1457,56.7,505.802778464
"kgz",1926,,1465,41.5,299.4087761
"khm",1926,,1061,45.8,359.04
"kir",1926,,883,,285.696614847
"kna",1926,,2553,,
"kor",1926,,838,32.1,413.473450373
"kwt",1926,,2259,40.8,474.145990979
"lao",1926,,1107,42.1,395.65
"lbn",1926,,3342,47.6,423.059914869
"lbr",1926,,1027,45.6,394.070077551
"lby",1926,,3864,39.9,381.718469875
"lca",1926,,1254,,210.369423418
"lka",1926,,1969,46.1,334.798748159
"lso",1926,,421,51.5,377.775471759
"ltu",1926,,3717,41.1,201.19
"lux",1926,,7270,36.9,181.159080205
"lva",1926,,2187,41.1,172.31
"mac",1926,,1937,,
"mar",1926,,1171,37.4,379.744455821
"mco",1926,,7351,,
"mda",1926,,1232,28.6,233.556412648
"mdg",1926,,1169,44.7,413.02
"mdv",1926,,846,,377.350785108
"mex",1926,,3337,54.4,367.503921102
"mhl",1926,,780,,
"mkd",1926,,2040,44.1,304.41804333
"mli",1926,,630,47.2,446.05435631
"mlt",1926,,2071,,83.4263174564
"mmr",1926,,1518,33.4,409.24
"mne",1926,,3154,40.8,302.56
"mng",1926,,733,47.6,396.88
