"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1882,,1268,,
"afg",1882,,746,41.7,479.96
"ago",1882,,885,31.3,485.68
"alb",1882,,896,33.5,375.2
"and",1882,,2583,,
"are",1882,,1542,43.5,434.46
"arg",1882,,3748,35,405.96
"arm",1882,,654,43.5,333.448725633
"atg",1882,,1152,,243.37354688
"aus",1882,,6752,39.3,214.72
"aut",1882,,4062,36.6,415.74
"aze",1882,,1096,44.3,324.664604807
"bdi",1882,,451,43.7,423.95
"bel",1882,,5832,50.5,233.55
"ben",1882,,807,43.4,430.46
"bfa",1882,,516,37.5,454.69
"bgd",1882,,907,43.7,529.34
"bgr",1882,,1673,40,329.04
"bhr",1882,,2201,42.1,439.79
"bhs",1882,,2200,,231.308128644
"bih",1882,,931,44.2,378.8
"blr",1882,,881,50,365.67
"blz",1882,,881,,259.876418365
"bmu",1882,,1869,,
"bol",1882,,1540,36.9,404.69
"bra",1882,,1503,31.6,417.44
"brb",1882,,1391,,626.852394746
"brn",1882,,1871,,454.69
"btn",1882,,713,47.9,432.752479362
"bwa",1882,,537,35.6,397.2
"caf",1882,,574,48.7,443.79
"can",1882,,3510,42.3,271.98
"che",1882,,6019,41.2,240.4
"chl",1882,,2838,68.1,417.44
"chn",1882,,1003,29.4,417.44
"civ",1882,,1128,44.5,427.86
"cmr",1882,,847,35.7,460.21
"cod",1882,,680,42.1,422.65
"cog",1882,,725,43.1,408.51
"col",1882,,1133,49,417.44
"com",1882,,756,46.4,416.16
"cpv",1882,,691,48.3,394.71
"cri",1882,,1554,44,441.12
"cub",1882,,2237,41.3,334.6
"cym",1882,,1582,,
"cyp",1882,,1781,41.6,339.12
"cze",1882,,3101,47,379.99
"deu",1882,,3140,42.2,370.54
"dji",1882,,975,45.7,445.15
"dma",1882,,1010,,
"dnk",1882,,4026,48.9,221.73
"dom",1882,,936,45.7,445.15
"dza",1882,,1440,37.8,460.21
"ecu",1882,,789,46.4,405.96
"egy",1882,,1016,38.9,404.69
"eri",1882,,625,48.4,441.12
"esp",1882,,2579,32.3,312.26
"est",1882,,1433,38.9,318.04
"eth",1882,,535,47.5,447.88
"fin",1882,,2006,41.8,298.72
"fji",1882,,971,46.3,498.88
"fra",1882,,3910,52,248.36
"fsm",1882,,545,,262.164583646
"gab",1882,,395,45.9,435.79
"gbr",1882,,6696,42,232.6
"geo",1882,,731,29.7,334.218007012
"gha",1882,,756,45.3,471.38
"gin",1882,,513,32.7,439.79
