"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1843,,975,,
"afg",1843,,654,30.5,474.24
"ago",1843,,746,42.4,485.68
"alb",1843,,705,41.2,375.2
"and",1843,,1629,,
"are",1843,,1172,44.2,434.46
"arg",1843,,2095,36.8,402.19
"arm",1843,,563,29.1,350.899253172
"atg",1843,,886,,334.0337725
"aus",1843,,2048,45.3,390.99
"aut",1843,,2695,40.1,420.61
"aze",1843,,884,38.3,351.645550232
"bdi",1843,,435,43.7,423.95
"bel",1843,,2990,55,274.85
"ben",1843,,669,46.3,430.46
"bfa",1843,,494,37.5,454.69
"bgd",1843,,877,41.8,507.88
"bgr",1843,,1223,47.8,348.22
"bhr",1843,,1486,43.5,439.79
"bhs",1843,,1692,,324.407587158
"bih",1843,,754,35.6,378.8
"blr",1843,,702,54.9,365.67
"blz",1843,,678,,343.496076776
"bmu",1843,,1437,,
"bol",1843,,1064,36.9,404.69
"bra",1843,,1168,39,417.44
"brb",1843,,1070,,546.48279949
"brn",1843,,1639,,454.69
"btn",1843,,661,47.4,447.049048657
"bwa",1843,,445,35.6,397.2
"caf",1843,,475,46.5,443.79
"can",1843,,2002,31,316.96
"che",1843,,3452,47.7,344.77
"chl",1843,,1155,59.8,417.44
"chn",1843,,999,38.7,417.44
"civ",1843,,965,40.5,427.86
"cmr",1843,,702,48.6,460.21
"cod",1843,,579,42.1,422.65
"cog",1843,,649,48.1,408.51
"col",1843,,1025,58.9,417.44
"com",1843,,727,40,416.16
"cpv",1843,,585,49.3,394.71
"cri",1843,,1005,46.9,441.12
"cub",1843,,1423,39,366.84
"cym",1843,,1217,,
"cyp",1843,,1123,35.6,339.12
"cze",1843,,2317,45.4,379.99
"deu",1843,,2126,45.9,466.08
"dji",1843,,862,43.7,445.15
"dma",1843,,776,,
"dnk",1843,,2503,53.7,232.25
"dom",1843,,758,43,445.15
"dza",1843,,943,61.8,460.21
"ecu",1843,,615,42.4,405.96
"egy",1843,,882,61.8,404.69
"eri",1843,,566,46.8,441.12
"esp",1843,,1609,33.1,450.6
"est",1843,,1114,48.9,362.15
"eth",1843,,528,47.5,447.88
"fin",1843,,1457,50.6,331.26
"fji",1843,,851,46.9,498.88
"fra",1843,,2148,55.4,268.87
"fsm",1843,,532,,339.177678757
"gab",1843,,393,45.9,435.79
"gbr",1843,,4080,47.2,258.26
"geo",1843,,607,29.7,362.645807639
"gha",1843,,720,46.5,471.38
"gin",1843,,473,32.7,445.15
"gmb",1843,,834,45.9,460.21
"gnb",1843,,794,49.8,417.44
"gnq",1843,,376,48.3,446.51
"grc",1843,,1714,49.9,360.97
"grd",1843,,1060,,344.313821259
"grl",1843,,504,,
"gtm",1843,,1036,35.3,503.36
"guy",1843,,1422,38.2,429.16
"hkg",1843,,1063,,
