"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1946,,3530,,
"afg",1946,,1010,34.3,443.697582757
"ago",1946,,2765,49.4,420.069579741
"alb",1946,,1851,23.9,195.155275978
"and",1946,,6524,,
"are",1946,,1191,45,366.135593536
"arg",1946,,7289,40,103.469972374
"arm",1946,,1268,42.4,126.836638483
"atg",1946,,3210,,138.762198123
"aus",1946,,10744,38.6,39.3002408759
"aut",1946,,3675,37.6,115.43
"aze",1946,,2444,40.5,157.785609865
"bdi",1946,,500,43.6,360.295821718
"bel",1946,,8351,40.4,94.02
"ben",1946,,1210,41.4,361.4
"bfa",1946,,526,38.9,396.5
"bgd",1946,,1072,37.6,344.753499032
"bgr",1946,,1956,25.1,213.923191906
"bhr",1946,,10487,35.5,305.987623858
"bhs",1946,,8932,,132.77736677
"bih",1946,,1144,44.9,204.983120753
"blr",1946,,1905,32.3,106.25
"blz",1946,,1760,,165.425418574
"bmu",1946,,9997,,
"bol",1946,,2843,35.8,317.153310448
"bra",1946,,2662,38.6,256.213978746
"brb",1946,,2821,,261.66023389
"brn",1946,,29461,,169.211472701
"btn",1946,,838,47.1,408.548755657
"bwa",1946,,809,42.3,314.043864905
"caf",1946,,1143,45.5,418.638742528
"can",1946,,11437,37.4,60.5195846161
"che",1946,,18416,40.4,49.49
"chl",1946,,5254,54.5,260.482111523
"chn",1946,,570,53.9,323.159743384
"civ",1946,,1962,38.6,382.323347789
"cmr",1946,,1382,40.4,405.192435197
"cod",1946,,1449,44.3,323.890587156
"cog",1946,,1680,37.8,353.319262453
"col",1946,,2960,52.8,242.858582884
"com",1946,,805,37.1,356.105846154
"cpv",1946,,785,47.6,252.878445807
"cri",1946,,2633,48.7,178.76979
"cub",1946,,7720,36.8,52.53
"cym",1946,,8417,,
"cyp",1946,,3593,40.2,132.39
"cze",1946,,7059,40.5,100.234364401
"deu",1946,,4084,46.5,70.5176100272
"dji",1946,,2806,41.1,375.688141285
"dma",1946,,2028,,
"dnk",1946,,10047,40,54.1930735294
"dom",1946,,1923,40.5,208.635201848
"dza",1946,,3789,40.2,337.038954272
"ecu",1946,,2783,40.8,276.443587625
"egy",1946,,1663,40.9,377.201550072
"eri",1946,,777,47.6,385.657788766
"esp",1946,,3914,35.5,122.370740676
"est",1946,,3313,35.9,109.47
"eth",1946,,575,44.2,394.434819577
"fin",1946,,6228,36.5,75.67
"fji",1946,,2468,41.6,189.080952649
"fra",1946,,5909,58.6,85.5669732041
"fsm",1946,,1076,,171.761265642
"gab",1946,,625,43.1,378.938247588
"gbr",1946,,10644,34,53.3698006924
"geo",1946,,1579,41.4,141.887190774
"gha",1946,,1435,41.6,280.7
"gin",1946,,607,42.3,362
"gmb",1946,,978,46.3,409.851169231
"gnb",1946,,837,40.9,304.831816664
"gnq",1946,,481,50.6,391.738051048
"grc",1946,,2776,35.6,75.025026064
"grd",1946,,1650,,162.011159077
"grl",1946,,2954,,
"gtm",1946,,3014,45.2,315.310450105
"guy",1946,,4020,42,172.016882813
"hkg",1946,,3202,,
"hnd",1946,,2361,42,291.825485397
"hrv",1946,,4168,,143.014858894
"hti",1946,,2261,41.8,358.7925548
"hun",1946,,3994,27.2,178.952622951
"idn",1946,,972,53.2,344.146326111
"ind",1946,,937,34.6,249.393157726
"irl",1946,,5476,46,88.6448926678
"irn",1946,,3577,45.6,338.303720295
"irq",1946,,2822,58.9,459.8
"isl",1946,,8702,,39.1849117647
"isr",1946,,3304,44.9,40.1012989691
"ita",1946,,4940,42.5,138.1
"jam",1946,,3321,41.9,141.78244462
"jor",1946,,2876,41.1,338.9
"jpn",1946,,1930,38.9,142.831420023
"kaz",1946,,4018,39.2,194.546401066
"ken",1946,,1730,67.7,375.607397557
"kgz",1946,,2126,38.3,201.576279822
"khm",1946,,1097,45.7,330.744089806
"kir",1946,,1573,,265.241265423
"kna",1946,,3234,,
"kor",1946,,616,30.7,342.780978057
"kwt",1946,,1625,39.6,272.233997745
"lao",1946,,1130,39,319.573895893
"lbn",1946,,6915,52.7,219.363095914
"lbr",1946,,1181,45.2,353.163036735
"lby",1946,,4954,38.9,366.34106808
"lca",1946,,1382,,185.931232034
"lka",1946,,1498,47.6,174.195832168
"lso",1946,,424,51.4,292.647234915
"ltu",1946,,4553,35.9,114.06
"lux",1946,,16045,35,113.187133106
"lva",1946,,2639,35.9,128.92
"mac",1946,,3360,,
"mar",1946,,1897,38.4,300.959961533
"mco",1946,,10370,,
"mda",1946,,1834,25.1,150.624093744
"mdg",1946,,1763,39,354.994374714
"mdv",1946,,877,,363.997152214
"mex",1946,,3892,52.7,240.325112069
"mhl",1946,,1244,,
"mkd",1946,,2170,41.1,193.429442875
"mli",1946,,646,42.9,456.22624633
"mlt",1946,,2489,,63.6332071767
"mmr",1946,,804,33.6,413.676257804
"mne",1946,,3454,39.9,152.528451493
"mng",1946,,837,47.1,354.124543307
"moz",1946,,441,40.7,396.254426581
"mrt",1946,,1137,49.2,332.6
"mus",1946,,2329,41.9,233.190856089
"mwi",1946,,355,38.5,383.913512478
"mys",1946,,2179,41,208.365657216
"nam",1946,,3609,42.1,315.147728953
"ner",1946,,932,39.4,381.057966549
"nga",1946,,2532,48.2,399.174747331
"nic",1946,,3278,55.8,301.784167492
"nld",1946,,7142,38.8,62.0936209047
"nor",1946,,9069,38.5,47.5998272727
"npl",1946,,819,45.2,352.351600554
"nru",1946,,3712,,
"nzl",1946,,12166,35.5,37.5300300308
"omn",1946,,2806,41.1,399.563437537
"pak",1946,,1226,38.1,405.552155464
"pan",1946,,3564,40.8,168.681465453
"per",1946,,3951,56.4,313.855302935
"phl",1946,,1120,49.2,202.606661499
"plw",1946,,7270,,
"png",1946,,935,47,363.143474337
"pol",1946,,3203,23.9,179.231016451
"pri",1946,,4700,,
"prk",1946,,662,47.1,320.631798411
"prt",1946,,3567,41.3,178.55
"pry",1946,,3465,41,140.362096367
"pse",1946,,2008,44.9,259.364369976
"qat",1946,,1084,43.6,248.439278571
"rou",1946,,2678,25.1,266.621267275
"rus",1946,,5047,32.3,103.0251788
"rwa",1946,,522,44.9,311.244395384
"sau",1946,,1184,42.7,352.907178019
"sdn",1946,,1650,42.2,294.304381978
"sen",1946,,1603,39.1,369.8
"sgp",1946,,5134,41,131.19
"slb",1946,,880,46.8,375.367816955
"sle",1946,,1079,45.8,451.574321446
"slv",1946,,2532,40.6,283.781823399
"smr",1946,,6681,,
"som",1946,,969,44.2,396.183258014
"srb",1946,,3895,37.1,101.422728189
"ssd",1946,,1727,42.19,390.515042053
"stp",1946,,1181,,238.769778619
"sur",1946,,5190,34,185.134161217
"svk",1946,,5203,38.7,150.284137482
"svn",1946,,4398,35.9,116.467123148
"swe",1946,,9985,40.7,33.968459268
"swz",1946,,1292,44.7,286.115791779
"syc",1946,,4174,,121.1
"syr",1946,,1702,43.5,321.624629371
"tca",1946,,1778,,
"tcd",1946,,1145,40.9,370.786266315
"tgo",1946,,1040,38.4,346.6
"tha",1946,,1183,40.3,242.385227713
"tjk",1946,,1673,43.5,227.111997698
"tkm",1946,,3365,40.2,212.285270722
"tls",1946,,684,48.3,417.443001301
"ton",1946,,1323,,141.956703516
"tto",1946,,4455,44.5,112.5261959
"tun",1946,,1670,38.4,332.048675556
"tur",1946,,2722,53.3,336.800233933
"tuv",1946,,1364,,
"twn",1946,,890,,
"tza",1946,,913,41.5,315.064650616
"uga",1946,,812,43.8,376.017871065
"ukr",1946,,2673,40.1,157.086069364
"ury",1946,,7404,47.9,84.125582343
"usa",1946,,14777,42.3,44.5507953566
"uzb",1946,,1170,40.2,223.491989181
"vct",1946,,2089,,201.055125289
"ven",1946,,8688,43.5,153.7267983
"vnm",1946,,979,41.4,216.882785171
