"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1811,,834,,
"afg",1811,,604,30.5,469.98
"ago",1811,,648,48.9,485.68
"alb",1811,,668,41.2,375.2
"and",1811,,1221,,
"are",1811,,1039,44.8,434.46
"arg",1811,,1510,47.1,402.19
"arm",1811,,515,29.1,365.897614246
"atg",1811,,758,,433.136562588
"aus",1811,,835,41.3,390.99
"aut",1811,,1932,53.4,307.34
"aze",1811,,777,33.4,375.450299462
"bdi",1811,,422,43.7,423.95
"bel",1811,,2416,62.4,321.31
"ben",1811,,598,48,430.46
"bfa",1811,,480,37.5,454.69
"bgd",1811,,875,41.8,507.88
"bgr",1811,,1091,47.8,364.49
"bhr",1811,,1295,44.6,439.79
"bhs",1811,,1447,,428.178074264
"bih",1811,,670,28.6,378.8
"blr",1811,,611,57.9,365.67
"blz",1811,,580,,431.848024092
"bmu",1811,,1229,,
"bol",1811,,855,36.9,404.69
"bra",1811,,1111,40.1,417.44
"brb",1811,,915,,488.295957808
"brn",1811,,1514,,454.69
"btn",1811,,630,47,459.13163155
"bwa",1811,,398,35.6,397.2
"caf",1811,,425,45.2,443.79
"can",1811,,1409,45.1,333.47
"che",1811,,2706,41.7,344.77
"chl",1811,,1028,47.1,417.44
"chn",1811,,985,44.2,417.44
"civ",1811,,849,38.1,427.86
"cmr",1811,,627,56.2,460.21
"cod",1811,,507,42.1,422.65
"cog",1811,,593,51.1,408.51
"col",1811,,964,58.9,417.44
"com",1811,,704,36.3,416.16
"cpv",1811,,530,50.2,394.71
"cri",1811,,776,49.2,441.12
"cub",1811,,982,37.1,394.71
"cym",1811,,1041,,
"cyp",1811,,855,30.7,339.12
"cze",1811,,1919,34.9,379.99
"deu",1811,,1771,53,340.25
"dji",1811,,779,42,445.15
"dma",1811,,664,,
"dnk",1811,,2054,61,366.84
"dom",1811,,668,40.9,445.15
"dza",1811,,726,57.7,460.21
"ecu",1811,,530,39.1,405.96
"egy",1811,,792,57.7,404.69
"eri",1811,,533,45.5,441.12
"esp",1811,,1520,38,450.6
"est",1811,,950,48.9,362.15
"eth",1811,,523,47.5,447.88
"fin",1811,,1269,50.6,389.77
"fji",1811,,786,47.4,498.88
"fra",1811,,1842,59,322.20656092
"fsm",1811,,521,,418.990602954
"gab",1811,,391,45.9,435.79
"gbr",1811,,3492,59.3,311.52
"geo",1811,,544,29.7,387.7681648
"gha",1811,,702,58.4,471.38
"gin",1811,,451,32.7,449.24
"gmb",1811,,818,45.2,460.21
"gnb",1811,,778,49.8,417.44
