"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1911,,1541,,
"afg",1911,,823,42.2,474.58
"ago",1911,,1006,41.5,475.98
"alb",1911,,1342,27.6,367.71
"and",1911,,3639,,
"are",1911,,2346,44,425.78
"arg",1911,,8253,46.1,238.82
"arm",1911,,902,37,285.54155198
"atg",1911,,1401,,192.316760809
"aus",1911,,8509,41.3,93.7024817518
"aut",1911,,6805,37.1,336.63
"aze",1911,,1573,43.7,281.064594669
"bdi",1911,,463,43.9,415.48
"bel",1911,,7736,50.3,218.25
"ben",1911,,928,41.6,422.01988863
"bfa",1911,,533,37.7,445.661694896
"bgd",1911,,1148,38.7,545.564830945
"bgr",1911,,2480,31.2,277.5
"bhr",1911,,2718,39.5,431.01
"bhs",1911,,2675,,179.869481012
"bih",1911,,1205,45.6,371.23
"blr",1911,,1274,48.7,289.7
"blz",1911,,1071,,211.191933045
"bmu",1911,,2272,,
"bol",1911,,2026,36.9,396.61
"bra",1911,,1533,27.1,409.1
"brb",1911,,1691,,427.11
"brn",1911,,2064,,445.61
"btn",1911,,755,47.7,422.41890042
"bwa",1911,,618,35.8,389.27
"caf",1911,,660,47.8,434.93
"can",1911,,7037,40.7,300.606103521
"che",1911,,10999,37.6,154.08
"chl",1911,,4333,74.1,540.79
"chn",1911,,983,39.2,409.1
"civ",1911,,1266,42.8,419.31
"cmr",1911,,974,42.5,451.01
"cod",1911,,766,42.2,414.2
"cog",1911,,787,39.5,400.35
"col",1911,,1440,57.8,409.1
"com",1911,,779,43.7,407.85
"cpv",1911,,782,47.9,386.82
"cri",1911,,2149,45.4,371.23
"cub",1911,,3182,39.9,367.71
"cym",1911,,1923,,
"cyp",1911,,2509,41.8,250.05
"cze",1911,,4645,38.6,265.56
"deu",1911,,5277,43.8,312.26
"dji",1911,,1068,44.2,436.26
"dma",1911,,1227,,
"dnk",1911,,7210,46.6,129.619530147
"dom",1911,,1096,44.1,435.190859339
"dza",1911,,1998,36.7,451.01
"ecu",1911,,973,44.8,397.86
"egy",1911,,1393,41.9,396.61
"eri",1911,,673,48.3,432.31
"esp",1911,,3096,35.1,321.763952732
"est",1911,,2112,37.2,241.51
"eth",1911,,541,47.7,438.93
"fin",1911,,3247,38.7,182.86
"fji",1911,,1072,44.5,490.519175833
"fra",1911,,5004,55.2,202.976277366
"fsm",1911,,555,,216.471685154
"gab",1911,,414,46.1,427.09
"gbr",1911,,8491,41.9,189.207966423
"geo",1911,,1029,36.6,288.793775999
"gha",1911,,1138,40.6,450.333256719
"gin",1911,,544,41.5,412.158423899
"gmb",1911,,881,46.7,451.01
"gnb",1911,,839,50.1,409.1
"gnq",1911,,422,51.3,437.6
"grc",1911,,3470,38.3,291.75
"grd",1911,,1414,,208.861085348
"grl",1911,,1040,,
"gtm",1911,,1802,38.6,493.31
"guy",1911,,2247,42.4,379.541103463
"hkg",1911,,2063,,
"hnd",1911,,2161,43,385.6
"hrv",1911,,3311,,359.51
"hti",1911,,1603,43.7,473.991113564
"hun",1911,,3488,34.6,338.26
"idn",1911,,1359,42.6,434.93
"ind",1911,,1371,31.1,333.4
"irl",1911,,4499,38.4,138.347777385
"irn",1911,,1431,37.7,496.26
"irq",1911,,1647,44.5,419.301374589
"isl",1911,,3140,,117.71961683
"isr",1911,,1117,44.9,321.673800767
"ita",1911,,4421,49.3,260.11
"jam",1911,,1032,38.6,305.71
"jor",1911,,1660,43.1,412.874017082
"jpn",1911,,2069,52.3,311.800949792
"kaz",1911,,2568,33.3,421.86
"ken",1911,,1281,50.4,497.74
"kgz",1911,,1132,42.3,341.194691551
"khm",1911,,1037,45.9,372.4
"kir",1911,,608,,301.866385658
"kna",1911,,2156,,
"kor",1911,,544,32.1,515.772543173
"kwt",1911,,2581,41.7,490.35
"lao",1911,,1077,38.6,410.37
"lbn",1911,,2342,43.7,438.93
"lbr",1911,,1020,45.9,420.59
"lby",1911,,3211,40.7,396.61
"lca",1911,,1182,,230.875617069
"lka",1911,,1920,45,436.26
