"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abkh",1981,,,40,
"abw",1981,60567,15377,40,25.398
"afg",1981,12996923,1284,32.0268798662,242.7
"ago",1981,8497950,4110,45.994035,232.8
"aia",1981,6652,,40,
"akr_a_dhe",1981,13260,,40,
"alb",1981,2735329,4227,27.3477486842,73
"and",1981,37502,30795,40,
"ant",1981,174850,,40,
"arg",1981,28543366,10221,41.3940896839,40
"arm",1981,3145885,3783,38.2687840146,71.8
"asm",1981,33488,,40,
"atg",1981,69750,8689,40,36.0078191715
"aus",1981,14898019,24308,38.9917302437,12.5
"aut",1981,7591618,25187,37.5949146667,15.5
"aze",1981,6261942,8205,40,120.537747207
"bdi",1981,4239673,945,42.1730772131,212.3
"bel",1981,9865512,25517,30.2426290327,13.9
"ben",1981,3822206,1377,50.186099375,213.7
"bfa",1981,6985158,771,47.788828,236.1
"bgd",1981,83599582,1085,38.2488135811,194.2
"bgr",1981,8891245,10325,24.1467528033,27.6
"bhr",1981,374125,42034,40,30.3
"bhs",1981,215404,21634,42.9596652688,29.4
"bih",1981,4185074,3579,40,32.4197018105
"blr",1981,9719634,6855,23.88,22.2
"blz",1981,147566,4091,40,63.9
"bmu",1981,57370,38250,40,
"bol",1981,5711598,4322,43.103317,166.8
"bra",1981,125107382,10224,57.472656017,91.1
"brb",1981,253080,12557,48.0032930367,25.8
"brn",1981,199136,94314,40,17.5
"btn",1981,423887,1228,40,193
"bwa",1981,1033073,4520,55.0161444444,70.8
"caf",1981,2340259,1088,57.6970443478,181.1
"can",1981,24768525,27171,33.7734698474,11.8
"cck",1981,492,,40,
"chanisl",1981,128988,,40,22.386
"cheslo",1981,15306009,,40,
"chl",1981,11400489,8454,55.05,30.1
"chn",1981,991553829,1099,29.5816946239,59.6
"civ",1981,8629121,4030,44.0731926619,162.2
"cmr",1981,9201146,3034,39.6881375,176.5
"cod",1981,27049145,1567,44.1000978873,208.8
"cog",1981,1855391,4993,40.48689,109.1
"cok",1981,17437,,40,31.1
"col",1981,28375995,6441,53.8515317532,53.7
"com",1981,318659,1640,50.6303878125,169.4
"cpv",1981,290428,1269,40,83.7
"cri",1981,2454127,7190,44.779400421,23.1
"cub",1981,9884219,13224,39.97711,19.9
"cxr",1981,1462,,40,
