"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1826,,870,,
"afg",1826,,617,30.5,472.81
"ago",1826,,692,47.2,485.68
"alb",1826,,679,41.2,375.2
"and",1826,,1333,,
"are",1826,,1099,44.5,434.46
"arg",1826,,1646,44.4,402.19
"arm",1826,,527,29.1,358.788939355
"atg",1826,,790,,383.472026991
"aus",1826,,1034,42.4,390.99
"aut",1826,,2206,49.9,317.13
"aze",1826,,805,35.7,364.097560941
"bdi",1826,,428,43.7,423.95
"bel",1826,,2460,60.5,318.611930202
"ben",1826,,616,47.5,430.46
"bfa",1826,,484,37.5,454.69
"bgd",1826,,875,41.8,507.88
"bgr",1826,,1125,47.8,357.45
"bhr",1826,,1381,44.1,439.79
"bhs",1826,,1509,,375.945060571
"bih",1826,,691,31.9,378.8
"blr",1826,,636,57.1,365.67
"blz",1826,,604,,387.911714592
"bmu",1826,,1282,,
"bol",1826,,906,36.9,404.69
"bra",1826,,1126,39.8,417.44
"brb",1826,,954,,514.75656646
"brn",1826,,1548,,454.69
"btn",1826,,639,47.2,453.42778936
"bwa",1826,,410,35.6,397.2
"caf",1826,,438,45.6,443.79
"can",1826,,1585,41.5,333.47
"che",1826,,2886,43.3,344.77
"chl",1826,,998,50.4,417.44
"chn",1826,,985,42.8,417.44
"civ",1826,,901,38.7,427.86
"cmr",1826,,646,54.2,460.21
"cod",1826,,539,42.1,422.65
"cog",1826,,619,50.3,408.51
"col",1826,,981,58.9,417.44
"com",1826,,715,37.3,416.16
"cpv",1826,,545,49.8,394.71
"cri",1826,,831,48.1,441.12
"cub",1826,,1168,38,366.84
"cym",1826,,1085,,
"cyp",1826,,919,33,339.12
"cze",1826,,2017,37.6,379.99
"deu",1826,,1968,51.1,340.25
"dji",1826,,816,42.8,445.15
"dma",1826,,692,,
"dnk",1826,,2191,59.1,346.042593917
"dom",1826,,691,41.9,445.15
"dza",1826,,784,58.8,460.21
"ecu",1826,,552,40.7,405.96
"egy",1826,,815,58.8,404.69
"eri",1826,,542,46.1,441.12
"esp",1826,,1545,36.8,450.6
"est",1826,,998,48.9,362.15
"eth",1826,,525,47.5,447.88
"fin",1826,,1332,50.6,344.77
"fji",1826,,803,47.2,498.88
"fra",1826,,1851,58.1,303.66
"fsm",1826,,526,,379.475555227
"gab",1826,,392,45.9,435.79
"gbr",1826,,3390,56.1,311.52
"geo",1826,,560,29.7,375.782414702
"gha",1826,,710,55.3,471.38
"gin",1826,,457,32.7,446.51
"gmb",1826,,826,45.6,460.21
"gnb",1826,,783,49.8,417.44
"gnq",1826,,368,47,446.51
"grc",1826,,1491,49.9,360.97
"grd",1826,,986,,390.147373639
"grl",1826,,421,,
"gtm",1826,,903,35.3,503.36
"guy",1826,,1268,38.2,429.16
"hkg",1826,,1023,,
"hnd",1826,,730,56.6,393.46
"hrv",1826,,1418,,366.84
"hti",1826,,675,42.5,486.124177494
"hun",1826,,1313,44.6,368.01
"idn",1826,,1006,49.7,443.79
"ind",1826,,1051,34,509.39
"irl",1826,,1581,41.6,348.22
"irn",1826,,991,58.8,506.38
"irq",1826,,997,58.8,427.86
"isl",1826,,992,,412.34
"isr",1826,,883,44.9,447.747597704
"ita",1826,,2583,58.5,453.33
"jam",1826,,1117,39.1,389.77
"jor",1826,,1003,40.4,421.34
"jpn",1826,,1088,51.7,363.32
"kaz",1826,,1213,43.3,497.41
"ken",1826,,926,46.3,507.88
"kgz",1826,,537,46,380.829551826
"khm",1826,,914,40.7,379.99
"kir",1826,,564,,411.997584231
"kna",1826,,1216,,
"kor",1826,,561,32.1,503.36
"kwt",1826,,1209,44.4,500.35
"lao",1826,,880,38.4,418.74
"lbn",1826,,1145,58.8,447.88
"lbr",1826,,812,40.5,429.16
"lby",1826,,1133,44.1,404.69
"lca",1826,,894,,391.098034861
"lka",1826,,906,47.6,409.79
"lso",1826,,399,54.7,407.24
"ltu",1826,,1352,48.9,458.81
"lux",1826,,1564,30,357.45
"lva",1826,,799,48.9,404.69
"mac",1826,,1016,,
"mar",1826,,724,58.8,403.44
"mco",1826,,2145,,
"mda",1826,,643,47.8,378.087477513
"mdg",1826,,591,41,437.13
"mdv",1826,,845,,440.335664504
