"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abkh",1900,,,40,
"abw",1900,29311,1431,40,
"afg",1900,5021241,793,39.50333,481.77
"ago",1900,2898155,958,34.922785,484.63
"aia",1900,3561,,40,
"akr_a_dhe",1900,,,40,
"alb",1900,819950,1157,28.033895,374.39
"and",1900,4393,3195,40,
"ant",1900,,,40,
"arg",1900,4756635,6002,47.6084987555,357.85
"arm",1900,855313,886,34.80313,325.69
"asm",1900,5949,,40,
"atg",1900,34925,1301,40,210.282912565
"aus",1900,3743708,6688,40.040755,149.27
"aut",1900,5979725,5704,36.88599,375.39
"aze",1900,1825639,1522,40,312.92
"bdi",1900,1589452,459,43.69366,423.03
"bel",1900,6761724,6967,49.581685,234.54
"ben",1900,1390018,880,42.0984833333,429.53
"bfa",1900,2977810,526,37.4998,453.71
"bgd",1900,29230699,995,39.0557466667,565.35
"bgr",1900,3992259,2044,33.0508081997,319.53
"bhr",1900,76158,2700,40,438.84
"bhs",1900,53102,2484,40,197.874962377
"bih",1900,1712007,1072,40,377.98
"blr",1900,4917314,1229,50,364.88
"blz",1900,36114,995,40,228.480543187
"bmu",1900,17497,2110,40,
"bol",1900,1826432,1826,40,403.81
"bra",1900,18103489,1201,36.8728686895,416.53
"brb",1900,191121,1570,40,667.832897782
"brn",1900,15507,1989,40,453.71
"btn",1900,136235,739,40,426.309163318
"bwa",1900,122551,586,35.60809,396.34
"caf",1900,706436,626,45.24579,442.83
"can",1900,5530806,4858,40.9495157195,304.08
"cck",1900,,,40,
"chanisl",1900,73870,,40,
"cheslo",1900,,,40,
"chl",1900,2981489,3295,55.1818036066,536.930227314
"chn",1900,395184556,894,34.709795,416.53
"civ",1900,1863006,1212,38.09856,426.93
"cmr",1900,2360984,924,37.738755,459.21
"cod",1900,8727834,732,42.12181,421.73
"cog",1900,560251,763,40.7929255556,407.63
"cok",1900,8841,,40,
"col",1900,4109030,1187,47.688075,416.53
"com",1900,105128,770,36.30614,415.26
"cpv",1900,113570,746,40,393.85
"cri",1900,297910,1900,40,382.83
"cub",1900,1762227,2756,40,402.57
"cxr",1900,,,40,
"cym",1900,4867,1786,40,
"cyp",1900,235257,2203,40,302.32
"cyp_nor",1900,,,40,
"cze",1900,7399101,3959,40.324805,318.44
"deu",1900,55293434,4596,41.2003825,372.17
"deu_east",1900,,,40,
"dji",1900,42078,1032,40,444.19
"dma",1900,29067,1140,40,
"dnk",1900,2557581,5566,40.4813675,163.4
"dom",1900,529755,1032,40,444.19
"dza",1900,4946166,1750,34.82912,459.21
"ecu",1900,1455093,885,40,405.09
"egy",1900,10065298,1295,37.44392,403.81
"eri",1900,589732,654,40,440.17
"eri_a_eth",1900,,,40,
"est",1900,695838,2024,34.58637,288.71
"eth",1900,8993179,539,47.51967,446.91
"fin",1900,2633389,2789,37.13627,269.6
"fji",1900,121907,1033,40,497.8
"flk",1900,482,,40,
"fra",1900,40628638,4314,51.395645,223.98
"fro",1900,22843,,40,
"fsm",1900,24523,551,40,232.782028464
"gab",1900,311589,396,45.85316,434.85
"gbg",1900,,,40,
"gbm",1900,39863,,40,
"geo",1900,2227930,1003,33.097,321.86
"gha",1900,1891249,725,39.24345,465.375512877
"gib",1900,15474,,40,
"gin",1900,1988972,532,37.02082,432.912277139
"glp",1900,145156,,40,
"gmb",1900,187273,864,40,459.21
"gnb",1900,379807,832,49.84899,416.53
"gnq",1900,105183,406,40,445.55
"grc",1900,4882706,3028,35.8917110256,321.7
"grd",1900,61605,1350,40,226.451994867
"grl",1900,16375,925,40,
"gtm",1900,1401387,1648,36.82273,502.27
"guf",1900,17620,,40,
"gum",1900,10583,,40,
"guy",1900,285691,2087,40.330835,359.634782034
"hkg",1900,310113,1758,48.7,
"hnd",1900,515578,1878,40,392.61
"hos",1900,910,,40,
"hrv",1900,2483124,2821,39.69846,366.05
"hti",1900,1584083,1434,40,485.34
"hun",1900,7115393,2863,37.4263445763,362.47
"idn",1900,38159334,1198,40.6,442.83
"ind",1900,243073946,1194,31.5440962614,536.09
"irl",1900,3163836,4018,35.131105,165.95
"irn",1900,9993084,1322,37.94874,505.28
"irq",1900,2238359,1510,40.88825,426.93
"isl",1900,102913,2352,40,168.2
"isr",1900,359084,1051,44.86531,447.03
"ita",1900,33736335,3528,47.583415,296.64
"jam",1900,719180,992,38.75697,282.71
"jey",1900,,,40,
"jor",1900,311990,1520,40,420.43
"jpn",1900,44040263,1840,49.8295992725,337.26
"kaz",1900,4234119,2461,38.11628,468.96
"ken",1900,2629262,1167,41.0977575,506.78
"kgz",1900,1101060,1028,40.019165,375.5
"khm",1900,2859326,1020,40,379.17
"kir",1900,26948,602,40,314.264760528
"kna",1900,,2002,40,
"kor",1900,9926633,520,32.12819,502.27
"kos",1900,,,40,
"kwt",1900,94474,2201,40,499.26
"lao",1900,1149619,1049,38.40764,417.83
"lbn",1900,558481,2088,40.366385,446.91
"lbr",1900,612987,991,40,428.23
"lby",1900,851032,2806,40,403.81
"lca",1900,,1141,40,247.173211912
"lie",1900,9855,,40,
"lso",1900,503398,416,40,406.36
"ltu",1900,1626629,2741,37.804385,303.39
