"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1903,,1461,,
"afg",1903,,801,40.4,480.3
"ago",1903,,971,36.7,483.15
"alb",1903,,1203,27.9,373.24
"and",1903,,3310,,
"are",1903,,2090,43.7,432.19
"arg",1903,,6727,44.5,324.693487428
"arm",1903,,913,35.4,314.211533192
"atg",1903,,1327,,205.222867888
"aus",1903,,6796,39.7,169.68
"aut",1903,,5861,36.9,349.57
"aze",1903,,1575,44.4,303.890286045
"bdi",1903,,460,43.7,421.74
"bel",1903,,7049,49.8,212.8
"ben",1903,,893,41.9,428.22
"bfa",1903,,528,37.5,452.32
"bgd",1903,,1096,39,565.31
"bgr",1903,,2155,32.5,290.93
"bhr",1903,,2705,40.4,437.5
"bhs",1903,,2535,,192.792811634
"bih",1903,,1111,45.7,376.82
"blr",1903,,1273,50,344.11
"blz",1903,,1015,,223.62976851
"bmu",1903,,2153,,
"bol",1903,,1878,36.9,402.58
"bra",1903,,1318,25.7,415.26
"brb",1903,,1602,,674.918856545
"brn",1903,,2009,,452.32
"btn",1903,,743,47.8,425.244643213
"bwa",1903,,595,35.6,395.13
"caf",1903,,635,48.3,441.48
"can",1903,,5565,40.9,212.85
"che",1903,,9214,36.6,169.02
"chl",1903,,3213,72.1,428.73
"chn",1903,,916,33.8,415.26
"civ",1903,,1227,43.8,425.62
"cmr",1903,,937,39.1,457.81
"cod",1903,,742,42.1,420.44
"cog",1903,,769,40.4,406.38
"col",1903,,1196,52.4,415.26
"com",1903,,773,45.2,413.99
"cpv",1903,,756,48,392.65
"cri",1903,,1965,44.7,380.44
"cub",1903,,2854,40.6,393.89
"cym",1903,,1822,,
"cyp",1903,,2283,42.2,281.68
"cze",1903,,4132,39.8,304.58
"deu",1903,,4634,42.5,331.76
"dji",1903,,1042,45,442.83
"dma",1903,,1163,,
"dnk",1903,,6098,46,146.67
"dom",1903,,1049,44.9,442.83
"dza",1903,,1808,35.3,457.81
"ecu",1903,,902,45.7,403.85
"egy",1903,,1336,38.7,402.58
"eri",1903,,659,48.5,438.82
"esp",1903,,2797,33.8,263.54
"est",1903,,2100,35.3,275.59
"eth",1903,,539,47.5,445.54
"fin",1903,,2820,37.5,212.26
"fji",1903,,1043,45.1,496.28
"fra",1903,,4181,52.4,194.43
"fsm",1903,,552,,228.215613063
"gab",1903,,401,45.9,433.52
"gbr",1903,,8018,40.3,191.24
"geo",1903,,1036,34.1,312.483601362
"gha",1903,,756,39.6,462.087312612
"gin",1903,,535,38.3,427.024410039
"gmb",1903,,869,46.8,457.81
"gnb",1903,,834,49.8,415.26
"gnq",1903,,410,51.5,444.19
"grc",1903,,3146,36.5,314.22
"grd",1903,,1367,,221.512554422
"grl",1903,,955,,
"gtm",1903,,1688,37.3,500.74
"guy",1903,,2129,41,333.4
"hkg",1903,,1838,,
"hnd",1903,,1952,43.2,391.41
"hrv",1903,,2960,,364.93
"hti",1903,,1478,44.1,482.218170872
"hun",1903,,3017,36.7,331.76
"idn",1903,,1184,41.1,441.48
"ind",1903,,1316,30.2,488.331632232
"irl",1903,,4143,35.8,141.98
"irn",1903,,1350,37.8,503.74
"irq",1903,,1546,41.9,425.62
"isl",1903,,2522,,207.99
"isr",1903,,1069,44.9,408.656320787
"ita",1903,,3768,48.1,280.02
"jam",1903,,1001,38.7,304.08
"jor",1903,,1556,43.6,419.15
"jpn",1903,,1850,50.6,331.73
"kaz",1903,,2553,36.6,456.42
"ken",1903,,1197,44.1,505.23
"kgz",1903,,1055,40.7,365.815744573
