"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1956,45933,4519,,
"afg",1956,8398309,1155,34.3,389.132537769
"ago",1956,4900594,3326,49.7,368.298684483
"aia",1956,5743,,,
"akr_a_dhe",1956,11121,,,
"ala",1956,21262,,,
"alb",1956,1459089,2244,24.1,145.40016416
"and",1956,9987,11152,,
"ant",1956,125123,,,
"are",1956,81515,1270,45.1,229.754210329
"arg",1956,19274526,7652,45.4,76.4994887449
"arm",1956,1619242,2299,44.8,92.43
"asm",1956,19647,,,
"atg",1956,53062,4110,,104.966464198
"aus",1956,9420602,13217,30.8,27.3
"aut",1956,6963298,9998,43.7,51.7
"aze",1956,3431597,4583,38.7,123.480524164
"bdi",1956,2578393,588,40.9,264.25420899
"bel",1956,8922069,12053,48.3,42.8
"ben",1956,2323131,1114,41.4,329.5
"bfa",1956,4574942,605,41.3,367.5
"bgd",1956,43170261,1056,37.2,295.4
"bgr",1956,7604251,3557,23.4,109.17
"bhr",1956,139332,20266,35,281.4
"bhs",1956,91893,12829,,110.25
"bih",1956,2987354,1354,42.3,165.4129229
"blr",1956,7865540,3518,30.4,71.4718260787
"blz",1956,82140,1949,,135.273735484
"bmu",1956,41569,16693,,
"bol",1956,3426999,2866,42.3,295.389135253
"bra",1956,64506874,3521,41.8,192.5
"brb",1956,228349,4038,,126.4
"brn",1956,66859,59604,,119.527047414
"btn",1956,204748,910,47,371.313147212
"bwa",1956,480016,920,43.6,190.9
"caf",1956,1417218,1377,50.2,318.638481834
"can",1956,16177451,14253,35.1,37
"cck",1956,351,,,
"chanisl",1956,106271,,,
"che",1956,5026664,25197,37.8,30.3
"cheslo",1956,13226585,,,
"chl",1956,7020125,5584,53.2,189.651553612
"chn",1956,607167524,736,40.6,270.316681935
"civ",1956,3063218,2281,42.3,342.4
"cmr",1956,4962726,1671,42.9,322.8
"cod",1956,13830444,2202,44.2,275.802171851
"cog",1956,919735,2063,38.5,211.570680924
"cok",1956,16739,,,145.8
"col",1956,14641718,3459,55.6,155.890301563
"com",1956,176265,915,43.7,309.525533156
"cpv",1956,197702,782,47.9,206.609526241
