"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1943,,3277,,
"afg",1943,,991,34.9,446.795885403
"ago",1943,,2523,50,432.053112931
"alb",1943,,1825,24.3,219.158648045
"and",1943,,6200,,
"are",1943,,1191,44.9,393.612845739
"arg",1943,,6724,41,113.655704638
"arm",1943,,1353,41.9,141.520824642
"atg",1943,,2980,,145.248871854
"aus",1943,,12555,39.1,51.2056824818
"aut",1943,,7675,37.6,112
"aze",1943,,2582,40.8,169.763331411
"bdi",1943,,496,44.4,379.820290924
"bel",1943,,4965,42.5,97.67
"ben",1943,,1182,42.2,381.712264101
"bfa",1943,,528,39.4,408.013501677
"bgd",1943,,1199,37.6,338.479560274
"bgr",1943,,2531,25.6,205.32084435
"bhr",1943,,7635,35.8,331.449438356
"bhs",1943,,8011,,136.277469225
"bih",1943,,1210,45,221.28
"blr",1943,,2022,31,118.28
"blz",1943,,1685,,168.851111879
"bmu",1943,,8742,,
"bol",1943,,2769,36,335.399289306
"bra",1943,,2337,39.4,287.32236642
"brb",1943,,2696,,268.215096062
"brn",1943,,18631,,187.10375
"btn",1943,,830,47.2,409.859976577
"bwa",1943,,790,41.9,351.925421078
"caf",1943,,1089,45.7,419.660220664
"can",1943,,11993,38.2,69.4010599384
"che",1943,,13618,40.2,51.28
"chl",1943,,4638,57.8,315.836433649
"chn",1943,,676,52.5,327.757169099
"civ",1943,,1886,38.9,385.499884921
"cmr",1943,,1339,41.1,418.804214642
"cod",1943,,1369,44.3,349.847078899
"cog",1943,,1568,38.1,376.001659748
"col",1943,,2643,53.7,255.343879722
"com",1943,,803,37.6,377.09699569
"cpv",1943,,789,47.6,281.126847119
"cri",1943,,2477,48.4,202.19948
"cub",1943,,5709,37.1,98.52
"cym",1943,,7368,,
"cyp",1943,,3483,40.3,172.76
"cze",1943,,6921,40.6,113.032427532
"deu",1943,,10722,46.3,78.4553202081
"dji",1943,,2572,41.3,403.503144181
"dma",1943,,1940,,
"dnk",1943,,8871,39.3,54.3515632353
"dom",1943,,1828,40.8,260.074322871
"dza",1943,,3640,40.3,362.807997589
"ecu",1943,,2557,41.2,312.988758621
"egy",1943,,1587,41.8,410.910329545
"eri",1943,,767,47.6,401.269783965
"esp",1943,,3881,35.6,155.802642671
"est",1943,,3503,36.8,121
"eth",1943,,572,45.5,405.953015657
"fin",1943,,6247,37.9,79.01
"fji",1943,,2289,41.9,242.470974617
"fra",1943,,4691,59.2,89.9248874002
"fsm",1943,,1013,,175.221010523
"gab",1943,,601,44.3,394.776282154
"gbr",1943,,12078,34,64.4058943036
"geo",1943,,1670,41,156.492072727
"gha",1943,,1733,42.1,298.6
"gin",1943,,601,42.9,360.6
"gmb",1943,,969,46.3,415.677105192
"gnb",1943,,838,43.2,322.969186834
"gnq",1943,,476,50.6,404.190505014
"grc",1943,,2673,36.8,104.461697164
"grd",1943,,1628,,165.079928194
"grl",1943,,2692,,
"gtm",1943,,2766,44.8,353.701149367
"guy",1943,,3812,42,301.98672973
"hkg",1943,,3077,,
"hnd",1943,,1863,42.1,305.430634204
"hrv",1943,,4280,,163.045080144
"hti",1943,,2222,41.9,374.182378263
"hun",1943,,5555,27.7,177.276622268
"idn",1943,,1336,52.7,383.279033806
"ind",1943,,1075,35.3,269.172935368
"irl",1943,,5444,48.4,118.721439929
"irn",1943,,3306,45,391.555658745
"irq",1943,,2694,57.7,545.3
"isl",1943,,7387,,42.9655269608
"isr",1943,,2873,44.9,56.9139716495
"ita",1943,,6014,42.2,157.2
"jam",1943,,2297,42,133.713199367
"jor",1943,,2745,41.2,314.586501539
"jpn",1943,,3792,41.2,126.688953459
"kaz",1943,,4245,39.3,217.887420616
"ken",1943,,1686,66,411.84355374
"kgz",1943,,2011,38.8,216.185709887
"khm",1943,,1091,45.7,344.102576052
"kir",1943,,1443,,268.213556923
"kna",1943,,3122,,
"kor",1943,,1349,30.9,310.71551015
"kwt",1943,,1581,39.7,345.144713918
"lao",1943,,1126,39.7,350.27984181
"lbn",1943,,6271,51.9,304.616431612
"lbr",1943,,1156,45.3,361.937062245
"lby",1943,,4773,39.1,366.95540546
"lca",1943,,1362,,189.403613035
"lka",1943,,1851,47.4,205.888087386
"lso",1943,,423,51.4,323.625959316
"ltu",1943,,4806,36.8,125.77
"lux",1943,,14250,35.3,166.289979522
"lva",1943,,2792,36.8,132.01
"mac",1943,,3094,,
"mar",1943,,1769,38.3,322.266211604
"mco",1943,,9849,,
