"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1837,,937,,
"afg",1837,,640,30.5,474.24
"ago",1837,,726,44.1,485.68
"alb",1837,,696,41.2,375.2
"and",1837,,1518,,
"are",1837,,1146,44.3,434.46
"arg",1837,,1924,39.5,402.19
"arm",1837,,550,29.1,353.663838707
"atg",1837,,851,,350.708943454
"aus",1837,,1948,44.3,390.99
"aut",1837,,2529,43.6,410.94
"aze",1837,,855,37.4,355.990985126
"bdi",1837,,433,43.7,423.95
"bel",1837,,2747,57,300.8
"ben",1837,,650,46.7,430.46
"bfa",1837,,490,37.5,454.69
"bgd",1837,,877,41.8,507.88
"bgr",1837,,1188,47.8,351.67
"bhr",1837,,1448,43.7,439.79
"bhs",1837,,1625,,341.73622636
"bih",1837,,731,34.3,378.8
"blr",1837,,678,55.7,365.67
"blz",1837,,651,,358.55930537
"bmu",1837,,1380,,
"bol",1837,,1006,36.9,404.69
"bra",1837,,1153,39.3,417.44
"brb",1837,,1027,,535.068014854
"brn",1837,,1606,,454.69
"btn",1837,,653,47.3,449.2900568
"bwa",1837,,432,35.6,397.2
"caf",1837,,462,46.2,443.79
"can",1837,,1836,34.7,324.61
"che",1837,,3240,46.2,344.77
"chl",1837,,1056,56.5,417.44
"chn",1837,,986,40.1,417.44
"civ",1837,,942,39.9,427.86
"cmr",1837,,682,50.5,460.21
"cod",1837,,565,42.1,422.65
"cog",1837,,638,48.9,408.51
"col",1837,,1009,58.9,417.44
"com",1837,,723,39.1,416.16
"cpv",1837,,571,49.5,394.71
"cri",1837,,940,47.3,441.12
"cub",1837,,1327,38.6,362.15
"cym",1837,,1169,,
"cyp",1837,,1046,34.7,339.12
"cze",1837,,2206,42.6,379.99
"deu",1837,,2078,47.7,490.44
"dji",1837,,845,43.4,445.15
"dma",1837,,746,,
"dnk",1837,,2340,55.6,252.09
"dom",1837,,734,42.6,445.15
"dza",1837,,884,60.8,460.21
"ecu",1837,,592,41.8,405.96
"egy",1837,,858,60.8,404.69
"eri",1837,,557,46.5,441.12
"esp",1837,,1586,34.4,450.6
"est",1837,,1072,48.9,362.15
"eth",1837,,527,47.5,447.88
"fin",1837,,1411,50.6,370.41
"fji",1837,,834,47,498.88
"fra",1837,,2029,56.4,274.1
"fsm",1837,,530,,352.886833476
"gab",1837,,392,45.9,435.79
"gbr",1837,,3981,50.3,273.34094611
"geo",1837,,590,29.7,367.228975084
"gha",1837,,717,49.6,471.38
"gin",1837,,467,32.7,445.15
"gmb",1837,,831,45.8,460.21
"gnb",1837,,790,49.8,417.44
"gnq",1837,,373,47.8,446.51
"grc",1837,,1632,49.9,360.97
"grd",1837,,1033,,359.840521394
"grl",1837,,473,,
"gtm",1837,,987,35.3,503.36
"guy",1837,,1365,38.2,429.16
"hkg",1837,,1049,,
"hnd",1837,,841,54.4,393.46
"hrv",1837,,1551,,366.84
"hti",1837,,755,42.9,486.007530446
"hun",1837,,1430,39.3,368.01
"idn",1837,,1023,46.2,443.79
"ind",1837,,1053,36.2,509.39
"irl",1837,,1849,36.1,348.22
"irn",1837,,1012,60.8,506.38
"irq",1837,,1043,60.8,427.86
"isl",1837,,1118,,386.036968539
"isr",1837,,884,44.9,447.640854931
"ita",1837,,2430,54.9,451.96
"jam",1837,,1019,39.1,389.77
"jor",1837,,1050,41.1,421.34
"jpn",1837,,1105,49,363.32
"kaz",1837,,1303,43.3,497.41
"ken",1837,,958,46.3,507.88
"kgz",1837,,592,46,380.032560539
"khm",1837,,929,41.6,379.99
"kir",1837,,569,,395.743453521
"kna",1837,,1310,,
"kor",1837,,555,32.1,503.36
"kwt",1837,,1260,44.1,500.35
"lao",1837,,903,38.4,418.74
"lbn",1837,,1235,60.8,447.88
"lbr",1837,,837,41.5,429.16
"lby",1837,,1297,43.7,404.69
"lca",1837,,927,,365.310623406
"lka",1837,,916,46.8,409.79
"lso",1837,,401,54.2,407.24
"ltu",1837,,1451,48.9,458.81
"lux",1837,,1781,31.8,357.45
"lva",1837,,858,48.9,404.69
"mac",1837,,1054,,
"mar",1837,,739,60.8,403.44
"mco",1837,,2438,,
"mda",1837,,683,47.8,370.438746712
"mdg",1837,,624,41,437.13
"mdv",1837,,844,,432.972952204
"mex",1837,,1332,35.3,487.15
"mhl",1837,,551,,
"mkd",1837,,795,32.5,391.21663562
"mli",1837,,608,47.2,494.48
"mlt",1837,,916,,278.425357076
"mmr",1837,,845,30.5,433.13
"mne",1837,,1219,35.2,375.2
"mng",1837,,611,39.5,420.04
"moz",1837,,399,46.4,439.79
"mrt",1837,,574,48.8,417.44
"mus",1837,,1023,40.7,427.86
"mwi",1837,,352,45.7,439.79
"mys",1837,,1036,25.3,435.79
"nam",1837,,698,52.6,412.34
"ner",1837,,486,43.3,433.13
"nga",1837,,953,50.5,438.46
"nic",1837,,1169,50.9,509.39
"nld",1837,,4470,51.9,282.700479327
"nor",1837,,1461,46.1,214.72
"npl",1837,,658,41,407.24
"nru",1837,,603,,
"nzl",1837,,662,38.2,390.99
"omn",1837,,985,44.9,413.61
"pak",1837,,1021,28.7,501.85
"pan",1837,,1029,52.4,405.96
"per",1837,,1263,50.4,371.61
"phl",1837,,989,32.5,431.79
"plw",1837,,891,,
"png",1837,,580,25.8,423.95
"pol",1837,,1397,35.5,369.21
"pri",1837,,1512,,
"prk",1837,,557,47,500.35
"prt",1837,,1694,42.8,372.81
"pry",1837,,1036,50.5,374
"pse",1837,,1227,38.4,434.848258016
"qat",1837,,1260,44.1,433.13
"rou",1837,,1032,47.8,371.61
"rus",1837,,1634,55.7,418.74
"rwa",1837,,452,59,420.04
"sau",1837,,876,45.6,416.16
"sdn",1837,,564,33.8,425.25
"sen",1837,,541,45,512.4
"sgp",1837,,1064,41.4,392.21
"slb",1837,,387,47.4,504.87
"sle",1837,,799,54.3,513.91
"slv",1837,,1127,49,461.6
"smr",1837,,1498,,
"som",1837,,719,50.9,451.96
"srb",1837,,1565,32.5,374
"ssd",1837,,552,33.78,490.08
"stp",1837,,911,,383.087413174
"sur",1837,,1840,36,405.96
"svk",1837,,1643,42.6,363.32
"svn",1837,,1623,27.7,360.97
"swe",1837,,1618,62.1,279.66
"swz",1837,,533,55.6,413.61
"syc",1837,,917,,321.94875652
"syr",1837,,1108,60.8,429.16
"tca",1837,,547,,
"tcd",1837,,455,50.6,431.79
"tgo",1837,,743,39.9,426.55
"tha",1837,,957,44.4,438.46
"tjk",1837,,617,47.4,351.456893472
"tkm",1837,,1078,41.4,488.38577334
"tls",1837,,560,38,450.700170464
"ton",1837,,704,,333.194380072
"tto",1837,,1353,44.2,335.73
"tun",1837,,779,60.8,460.21
"tur",1837,,1340,46.2,379.99
"tuv",1837,,763,,
"twn",1837,,1001,,
"tza",1837,,590,37.6,414.89
"uga",1837,,505,41,510.9
"ukr",1837,,872,36.9,360.97
"ury",1837,,2627,48.1,405.96
"usa",1837,,2826,59.6,432.101
"uzb",1837,,531,44.4,380.657935546
"vct",1837,,942,,375.348709785
"ven",1837,,737,43.7,414.89
"vnm",1837,,853,40.4,417.44
"vut",1837,,622,,346.350296404
"wsm",1837,,1488,,399.176947209
"yem",1837,,974,60.8,540.44
"zaf",1837,,1497,35.9,398.45
"zmb",1837,,725,41.7,409.79
"zwe",1837,,908,34.6,395.95
