"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abkh",1989,,,40,
"abw",1989,61032,36284,40,22.496
"afg",1989,11608351,1087,35.4050504015,187.8
"ago",1989,10820992,4365,45.3504130645,226.2
"aia",1989,7966,,40,
"akr_a_dhe",1989,14028,,40,
"alb",1989,3253659,4325,24.5692594425,42.5
"and",1989,52449,28449,40,
"ant",1989,189136,,40,
"arg",1989,32263559,8820,42.6100896839,28.6
"arm",1989,3542720,3889,38.4287224951,52
"asm",1989,45591,,40,
"atg",1989,61967,16611,40,25.9280041937
"aus",1989,16849253,28556,40.7797967092,9.7
"aut",1989,7669601,30067,31.963624,10
"aze",1989,7104058,8814,33.94,94.9
"bdi",1989,5454475,1037,41.2659152459,170.7
"bel",1989,9952253,29980,26.6154051992,10.3
"ben",1989,4836240,1352,48.460654375,183.9
"bfa",1989,8579825,858,47.536412,203.4
"bgd",1989,103400571,1216,39.5896550249,149.7
"bgr",1989,8878348,10367,24.5606504772,21.5
"bhr",1989,481126,32515,40,23.2
"bhs",1989,251855,25109,44.8466798955,24.6
"bih",1989,4559256,3263,40,19.7
"blr",1989,10206300,8251,23.48,16.9
"blz",1989,183470,4820,40,42.2
"bmu",1989,60539,42255,40,
"bol",1989,6723046,3638,42.870973,129.2
"bra",1989,147801816,11226,58.6324579861,63.7
"brb",1989,259454,13524,46.8411528982,18.7
"brn",1989,249738,77184,40,12.6
"btn",1989,529284,2111,40,139.8
"bwa",1989,1339813,7856,60.3580881481,50.3
"caf",1989,2871005,939,58.9104947826,176.5
"can",1989,27296517,31550,32.4658730578,8.6
"cck",1989,548,,40,
"chanisl",1989,139528,,40,17.67
"cheslo",1989,15556046,,40,
"chl",1989,12928491,9016,55.042,20.4
"chn",1989,1135128009,1474,33.055681907,54
"civ",1989,11744698,3385,40.817148,150.2
"cmr",1989,11716975,2895,50.3077975,135.8
"cod",1989,33763056,1410,44.0579514085,188.5
"cog",1989,2323890,5350,41.2644667742,92.8
