country_code,year,gender,age,population
904,1950,female,0,2977.545
904,1950,male,0,3079.478
904,1950,female,1,2806.006
904,1950,male,1,2894.102
904,1950,female,2,2654.79
904,1950,male,2,2731.672
904,1950,female,3,2522.197
904,1950,male,3,2590.159
904,1950,female,4,2406.567
904,1950,male,4,2467.588
904,1950,female,5,2306.218
904,1950,male,5,2361.951
904,1950,female,6,2219.474
904,1950,male,6,2271.24
904,1950,female,7,2144.65
904,1950,male,7,2193.46
904,1950,female,8,2080.066
904,1950,male,8,2126.613
904,1950,female,9,2024.062
904,1950,male,9,2068.691
904,1950,female,10,1976.714
904,1950,male,10,2020.164
904,1950,female,11,1938.115
904,1950,male,11,1981.49
904,1950,female,12,1897.743
904,1950,male,12,1938.36
904,1950,female,13,1850.379
904,1950,male,13,1883.815
904,1950,female,14,1799.644
904,1950,male,14,1823.269
904,1950,female,15,1753.412
904,1950,male,15,1767.962
904,1950,female,16,1708.89
904,1950,male,16,1714.371
904,1950,female,17,1669.881
904,1950,male,17,1668.176
904,1950,female,18,1638.649
904,1950,male,18,1632.926
904,1950,female,19,1612.01
904,1950,male,19,1604.476
904,1950,female,20,1585.166
904,1950,male,20,1575.666
904,1950,female,21,1559.857
904,1950,male,21,1548.593
904,1950,female,22,1527.902
904,1950,male,22,1515.576
904,1950,female,23,1484.983
904,1950,male,23,1472.278
904,1950,female,24,1435.068
904,1950,male,24,1422.513
904,1950,female,25,1387.184
904,1950,male,25,1375.166
904,1950,female,26,1340.434
904,1950,male,26,1329.35
904,1950,female,27,1293.336
904,1950,male,27,1283.049
904,1950,female,28,1246.386
904,1950,male,28,1236.488
904,1950,female,29,1200.515
904,1950,male,29,1190.746
904,1950,female,30,1154.954
904,1950,male,30,1145.584
904,1950,female,31,1108.422
904,1950,male,31,1099.644
904,1950,female,32,1071.321
904,1950,male,32,1062.998
904,1950,female,33,1048.292
904,1950,male,33,1040.135
904,1950,female,34,1034.234
904,1950,male,34,1026.135
904,1950,female,35,1019.829
904,1950,male,35,1011.868
904,1950,female,36,1007.455
904,1950,male,36,999.602000000004
904,1950,female,37,989.709000000001
904,1950,male,37,982.428999999998
904,1950,female,38,962.118999999998
904,1950,male,38,956.113000000001
904,1950,female,39,928.379
904,1950,male,39,924.095999999998
904,1950,female,40,896.731
904,1950,male,40,893.982000000001
904,1950,female,41,865.616
904,1950,male,41,864.155000000002
904,1950,female,42,835.566000000002
904,1950,male,42,835.612999999997
904,1950,female,43,807.681
904,1950,male,43,809.551000000002
904,1950,female,44,781.366000000001
904,1950,male,44,785.078000000001
904,1950,female,45,754.574
904,1950,male,45,759.972000000002
904,1950,female,46,727.326999999999
904,1950,male,46,734.555999999998
904,1950,female,47,702.098999999999
904,1950,male,47,709.414999999999
904,1950,female,48,679.806999999999
904,1950,male,48,684.582000000003
904,1950,female,49,659.303999999999
904,1950,male,49,659.858999999998
904,1950,female,50,638.947000000001
904,1950,male,50,635.374
904,1950,female,51,619.561999999998
904,1950,male,51,611.475000000001
904,1950,female,52,597.505000000003
904,1950,male,52,586.041000000001
904,1950,female,53,570.958000000001
904,1950,male,53,558.14
904,1950,female,54,541.826999999997
904,1950,male,54,528.941999999998
904,1950,female,55,513.548000000004
904,1950,male,55,500.292000000001
904,1950,female,56,485.094999999997
904,1950,male,56,471.603
904,1950,female,57,459.704999999999
904,1950,male,57,445.298999999999
904,1950,female,58,439.215000000004
904,1950,male,58,422.75
904,1950,female,59,421.924999999998
904,1950,male,59,402.71
904,1950,female,60,404.382
904,1950,male,60,382.734999999999
904,1950,female,61,387.490999999997
904,1950,male,61,363.411999999999
904,1950,female,62,369.416999999999
904,1950,male,62,343.684999999999
