country_code,year,gender,age,population
935,1950,female,0,22484.315
935,1950,male,0,23175.753
935,1950,female,1,20732.086
935,1950,male,1,21500.079
935,1950,female,2,19266.778
935,1950,male,2,20102.577
935,1950,female,3,18061.693
935,1950,male,3,18956.732
935,1950,female,4,17090.139
935,1950,male,4,18036.084
935,1950,female,5,16325.426
935,1950,male,5,17314.088
935,1950,female,6,15740.859
935,1950,male,6,16764.261
935,1950,female,7,15309.746
935,1950,male,7,16360.098
935,1950,female,8,15005.399
935,1950,male,8,16075.086
935,1950,female,9,14801.116
935,1950,male,9,15882.742
935,1950,female,10,14694.176
935,1950,male,10,15782.3
935,1950,female,11,14681.831
935,1950,male,11,15773.019
935,1950,female,12,14617.601
935,1950,male,12,15699.605
935,1950,female,13,14426.883
935,1950,male,13,15484.077
935,1950,female,14,14154.853
935,1950,male,14,15177.158
935,1950,female,15,13926.075
935,1950,male,15,14909.645
935,1950,female,16,13721.34
935,1950,male,16,14657.783
935,1950,female,17,13476.479
935,1950,male,17,14381.337
935,1950,female,18,13173.762
935,1950,male,18,14074.063
935,1950,female,19,12832.953
935,1950,male,19,13743.469
935,1950,female,20,12494.77
935,1950,male,20,13411.773
935,1950,female,21,12154.969
935,1950,male,21,13084.773
935,1950,female,22,11818.417
935,1950,male,22,12729.097
935,1950,female,23,11492.908
935,1950,male,23,12333.671
935,1950,female,24,11178.668
935,1950,male,24,11920.086
935,1950,female,25,10865.117
935,1950,male,25,11513.635
935,1950,female,26,10550.847
935,1950,male,26,11100.453
935,1950,female,27,10271.56
935,1950,male,27,10761.816
935,1950,female,28,10042.91
935,1950,male,28,10537.952
935,1950,female,29,9849.53499999998
935,1950,male,29,10389.819
935,1950,female,30,9659.12700000001
935,1950,male,30,10237.83
935,1950,female,31,9476.492
935,1950,male,31,10097.497
935,1950,female,32,9297.008
935,1950,male,32,9942.32600000002
935,1950,female,33,9114.56600000001
935,1950,male,33,9750.957
935,1950,female,34,8930.93399999997
935,1950,male,34,9537.07999999998
935,1950,female,35,8753.30500000001
935,1950,male,35,9335.99900000001
935,1950,female,36,8579.38500000001
935,1950,male,36,9140.942
935,1950,female,37,8402.90300000001
935,1950,male,37,8941.71299999997
935,1950,female,38,8221.13899999998
935,1950,male,38,8736.82700000002
935,1950,female,39,8034.72799999999
935,1950,male,39,8527.67500000002
935,1950,female,40,7848.195
935,1950,male,40,8316.52899999998
935,1950,female,41,7662.04999999999
935,1950,male,41,8102.15200000001
935,1950,female,42,7465.45800000004
935,1950,male,42,7888.68599999999
935,1950,female,43,7253.93199999997
935,1950,male,43,7678.196
935,1950,female,44,7032.42400000001
935,1950,male,44,7468.21900000001
935,1950,female,45,6811.79799999997
935,1950,male,45,7256.126
935,1950,female,46,6591.49900000002
935,1950,male,46,7044.59800000001
935,1950,female,47,6369.963
935,1950,male,47,6821.65699999998
935,1950,female,48,6148.019
935,1950,male,48,6581.777
935,1950,female,49,5927.37099999999
935,1950,male,49,6331.64200000002
935,1950,female,50,5708.87900000001
935,1950,male,50,6083.631
935,1950,female,51,5492.31799999999
935,1950,male,51,5835.415
935,1950,female,52,5285.87899999998
935,1950,male,52,5594.75199999998
935,1950,female,53,5093.74700000001
935,1950,male,53,5366.81299999998
935,1950,female,54,4913.06200000002
935,1950,male,54,5148.35500000001
935,1950,female,55,4733.21799999999
935,1950,male,55,4928.70600000001
935,1950,female,56,4551.99999999999
935,1950,male,56,4707.25499999999
935,1950,female,57,4388.645
935,1950,male,57,4497.87099999999
935,1950,female,58,4250.24100000003
935,1950,male,58,4305.53400000002
935,1950,female,59,4126.04799999999
935,1950,male,59,4123.10299999999
935,1950,female,60,4000.93900000002
935,1950,male,60,3941.604
935,1950,female,61,3881.22199999997
935,1950,male,61,3766.52300000002
935,1950,female,62,3735.11799999999
935,1950,male,62,3571.14899999997
935,1950,female,63,3546.283
935,1950,male,63,3342.44900000005
935,1950,female,64,3330.19600000002
935,1950,male,64,3094.24600000001
935,1950,female,65,3119.31300000001
935,1950,male,65,2853.327
935,1950,female,66,2907.99499999999
935,1950,male,66,2614.26099999999
935,1950,female,67,2702.75799999997
935,1950,male,67,2390.482
935,1950,female,68,2510.35200000004
935,1950,male,68,2191.35499999999
935,1950,female,69,2327.48599999997
935,1950,male,69,2010.53699999999
935,1950,female,70,2144.055
935,1950,male,70,1832.00400000003
935,1950,female,71,1962.1
935,1950,male,71,1658.60699999999
935,1950,female,72,1787.884
935,1950,male,72,1494.617
935,1950,female,73,1623.53500000001
935,1950,male,73,1340.44999999996
935,1950,female,74,1467.65100000001
935,1950,male,74,1195.33100000005
935,1950,female,75,1317.76500000001
935,1950,male,75,1059.02499999996
935,1950,female,76,1175.60499999999
935,1950,male,76,932.712999999996
935,1950,female,77,1036.802
935,1950,male,77,810.062000000036
935,1950,female,78,899.339000000021
935,1950,male,78,688.264999999948
935,1950,female,79,766.297999999972
935,1950,male,79,570.781000000023
935,1950,female,80plus,3086.01800000004
935,1950,male,80plus,2000.81700000001
935,1951,female,0,24614.857
935,1951,male,0,25655.925
935,1951,female,1,21982.846
935,1951,male,1,22708.779
935,1951,female,2,20363.831
935,1951,male,2,21144.684
935,1951,female,3,19001.023
935,1951,male,3,19835.238
935,1951,female,4,17871.605
935,1951,male,4,18756.654
935,1951,female,5,16952.741
935,1951,male,5,17885.185
935,1951,female,6,16219.034
935,1951,male,6,17195.504
935,1951,female,7,15645.081
935,1951,male,7,16662.277
935,1951,female,8,15220.919
935,1951,male,8,16269.499
935,1951,female,9,14928.89
935,1951,male,9,15996.49
935,1951,female,10,14738.422
935,1951,male,10,15814.828
935,1951,female,11,14634.127
935,1951,male,11,15716.348
935,1951,female,12,14616.056
935,1951,male,12,15702.169
935,1951,female,13,14546.976
935,1951,male,13,15624.06
935,1951,female,14,14355.737
935,1951,male,14,15406.967
935,1951,female,15,14085.556
935,1951,male,15,15100.194
935,1951,female,16,13855.674
935,1951,male,16,14830.18
935,1951,female,17,13648.016
935,1951,male,17,14574.067
935,1951,female,18,13400.48
935,1951,male,18,14294.374
935,1951,female,19,13095.866
935,1951,male,19,13985.868
935,1951,female,20,12753.669
935,1951,male,20,13655.381
935,1951,female,21,12413.787
935,1951,male,21,13323.372
935,1951,female,22,12072.08
935,1951,male,22,12995.812
935,1951,female,23,11734.154
935,1951,male,23,12640.342
935,1951,female,24,11408.079
935,1951,male,24,12246.134
935,1951,female,25,11093.815
935,1951,male,25,11834.368
935,1951,female,26,10780.19
935,1951,male,26,11429.676
935,1951,female,27,10465.86
935,1951,male,27,11018.289
935,1951,female,28,10186.591
935,1951,male,28,10680.815
935,1951,female,29,9957.98899999999
