country_code,year,gender,age,population
903,1950,female,0,4382.342
903,1950,male,0,4470.931
903,1950,female,1,4080.898
903,1950,male,1,4151.277
903,1950,female,2,3817.295
903,1950,male,2,3872.202
903,1950,female,3,3588.5
903,1950,male,3,3630.431
903,1950,female,4,3391.437
903,1950,male,4,3422.741
903,1950,female,5,3223.036
903,1950,male,5,3245.879
903,1950,female,6,3080.243
903,1950,male,6,3096.573
903,1950,female,7,2959.989
903,1950,male,7,2971.622
903,1950,female,8,2859.204
903,1950,male,8,2867.73
903,1950,female,9,2774.828
903,1950,male,9,2781.684
903,1950,female,10,2705.974
903,1950,male,10,2712.302
903,1950,female,11,2651.761
903,1950,male,11,2658.406
903,1950,female,12,2598.219
903,1950,male,12,2606.377
903,1950,female,13,2537.977
903,1950,male,13,2548.807
903,1950,female,14,2474.468
903,1950,male,14,2488.678
903,1950,female,15,2418.658
903,1950,male,15,2436.525
903,1950,female,16,2368.504
903,1950,male,16,2390.421
903,1950,female,17,2315.962
903,1950,male,17,2340.514
903,1950,female,18,2258.155
903,1950,male,18,2283.011
903,1950,female,19,2197.176
903,1950,male,19,2220.683
903,1950,female,20,2138.234
903,1950,male,20,2160.578
903,1950,female,21,2080.595
903,1950,male,21,2101.802
903,1950,female,22,2022.625
903,1950,male,22,2041.722
903,1950,female,23,1964.092
903,1950,male,23,1979.877
903,1950,female,24,1905.6
903,1950,male,24,1917.31
903,1950,female,25,1847.762
903,1950,male,25,1855.31
903,1950,female,26,1790.334
903,1950,male,26,1793.387
903,1950,female,27,1735.197
903,1950,male,27,1734.871
903,1950,female,28,1683.267
903,1950,male,28,1681.475
903,1950,female,29,1633.756
903,1950,male,29,1631.743
903,1950,female,30,1585.167
903,1950,male,30,1582.625
903,1950,female,31,1538.062
903,1950,male,31,1534.926
903,1950,female,32,1491.064
903,1950,male,32,1487.362
903,1950,female,33,1443.382
903,1950,male,33,1439.071
903,1950,female,34,1395.942
903,1950,male,34,1390.865
903,1950,female,35,1349.96
903,1950,male,35,1344.137
903,1950,female,36,1304.721
903,1950,male,36,1298.237
903,1950,female,37,1263.329
903,1950,male,37,1255.337
903,1950,female,38,1227.325
903,1950,male,38,1216.549
903,1950,female,39,1195.012
903,1950,male,39,1180.586
903,1950,female,40,1163.342
903,1950,male,40,1145.222
903,1950,female,41,1133.162
