country_code,year,gender,age,population
908,1950,female,0,6403.612
908,1950,male,0,6681.195
908,1950,female,1,5524.635
908,1950,male,1,5752.574
908,1950,female,2,4869.275
908,1950,male,2,5058.214
908,1950,female,3,4412.487
908,1950,male,3,4571.755
908,1950,female,4,4129.219
908,1950,male,4,4266.817
908,1950,female,5,3994.431
908,1950,male,5,4117.015
908,1950,female,6,3983.059
908,1950,male,6,4095.983
908,1950,female,7,4070.071
908,1950,male,7,4177.346
908,1950,female,8,4230.407
908,1950,male,8,4334.719
908,1950,female,9,4439.029
908,1950,male,9,4541.737
908,1950,female,10,4712.677
908,1950,male,10,4814.972
908,1950,female,11,5068.092
908,1950,male,11,5170.982
908,1950,female,12,5271.267
908,1950,male,12,5368.68
908,1950,female,13,5213.558
908,1950,male,13,5295.781
908,1950,female,14,4995.301
908,1950,male,14,5054.758
908,1950,female,15,4812.986
908,1950,male,15,4846.735
908,1950,female,16,4612.377
908,1950,male,16,4615.173
908,1950,female,17,4514.468
908,1950,male,17,4484.544
908,1950,female,18,4594.477
908,1950,male,18,4531.775
908,1950,female,19,4781.476
908,1950,male,19,4682.919
908,1950,female,20,4928.045
908,1950,male,20,4793.035
908,1950,female,21,5062.075
908,1950,male,21,4898.249
908,1950,female,22,5144.634
908,1950,male,22,4917.437
908,1950,female,23,5141.005
908,1950,male,23,4797.908
908,1950,female,24,5072.102
908,1950,male,24,4584.7
908,1950,female,25,5019.698
908,1950,male,25,4393.38
908,1950,female,26,4998.767
908,1950,male,26,4222.325
908,1950,female,27,4859.6
908,1950,male,27,3998.107
908,1950,female,28,4545.979
908,1950,male,28,3702.699
908,1950,female,29,4138.9
908,1950,male,29,3377.969
908,1950,female,30,3746.903
908,1950,male,30,3061.373
908,1950,female,31,3313.849
908,1950,male,31,2718.569
908,1950,female,32,3112.37800000001
908,1950,male,32,2556.861
908,1950,female,33,3278.18299999999
908,1950,male,33,2674.692
908,1950,female,34,3672.992
908,1950,male,34,2969.145
908,1950,female,35,4031.462
908,1950,male,35,3242.869
908,1950,female,36,4416.991
908,1950,male,36,3540.114
908,1950,female,37,4669.142
908,1950,male,37,3746.979
908,1950,female,38,4684.562
908,1950,male,38,3788.39100000001
908,1950,female,39,4546.534
908,1950,male,39,3721.049
908,1950,female,40,4441.644
908,1950,male,40,3677.73
908,1950,female,41,4332.598
908,1950,male,41,3633.034
908,1950,female,42,4233.749
908,1950,male,42,3579.721
908,1950,female,43,4170.942
908,1950,male,43,3527.823
908,1950,female,44,4126.984
908,1950,male,44,3472.267
908,1950,female,45,4060.614
908,1950,male,45,3400.322
908,1950,female,46,3982.247
908,1950,male,46,3317.419
908,1950,female,47,3891.63300000001
908,1950,male,47,3220.402
908,1950,female,48,3785.247
908,1950,male,48,3107.414
908,1950,female,49,3668.44299999999
908,1950,male,49,2983.667
908,1950,female,50,3550.902
908,1950,male,50,2857.373
908,1950,female,51,3431.697
908,1950,male,51,2728.133
908,1950,female,52,3315.60799999999
908,1950,male,52,2603.655
908,1950,female,53,3206.361
908,1950,male,53,2489.04099999999
908,1950,female,54,3102.86300000001
908,1950,male,54,2382.64200000001
908,1950,female,55,2998.20399999999
908,1950,male,55,2275.696
908,1950,female,56,2891.214
908,1950,male,56,2167.54900000001
908,1950,female,57,2798.547
908,1950,male,57,2075.861
908,1950,female,58,2726.97399999999
908,1950,male,58,2007.812
908,1950,female,59,2668.42300000001
908,1950,male,59,1955.264
908,1950,female,60,2608.573
908,1950,male,60,1903.06500000001
908,1950,female,61,2550.929
908,1950,male,61,1854.394
908,1950,female,62,2482.96
908,1950,male,62,1799.65
908,1950,female,63,2397.174
908,1950,male,63,1732.561
908,1950,female,64,2299.479
908,1950,male,64,1657.512
908,1950,female,65,2203.282
908,1950,male,65,1585.01
908,1950,female,66,2105.97700000001
