country_code,year,age,population
903,1950,0,8853.273
903,1950,1,8232.175
903,1950,2,7689.497
903,1950,3,7218.931
903,1950,4,6814.178
903,1950,5,6468.915
903,1950,6,6176.816
903,1950,7,5931.611
903,1950,8,5726.934
903,1950,9,5556.512
903,1950,10,5418.276
903,1950,11,5310.167
903,1950,12,5204.596
903,1950,13,5086.784
903,1950,14,4963.146
903,1950,15,4855.183
903,1950,16,4758.925
903,1950,17,4656.476
903,1950,18,4541.166
903,1950,19,4417.859
903,1950,20,4298.812
903,1950,21,4182.397
903,1950,22,4064.347
903,1950,23,3943.969
903,1950,24,3822.91
903,1950,25,3703.072
903,1950,26,3583.721
903,1950,27,3470.068
903,1950,28,3364.742
903,1950,29,3265.499
903,1950,30,3167.792
903,1950,31,3072.988
903,1950,32,2978.426
903,1950,33,2882.453
903,1950,34,2786.807
903,1950,35,2694.097
903,1950,36,2602.958
903,1950,37,2518.666
903,1950,38,2443.874
903,1950,39,2375.598
903,1950,40,2308.56400000001
903,1950,41,2244.229
903,1950,42,2177.58
903,1950,43,2105.72499999999
903,1950,44,2031.15000000001
903,1950,45,1958.878
903,1950,46,1887.449
903,1950,47,1819.78
903,1950,48,1757.668
903,1950,49,1699.307
903,1950,50,1641.155
903,1950,51,1584.144
903,1950,52,1525.762
903,1950,53,1464.444
903,1950,54,1401.528
903,1950,55,1339.88
903,1950,56,1278.924
903,1950,57,1219.26300000001
903,1950,58,1161.503
903,1950,59,1105.21399999999
903,1950,60,1049.374
903,1950,61,994.169999999995
903,1950,62,939.798000000002
903,1950,63,886.228000000004
903,1950,64,833.465999999996
903,1950,65,781.616000000001
903,1950,66,730.811999999997
903,1950,67,680.344999999999
903,1950,68,629.893000000001
903,1950,69,579.889
903,1950,70,531.325000000001
903,1950,71,484.333000000001
903,1950,72,438.079000000002
903,1950,73,392.331000000001
903,1950,74,347.727999999997
903,1950,75,304.720000000003
903,1950,76,264.282000000004
903,1950,77,227.141999999993
903,1950,78,194.116000000002
903,1950,79,164.657000000002
903,1950,80plus,630.656000000001
903,1951,0,8999.602
903,1951,1,8539.02
903,1951,2,7975.445
903,1951,3,7482.775
903,1951,4,7055.016
903,1951,5,6686.268
903,1951,6,6371.09
903,1951,7,6104.075
903,1951,8,5876.524
903,1951,9,5681.323
903,1951,10,5514.227
903,1951,11,5376.128
903,1951,12,5264.625
903,1951,13,5156
903,1951,14,5037.739
903,1951,15,4915.102
903,1951,16,4806.099
903,1951,17,4707.463
903,1951,18,4603.218
903,1951,19,4487.291
903,1951,20,4364.162
903,1951,21,4245.04
903,1951,22,4128.439
903,1951,23,4010.618
903,1951,24,3891.038
903,1951,25,3771.141
903,1951,26,3652.514
903,1951,27,3534.511
903,1951,28,3422.071
903,1951,29,3317.697
903,1951,30,3219.229
903,1951,31,3122.384
903,1951,32,3028.448
903,1951,33,2934.71
903,1951,34,2839.487
903,1951,35,2744.534
903,1951,36,2652.495
903,1951,37,2561.958
903,1951,38,2478.278
903,1951,39,2404.093
903,1951,40,2336.42
903,1951,41,2269.927
903,1951,42,2206.066
903,1951,43,2139.833
903,1951,44,2068.326
