country_code,year,age,population
909,1950,0,338.468
909,1950,1,321.706
909,1950,2,306.028
909,1950,3,291.403
909,1950,4,277.825
909,1950,5,265.28
909,1950,6,253.752
909,1950,7,243.234
909,1950,8,233.695
909,1950,9,225.134
909,1950,10,217.576
909,1950,11,211.088
909,1950,12,205.343
909,1950,13,200.229
909,1950,14,195.882
909,1950,15,192.301
909,1950,16,189.082
909,1950,17,188.046
909,1950,18,189.957
909,1950,19,193.755
909,1950,20,197.578
909,1950,21,201.706
909,1950,22,204.928
909,1950,23,206.392
909,1950,24,206.566
909,1950,25,206.987
909,1950,26,207.694
909,1950,27,206.594
909,1950,28,202.95
909,1950,29,197.727
909,1950,30,192.418
909,1950,31,186.411
909,1950,32,182.361
909,1950,33,181.626
909,1950,34,182.86
909,1950,35,183.497000000001
909,1950,36,184.215
909,1950,37,183.321
909,1950,38,179.756
909,1950,39,174.46
909,1950,40,169.447999999999
909,1950,41,164.385
909,1950,42,159.451
909,1950,43,154.977
909,1950,44,150.812000000001
909,1950,45,146.484
909,1950,46,142.043999999999
909,1950,47,138.039000000001
909,1950,48,134.686
909,1950,49,131.771
909,1950,50,128.901
909,1950,51,126.132
909,1950,52,123.360999999999
909,1950,53,120.483
909,1950,54,117.556
909,1950,55,114.684
909,1950,56,111.745
909,1950,57,109.064
909,1950,58,106.783
909,1950,59,104.69
909,1950,60,102.484
909,1950,61,100.279000000001
909,1950,62,97.4169999999993
909,1950,63,93.5750000000003
909,1950,64,89.053
909,1950,65,84.5459999999996
909,1950,66,79.9230000000008
909,1950,67,75.311
909,1950,68,70.8229999999994
909,1950,69,66.4130000000002
909,1950,70,61.9379999999996
909,1950,71,57.4710000000007
909,1950,72,53.0010000000001
909,1950,73,48.5329999999997
909,1950,74,44.1150000000001
909,1950,75,39.8209999999998
909,1950,76,35.6250000000001
909,1950,77,31.7269999999996
909,1950,78,28.2240000000003
909,1950,79,25.0680000000005
909,1950,80plus,131.271999999999
909,1951,0,332.813
909,1951,1,337.972
909,1951,2,322.623
909,1951,3,307.871
909,1951,4,293.761
909,1951,5,280.363
909,1951,6,267.675
909,1951,7,255.686
909,1951,8,244.801
909,1951,9,235.177
909,1951,10,226.709
909,1951,11,219.103
909,1951,12,212.469
909,1951,13,206.654
909,1951,14,201.568
909,1951,15,197.327
909,1951,16,193.839
909,1951,17,190.708
909,1951,18,189.803
909,1951,19,191.92
909,1951,20,195.963
909,1951,21,200.017
909,1951,22,204.373
909,1951,23,207.753
909,1951,24,209.261
909,1951,25,209.392
909,1951,26,209.774
909,1951,27,210.433
909,1951,28,209.216
909,1951,29,205.351000000001
909,1951,30,199.853
909,1951,31,194.253999999999
909,1951,32,187.935000000001
909,1951,33,183.652
909,1951,34,182.847
909,1951,35,184.094
909,1951,36,184.726
909,1951,37,185.453
909,1951,38,184.499
909,1951,39,180.784
909,1951,40,175.267
909,1951,41,170.06
909,1951,42,164.785000000001
909,1951,43,159.673
909,1951,44,155.053
909,1951,45,150.768
909,1951,46,146.315
909,1951,47,141.752
909,1951,48,137.613
909,1951,49,134.105000000001
909,1951,50,131.034
909,1951,51,128.003999999999
909,1951,52,125.078
909,1951,53,122.178000000001
909,1951,54,119.214999999999
909,1951,55,116.236
909,1951,56,113.304
909,1951,57,110.314
909,1951,58,107.55
909,1951,59,105.121
909,1951,60,102.850000000001
909,1951,61,100.473
909,1951,62,98.0990000000001
909,1951,63,95.0859999999998
909,1951,64,91.1120000000004
909,1951,65,86.482
909,1951,66,81.8679999999993
909,1951,67,77.1550000000001
909,1951,68,72.461
909,1951,69,67.9120000000005
909,1951,70,63.4569999999998
909,1951,71,58.9530000000001
909,1951,72,54.4599999999995
909,1951,73,50.0160000000005
909,1951,74,45.6280000000006
909,1951,75,41.3300000000001
909,1951,76,37.1739999999989
909,1951,77,33.1290000000002
909,1951,78,29.367
909,1951,79,25.962
909,1951,80plus,138.239000000001
909,1952,0,330.674
909,1952,1,329.55
909,1952,2,337.097
909,1952,3,323.181
909,1952,4,309.367
909,1952,5,295.793
909,1952,6,282.584
909,1952,7,269.758
909,1952,8,257.329
909,1952,9,246.079
909,1952,10,236.389
909,1952,11,228.025
909,1952,12,220.374
909,1952,13,213.609
909,1952,14,207.719
909,1952,15,202.675
909,1952,16,198.55
909,1952,17,195.159
909,1952,18,192.114
909,1952,19,191.34
909,1952,20,193.659
909,1952,21,197.931
909,1952,22,202.206
909,1952,23,206.78
909,1952,24,210.305
909,1952,25,211.849
909,1952,26,211.932
909,1952,27,212.263
