country_code,year,age,population
900,1950,0,78116.685
900,1950,1,71707.672
900,1950,2,66449.346
900,1950,3,62228.019
900,1950,4,58930.171
900,1950,5,56442.125
900,1950,6,54650.245
900,1950,7,53440.978
900,1950,8,52700.607
900,1950,9,52315.608
900,1950,10,52313.458
900,1950,11,52721.679
900,1950,12,52720.923
900,1950,13,51915.315
900,1950,14,50614.598
900,1950,15,49500.049
900,1950,16,48406.038
900,1950,17,47479.061
900,1950,18,46850.759
900,1950,19,46392.541
900,1950,20,45860.804
900,1950,21,45324.219
900,1950,22,44604.749
900,1950,23,43595.5480000001
900,1950,24,42395.589
900,1950,25,41248.122
900,1950,26,40149.842
900,1950,27,38970.424
900,1950,28,37684.2300000001
900,1950,29,36371.301
900,1950,30,35081.576
900,1950,31,33738.045
900,1950,32,32825.285
900,1950,33,32568.096
900,1950,34,32723.548
900,1950,35,32834.651
900,1950,36,33005.807
900,1950,37,32941.484
900,1950,38,32452.4779999999
900,1950,39,31683.008
900,1950,40,30974.2570000001
900,1950,41,30267.311
900,1950,42,29521.5249999999
900,1950,43,28753.815
900,1950,44,27965.8860000001
900,1950,45,27143.566
900,1950,46,26290.723
900,1950,47,25453.023
900,1950,48,24652.266
900,1950,49,23875.35
900,1950,50,23092.3269999999
900,1950,51,22314.936
900,1950,52,21531.135
900,1950,53,20733.83
900,1950,54,19935.8100000001
900,1950,55,19145.833
900,1950,56,18348.819
900,1950,57,17625.54
900,1950,58,17012.8769999999
900,1950,59,16467.676
900,1950,60,15915.902
900,1950,61,15379.494
900,1950,62,14777.884
900,1950,63,14065.776
900,1950,64,13283.307
900,1950,65,12518.687
900,1950,66,11757.792
900,1950,67,11004.614
900,1950,68,10271.1190000001
900,1950,69,9554.21699999988
900,1950,70,8839.59300000012
900,1950,71,8131.18299999991
900,1950,72,7444.948
900,1950,73,6787.82200000003
900,1950,74,6156.64200000005
900,1950,75,5546.426
900,1950,76,4965.63699999994
900,1950,77,4393.96700000003
900,1950,78,3823.29300000001
900,1950,79,3267.99400000006
900,1950,80plus,14201.827
900,1951,0,81973.089
900,1951,1,76250.302
900,1951,2,70474.481
900,1951,3,65672.988
900,1951,4,61757.344
900,1951,5,58639.277
900,1951,6,56209.593
900,1951,7,54359.136
900,1951,8,53103.395
900,1951,9,52395.44
900,1951,10,52084.665
900,1951,11,52095.513
900,1951,12,52476.945
900,1951,13,52453.607
900,1951,14,51641.482
900,1951,15,50343.654
900,1951,16,49222.729
900,1951,17,48116.911
900,1951,18,47180.572
900,1951,19,46547.495
900,1951,20,46087.748
900,1951,21,45553.885
900,1951,22,45014.8979999999
900,1951,23,44295.734
900,1951,24,43290.5750000001
900,1951,25,42097.034
900,1951,26,40955.8279999999
900,1951,27,39863.8620000001
900,1951,28,38690.064
900,1951,29,37408.061
900,1951,30,36097.966
900,1951,31,34810.787
900,1951,32,33469.5970000001
900,1951,33,32556.093
900,1951,34,32293.892
900,1951,35,32441.274
900,1951,36,32544.394
900,1951,37,32707.8970000001
900,1951,38,32633.6219999999
900,1951,39,32131.678
900,1951,40,31347.966
900,1951,41,30624.6500000001
900,1951,42,29901.0149999999
900,1951,43,29146.9610000001
900,1951,44,28384.2429999999
900,1951,45,27609.054
900,1951,46,26797.8499999999
900,1951,47,25957.3840000001
900,1951,48,25123.055
900,1951,49,24310.946
900,1951,50,23513.192
900,1951,51,22710.426
900,1951,52,21911.849
900,1951,53,21110.246
900,1951,54,20301.787
900,1951,55,19496.502
900,1951,56,18697.729
900,1951,57,17892.523
900,1951,58,17156.397
900,1951,59,16523.416
900,1951,60,15953.718
900,1951,61,15379.348
900,1951,62,14820.99
900,1951,63,14201.903
900,1951,64,13479.248
900,1951,65,12691.51
900,1951,66,11922.8000000001
900,1951,67,11159.8669999999
900,1951,68,10407.3530000001
900,1951,69,9677.26200000003
900,1951,70,8966.53999999996
900,1951,71,8260.95900000002
900,1951,72,7564.36799999988
900,1951,73,6893.16399999998
900,1951,74,6254.41800000013
900,1951,75,5644.79400000002
900,1951,76,5057.92399999983
