country_code,year,age,population
935,1950,0,45660.068
935,1950,1,42232.165
935,1950,2,39369.355
935,1950,3,37018.425
935,1950,4,35126.223
935,1950,5,33639.514
935,1950,6,32505.12
935,1950,7,31669.844
935,1950,8,31080.485
935,1950,9,30683.858
935,1950,10,30476.476
935,1950,11,30454.85
935,1950,12,30317.206
935,1950,13,29910.96
935,1950,14,29332.011
935,1950,15,28835.72
935,1950,16,28379.123
935,1950,17,27857.816
935,1950,18,27247.825
935,1950,19,26576.422
935,1950,20,25906.543
935,1950,21,25239.742
935,1950,22,24547.514
935,1950,23,23826.5790000001
935,1950,24,23098.754
935,1950,25,22378.752
935,1950,26,21651.3
935,1950,27,21033.376
935,1950,28,20580.862
935,1950,29,20239.354
935,1950,30,19896.957
935,1950,31,19573.989
935,1950,32,19239.334
935,1950,33,18865.523
935,1950,34,18468.014
935,1950,35,18089.304
935,1950,36,17720.327
935,1950,37,17344.616
935,1950,38,16957.9659999999
935,1950,39,16562.403
935,1950,40,16164.7240000001
935,1950,41,15764.202
935,1950,42,15354.1439999999
935,1950,43,14932.128
935,1950,44,14500.6430000001
935,1950,45,14067.924
935,1950,46,13636.097
935,1950,47,13191.62
935,1950,48,12729.796
935,1950,49,12259.013
935,1950,50,11792.5099999999
935,1950,51,11327.733
935,1950,52,10880.631
935,1950,53,10460.56
935,1950,54,10061.4170000001
935,1950,55,9661.924
935,1950,56,9259.25500000002
935,1950,57,8886.51599999998
935,1950,58,8555.77499999995
935,1950,59,8249.15100000002
935,1950,60,7942.543
935,1950,61,7647.74500000002
935,1950,62,7306.26699999998
935,1950,63,6888.73200000003
935,1950,64,6424.44199999997
935,1950,65,5972.64000000002
935,1950,66,5522.25600000002
935,1950,67,5093.23999999996
935,1950,68,4701.70700000008
935,1950,69,4338.02299999989
935,1950,70,3976.05900000011
935,1950,71,3620.70699999991
935,1950,72,3282.50099999999
935,1950,73,2963.98500000003
935,1950,74,2662.98200000004
935,1950,75,2376.79000000001
935,1950,76,2108.31799999992
935,1950,77,1846.86400000005
935,1950,78,1587.604
935,1950,79,1337.07900000004
935,1950,80plus,5086.83500000001
935,1951,0,50270.931
935,1951,1,44691.922
935,1951,2,41508.739
935,1951,3,38836.439
935,1951,4,36628.39
935,1951,5,34838.035
935,1951,6,33414.629
935,1951,7,32307.446
935,1951,8,31490.523
935,1951,9,30925.494
935,1951,10,30553.39
935,1951,11,30350.651
935,1951,12,30318.425
935,1951,13,30171.249
935,1951,14,29762.869
935,1951,15,29185.856
935,1951,16,28685.902
935,1951,17,28222.058
935,1951,18,27694.788
935,1951,19,27081.634
935,1951,20,26408.943
935,1951,21,25737.024
935,1951,22,25067.7549999999
935,1951,23,24374.342
935,1951,24,23654.06
935,1951,25,22928.048
