country_code,year,gender,age,population
905,1950,female,0,2016.491
905,1950,male,0,2106.555
905,1950,female,1,1928.354
905,1950,male,1,2015.955
905,1950,female,2,1842.888
905,1950,male,2,1927.627
905,1950,female,3,1760.571
905,1950,male,3,1842.091
905,1950,female,4,1681.879
905,1950,male,4,1759.875
905,1950,female,5,1607.295
905,1950,male,5,1681.506
905,1950,female,6,1537.296
905,1950,male,6,1607.505
905,1950,female,7,1472.359
905,1950,male,7,1538.403
905,1950,female,8,1412.967
905,1950,male,8,1474.721
905,1950,female,9,1359.598
905,1950,male,9,1416.987
905,1950,female,10,1311.904
905,1950,male,10,1364.699
905,1950,female,11,1269.533
905,1950,male,11,1317.362
905,1950,female,12,1237.109
905,1950,male,12,1280.619
905,1950,female,13,1216.753
905,1950,male,13,1257.056
905,1950,female,14,1206.471
905,1950,male,14,1244.116
905,1950,female,15,1200.418
905,1950,male,15,1235.332
905,1950,female,16,1197.707
905,1950,male,16,1230.39
905,1950,female,17,1205.627
905,1950,male,17,1234.027
905,1950,female,18,1226.56
905,1950,male,18,1247.424
905,1950,female,19,1256.063
905,1950,male,19,1267.561
905,1950,female,20,1286.628
905,1950,male,20,1289.331
905,1950,female,21,1318.904
905,1950,male,21,1312.696
905,1950,female,22,1347.532
905,1950,male,22,1334.879
905,1950,female,23,1368.795
905,1950,male,23,1353.639
905,1950,female,24,1383.987
905,1950,male,24,1368.989
905,1950,female,25,1399.434
905,1950,male,25,1384.449
905,1950,female,26,1415.433
905,1950,male,26,1400.818
905,1950,female,27,1420.233
905,1950,male,27,1406.061
905,1950,female,28,1409.109
905,1950,male,28,1395.015
905,1950,female,29,1387.385
905,1950,male,29,1373.206
905,1950,female,30,1364.66
905,1950,male,30,1350.935
905,1950,female,31,1338.491
905,1950,male,31,1325.682
905,1950,female,32,1316.871
905,1950,male,32,1304.735
905,1950,female,33,1304.57
905,1950,male,33,1292.622
905,1950,female,34,1297.681
905,1950,male,34,1285.68
905,1950,female,35,1286.663
905,1950,male,35,1275.062
905,1950,female,36,1272.411
905,1950,male,36,1261.734
905,1950,female,37,1258.269
905,1950,male,37,1248.353
905,1950,female,38,1244.611
905,1950,male,38,1235.086
905,1950,female,39,1229.779
905,1950,male,39,1220.71
905,1950,female,40,1215.122
905,1950,male,40,1206.312
905,1950,female,41,1204.433
905,1950,male,41,1194.659
905,1950,female,42,1176.11800000001
905,1950,male,42,1169.583
905,1950,female,43,1120.88
905,1950,male,43,1124.108
905,1950,female,44,1050.555
905,1950,male,44,1067.031
905,1950,female,45,982.975000000005
905,1950,male,45,1011.823
905,1950,female,46,910.577
905,1950,male,46,953.006999999999
905,1950,female,47,866.096999999999
905,1950,male,47,913.938
905,1950,female,48,866.361999999998
905,1950,male,48,906.703999999999
905,1950,female,49,894.599000000002
905,1950,male,49,919.387000000003
905,1950,female,50,918.379
905,1950,male,50,928.786
905,1950,female,51,945.560999999997
905,1950,male,51,940.499
905,1950,female,52,957.151000000001
905,1950,male,52,941.420999999998
905,1950,female,53,940.863999999995
905,1950,male,53,922.978999999999
905,1950,female,54,906.801000000006
905,1950,male,54,892.234000000002
905,1950,female,55,877.226
905,1950,male,55,864.378999999997
905,1950,female,56,847.550000000003
905,1950,male,56,835.883999999997
905,1950,female,57,820.752999999994
905,1950,male,57,810.532000000003
905,1950,female,58,800.497000000003
905,1950,male,58,791.568000000007
905,1950,female,59,784.153000000003
905,1950,male,59,776.146000000002
905,1950,female,60,764.666999999995
905,1950,male,60,758.078999999998
905,1950,female,61,742.569999999997
905,1950,male,61,738.503999999998
905,1950,female,62,722.107999999996
905,1950,male,62,716.582000000002
905,1950,female,63,704.407000000007
905,1950,male,63,691.237000000001
905,1950,female,64,687.486999999992
905,1950,male,64,663.053000000001
905,1950,female,65,669.57600000001
905,1950,male,65,634.573
905,1950,female,66,652.612
905,1950,male,66,606.379999999995
905,1950,female,67,626.181999999997
905,1950,male,67,573.122999999992
905,1950,female,68,585.425000000001
905,1950,male,68,532.759000000014
905,1950,female,69,535.789000000004
905,1950,male,69,488.156999999991
905,1950,female,70,487.151999999991
905,1950,male,70,443.98700000001
905,1950,female,71,437.031000000011
905,1950,male,71,399.009999999991
905,1950,female,72,393.427999999995
905,1950,male,72,358.931000000009
905,1950,female,73,361.163999999999
905,1950,male,73,326.977999999997
905,1950,female,74,336.316999999992
905,1950,male,74,300.568000000001
905,1950,female,75,310.662000000012
905,1950,male,75,274.155000000001
905,1950,female,76,286.450999999995
905,1950,male,76,249.130999999996
