geo,geo.name,geo.cat,geo.region,time,pop,gdp_per_cap,gini,u5mr
afg,Afghanistan,country,asi,1906,5217053,809,41.3,479.57
ago,Angola,country,afr,1906,3039157,984,38.5,480.98
alb,Albania,country,eur,1906,868119,1252,27.8,371.57
are,United Arab Emirates,country,asi,1906,49525,2182,43.8,430.26
arg,Argentina,country,ame,1906,5914644,8047,45.2,289.37
arm,Armenia,country,eur,1906,902977,849,36,303.14
aus,Australia,country,asi,1906,4086866,7518,40.4,118.9
aut,Austria,country,eur,1906,6356447,6374,37,328.51
aze,Azerbaijan,country,eur,1906,1927702,1470,44.1,295.12
bdi,Burundi,country,afr,1906,1654714,461,43.7,419.85
bel,Belgium,country,eur,1906,7232881,7326,49.9,210.45
ben,Benin,country,afr,1906,1473724,906,41.7,426.3
bfa,Burkina Faso,country,afr,1906,3110037,530,37.5,450.29
bgd,Bangladesh,country,asi,1906,30243335,1092,38.9,566.12
bgr,Bulgaria,country,eur,1906,4310557,2271,32,283.48
bhr,Bahrain,country,asi,1906,78733,2710,40,435.54
bih,Bosnia and Herzegovina,country,eur,1906,1803468,1152,45.6,375.13
blr,Belarus,country,eur,1906,5196303,1189,50,322.57
bol,Bolivia,country,ame,1906,1921290,1933,36.9,400.77
bra,Brazil,country,ame,1906,20618799,1456,25.9,413.4
btn,Bhutan,country,asi,1906,140708,748,47.7,424.18
bwa,Botswana,country,afr,1906,124023,603,35.6,393.36
caf,Central African Republic,country,afr,1906,727425,644,48.1,439.5
can,Canada,country,ame,1906,6371774,6423,40.8,205.35
che,Switzerland,country,eur,1906,3547152,10586,37,164.27
chl,Chile,country,ame,1906,3199102,3620,73,531.04
chn,China,country,asi,1906,407716763,898,36,413.4
civ,Cote d'Ivoire,country,afr,1906,1938933,1241,43.4,423.72
cmr,Cameroon,country,afr,1906,2403658,951,40.6,455.75
cod,"Congo, Dem. Rep.",country,afr,1906,9075938,751,42.1,418.56
cog,"Congo, Rep.",country,afr,1906,584901,776,40,404.56
col,Colombia,country,ame,1906,4627973,1212,54.7,413.4
com,Comoros,country,afr,1906,110125,775,44.6,412.14
cpv,Cape Verde,country,afr,1906,119764,765,47.9,390.89
cri,Costa Rica,country,ame,1906,339331,2032,44.9,377.53
cub,Cuba,country,ame,1906,2027331,2955,40.4,383.58
cyp,Cyprus,country,eur,1906,255737,2365,42,265.38
cze,Czech Republic,country,eur,1906,7563946,4312,39.2,290.67
deu,Germany,country,eur,1906,60536662,4858,43.1,300.8
dji,Djibouti,country,afr,1906,44036,1052,44.7,440.85
dnk,Denmark,country,eur,1906,2746270,6332,46.3,135.53
dom,Dominican Republic,country,ame,1906,627943,1066,44.6,440.85
dza,Algeria,country,afr,1906,5216308,1867,35.8,455.75
ecu,Ecuador,country,ame,1906,1584788,919,45.4,402.04
egy,Egypt,country,afr,1906,10824332,1333,40,400.77
eri,Eritrea,country,afr,1906,638117,664,48.4,436.86
esp,Spain,country,eur,1906,19362034,2832,34.3,282.71
est,Estonia,country,eur,1906,735046,1965,36,263.41
eth,Ethiopia,country,afr,1906,9767408,540,47.5,443.54
fin,Finland,country,eur,1906,2799127,3002,37.9,204.98
fji,Fiji,country,asi,1906,129759,1054,44.9,494.05
fra,France,country,eur,1906,41025023,4304,53.4,200.04
gab,Gabon,country,afr,1906,327914,406,45.9,431.58
gbr,United Kingdom,country,eur,1906,40309910,8341,41,190.09
