geo,geo.name,geo.cat,geo.region,time,pop,gdp_per_cap,gini,u5mr
afg,Afghanistan,country,asi,1856,3907598,683,36.23,477.1
ago,Angola,country,afr,1856,2044648,790,38.67,485.68
alb,Albania,country,eur,1856,532526,727,41.24,375.2
are,United Arab Emirates,country,asi,1856,40194,1230,40,434.46
arg,Argentina,country,ame,1856,1288705,2519,39.24,402.19
arm,Armenia,country,eur,1856,574715,592,38.25,344.98
aus,Australia,country,asi,1856,1030426,5054,43.18,390.99
aut,Austria,country,eur,1856,4123270,3084,36.16,391.57
aze,Azerbaijan,country,eur,1856,1225188,950,40,342.41
bdi,Burundi,country,afr,1856,1182094,440,43.69,423.95
bel,Belgium,country,eur,1856,4623539,4009,52.78,278.97
ben,Benin,country,afr,1856,905378,712,45.32,430.46
bfa,Burkina Faso,country,afr,1856,2165472,501,37.5,454.69
bgd,Bangladesh,country,asi,1856,23282226,879,44.34,507.88
bgr,Bulgaria,country,eur,1856,2522618,1304,47.83,341.38
bhr,Bahrain,country,asi,1856,64471,1639,40,439.79
bih,Bosnia and Herzegovina,country,eur,1856,1168920,784,40,378.8
blr,Belarus,country,eur,1856,3281046,757,52.8,365.67
bol,Bolivia,country,ame,1856,1419663,1204,40,404.69
bra,Brazil,country,ame,1856,7961250,1170,37.58,417.44
btn,Bhutan,country,asi,1856,107462,678,40,442.23
bwa,Botswana,country,afr,1856,121180,474,35.61,397.2
caf,Central African Republic,country,afr,1856,569944,506,45.25,443.79
can,Canada,country,ame,1856,2954923,2322,31.85,308.32
che,Switzerland,country,eur,1856,2456145,3934,49.9,344.77
chl,Chile,country,ame,1856,1563689,1475,62.35,417.44
chn,China,country,asi,1856,390178939,1013,35.22,500.35
civ,Cote d'Ivoire,country,afr,1856,1389975,1016,38.1,427.86
cmr,Cameroon,country,afr,1856,2070365,747,44.27,460.21
cod,"Congo, Dem. Rep.",country,afr,1856,6551908,611,42.12,422.65
cog,"Congo, Rep.",country,afr,1856,408577,673,46.44,408.51
col,Colombia,country,ame,1856,2155840,1060,58.94,417.44
com,Comoros,country,afr,1856,74790,737,36.31,416.16
cpv,Cape Verde,country,afr,1856,76945,619,40,394.71
cri,Costa Rica,country,ame,1856,109162,1162,40,441.12
cub,Cuba,country,ame,1856,1282464,1654,40,362.15
cyp,Cyprus,country,eur,1856,185559,1310,40,339.12
cze,Czech Republic,country,eur,1856,6295198,2511,50.32,379.99
deu,Germany,country,eur,1856,35279059,2343,42.57,410.94
dji,Djibouti,country,afr,1856,30142,898,40,445.15
dnk,Denmark,country,eur,1856,1618696,2967,50.68,199.8
dom,Dominican Republic,country,ame,1856,172873,813,40,445.15
dza,Algeria,country,afr,1856,3439624,1086,57.6,460.21
ecu,Ecuador,country,ame,1856,873992,668,40,405.96
egy,Egypt,country,afr,1856,6089810,936,57.6,404.69
eri,Eritrea,country,afr,1856,330828,585,40,441.12
esp,Spain,country,eur,1856,15326997,1767,32.2,311.79
est,Estonia,country,eur,1856,465551,1212,48.88,362.15
eth,Ethiopia,country,afr,1856,4908555,531,47.52,447.88
fin,Finland,country,eur,1856,1697751,1561,50.58,382.44
fji,Fiji,country,asi,1856,135067,889,40,498.88
fra,France,country,eur,1856,36989679,3228,55.43,268.57
gab,Gabon,country,afr,1856,214273,394,45.85,435.79
gbr,United Kingdom,country,eur,1856,23857026,5188,45.13,247.31
geo,Georgia,country,eur,1856,1492960,646,29.75,352.91
gha,Ghana,country,afr,1856,1691656,728,46.87,471.38
gin,Guinea,country,afr,1856,1352953,486,32.74,442.46
gmb,Gambia,country,afr,1856,135095,841,40,460.21
gnb,Guinea-Bissau,country,afr,1856,278180,803,49.85,417.44
gnq,Equatorial Guinea,country,afr,1856,90630,383,40,446.51
grc,Greece,country,eur,1856,3216341,1859,49.93,360.97
gtm,Guatemala,country,ame,1856,917269,1152,35.3,503.36
guy,Guyana,country,ame,1856,212731,1552,38.23,429.16
hnd,Honduras,country,ame,1856,362314,1071,40,393.46
hti,Haiti,country,ame,1856,1000672,916,40,485.81
hun,Hungary,country,eur,1856,5379627,1658,36.71,398.04
idn,Indonesia,country,asi,1856,23250935,1052,41.08,443.79
ind,India,country,asi,1856,201601782,1056,39.06,509.39
irl,Ireland,country,eur,1856,4507104,2423,32.31,292.49
irn,Iran,country,asi,1856,7837937,1049,58.98,506.38
irq,Iraq,country,asi,1856,1425952,1127,59.33,427.86
isr,Israel,country,asi,1856,221879,887,44.87,447.46
ita,Italy,country,eur,1856,25452906,2222,50.7,450.6
jam,Jamaica,country,ame,1856,429743,911,39.1,389.77
jor,Jordan,country,asi,1856,250498,1134,40,421.34
jpn,Japan,country,asi,1856,32743759,1151,45.82,363.32
kaz,Kazakhstan,country,asi,1856,2840746,1473,43.32,497.41
ken,Kenya,country,afr,1856,2580631,1017,46.31,507.88
kgz,Kyrgyz Republic,country,asi,1856,738000,699,45.95,378.66
