geo,geo.name,geo.cat,geo.region,time,pop,gdp_per_cap,gini,u5mr
afg,Afghanistan,country,asi,1941,7101412,979,35.4,447.52
ago,Angola,country,afr,1941,3956856,2373,50.4,439.3
alb,Albania,country,eur,1941,1139413,1807,24.6,235.96
are,United Arab Emirates,country,asi,1941,65259,1227,44.8,395.62
arg,Argentina,country,ame,1941,14419056,7042,41.6,122.32
arm,Armenia,country,eur,1941,1241575,1413,41.6,152.24
aus,Australia,country,asi,1941,7119447,11069,39.4,53.41
aut,Austria,country,eur,1941,6744056,7993,37.6,96.88
aze,Azerbaijan,country,eur,1941,2653829,2678,40.9,178.27
bdi,Burundi,country,afr,1941,2145108,493,44.9,382.2
bel,Belgium,country,eur,1941,8282385,6030,43.9,103.62
ben,Benin,country,afr,1941,2072000,1163,42.7,391.87
bfa,Burkina Faso,country,afr,1941,4009793,529,39.8,413.4
bgd,Bangladesh,country,asi,1941,37642122,1183,37.7,334.36
bgr,Bulgaria,country,eur,1941,6724888,2621,26,199.78
bhr,Bahrain,country,asi,1941,106258,6178,36.1,349.59
bih,Bosnia and Herzegovina,country,eur,1941,2448487,1256,45,232.09
blr,Belarus,country,eur,1941,7162666,2104,30.1,127.12
bol,Bolivia,country,ame,1941,2979579,2715,36.2,353.08
bra,Brazil,country,ame,1941,42480527,2351,39.9,311.25
btn,Bhutan,country,asi,1941,167562,825,47.2,410.74
bwa,Botswana,country,afr,1941,285247,778,41.6,354.28
caf,Central African Republic,country,afr,1941,992239,1055,45.8,420.33
can,Canada,country,ame,1941,11788510,9996,38.7,79.81
che,Switzerland,country,eur,1941,4246205,14403,40,54.27
chl,Chile,country,ame,1941,5203699,4484,60,325.58
chn,China,country,asi,1941,512550092,782,51.5,330.86
civ,Cote d'Ivoire,country,afr,1941,2455381,1838,39.2,387.62
cmr,Cameroon,country,afr,1941,3640394,1311,41.5,420.82
cod,"Congo, Dem. Rep.",country,afr,1941,11425312,1318,44.3,367.62
cog,"Congo, Rep.",country,afr,1941,753376,1498,38.3,377.45
col,Colombia,country,ame,1941,9694623,2799,54.4,242.79
com,Comoros,country,afr,1941,144776,801,38,378.97
cpv,Cape Verde,country,afr,1941,163596,792,47.6,301.26
