geo,geo.name,geo.cat,geo.region,time,pop,gdp_per_cap,gini,u5mr
afg,Afghanistan,country,asi,1994,15869967,725,36.6,156.8
ago,Angola,country,afr,1994,12648483,2669,57.4,225.5
alb,Albania,country,eur,1994,3140634,3457,46.8,34.6
are,United Arab Emirates,country,asi,1994,2238281,104855,45.1,13.6
arg,Argentina,country,ame,1994,34558114,11108,45.9,24.1
arm,Armenia,country,eur,1994,3289943,1988,51.6,40.6
aus,Australia,country,asi,1994,17932214,29580,31.1,7.3
aut,Austria,country,eur,1994,7929911,32660,31.5,7.4
aze,Azerbaijan,country,eur,1994,7675128,3808,36.5,95.5
bdi,Burundi,country,afr,1994,6134041,921,36.4,172.5
bel,Belgium,country,eur,1994,10130251,32077,28,8.2
ben,Benin,country,afr,1994,5786794,1364,37.7,162.4
bfa,Burkina Faso,country,afr,1994,9816586,845,50.7,201.1
bgd,Bangladesh,country,asi,1994,115913710,1383,32.6,119.9
bgr,Bulgaria,country,eur,1994,8451626,8207,24.3,23.1
bhr,Bahrain,country,asi,1994,549151,42712,35,19.6
bih,Bosnia and Herzegovina,country,eur,1994,3992256,1574,26.2,15.6
blr,Belarus,country,eur,1994,10190064,5869,24.5,17.5
bol,Bolivia,country,ame,1994,7418864,3975,56,106.2
bra,Brazil,country,ame,1994,160260508,10802,59.8,49.8
btn,Bhutan,country,asi,1994,511382,2723,46.9,110.8
bwa,Botswana,country,afr,1994,1539135,8449,61,57.9
caf,Central African Republic,country,afr,1994,3253698,841,55.5,176.2
can,Canada,country,ame,1994,28995822,31505,28.7,7.2
che,Switzerland,country,eur,1994,6959860,44823,29.5,6.7
chl,Chile,country,ame,1994,13987999,11725,56.4,14
chn,China,country,asi,1994,1216067023,2323,44.7,49.3
civ,Cote d'Ivoire,country,afr,1994,13953779,2851,38,149.3
cmr,Cameroon,country,afr,1994,13546823,2160,44.6,147.1
cod,"Congo, Dem. Rep.",country,afr,1994,40804011,742,44,178.3
cog,"Congo, Rep.",country,afr,1994,2649964,4659,45.4,103.8
col,Colombia,country,ame,1994,36823539,8366,55,31
com,Comoros,country,afr,1994,466309,1451,51,110.5
cpv,Cape Verde,country,afr,1994,378763,2120,50.1,58.6
cri,Costa Rica,country,ame,1994,3425692,8378,46.8,15.5
cub,Cuba,country,ame,1994,10853435,9018,36.8,10.9
cyp,Cyprus,country,eur,1994,837166,25380,27.7,9.6
cze,Czech Republic,country,eur,1994,10339439,17964,25,11.2
deu,Germany,country,eur,1994,81206786,33375,26.8,6.8
dji,Djibouti,country,afr,1994,649878,2440,43.6,111.5
dnk,Denmark,country,eur,1994,5211321,35766,21.6,6.9
dom,Dominican Republic,country,ame,1994,7753052,5973,49.8,51.2
dza,Algeria,country,afr,1994,28362015,9006,36.5,43.5
ecu,Ecuador,country,ame,1994,11196476,7805,54.3,46.3
egy,Egypt,country,afr,1994,61272847,6360,43.4,68.9
eri,Eritrea,country,afr,1994,3147871,1416,47.5,124.1
esp,Spain,country,eur,1994,39641740,25015,32.9,8.9
est,Estonia,country,eur,1994,1457145,9870,37.3,16.8
eth,Ethiopia,country,afr,1994,55366517,562,35,182
fin,Finland,country,eur,1994,5086499,26301,21.5,5.5
fji,Fiji,country,asi,1994,765666,6002,45.2,26.6
fra,France,country,eur,1994,57991973,30303,32.4,7
gab,Gabon,country,afr,1994,1058625,19298,49.6,88.6
gbr,United Kingdom,country,eur,1994,57736667,27691,33.7,7.4
geo,Georgia,country,eur,1994,5156079,2181,36.9,45.2
gha,Ghana,country,afr,1994,16339344,2036,41.1,115.1
gin,Guinea,country,afr,1994,7536389,1046,44.9,212.9
gmb,Gambia,country,afr,1994,1036627,1475,48.7,147.5
gnb,Guinea-Bissau,country,afr,1994,1155111,1599,44.8,210.4
gnq,Equatorial Guinea,country,afr,1994,433197,1586,50.5,174.6
grc,Greece,country,eur,1994,10542970,21147,35.2,10.5
gtm,Guatemala,country,ame,1994,10106463,5691,59,66.4
guy,Guyana,country,ame,1994,723230,4331,47.6,54.1
hnd,Honduras,country,ame,1994,5455481,3293,55,48.4
hti,Haiti,country,ame,1994,7674911,1621,58,129.1
hun,Hungary,country,eur,1994,10361134,14852,29.9,14.7
idn,Indonesia,country,asi,1994,193939912,5727,35.2,70.1
ind,India,country,asi,1994,942604211,1959,38.6,112.1
irl,Ireland,country,eur,1994,3620616,25156,36.9,7.4
irn,Iran,country,asi,1994,59501292,10344,43,47.4
irq,Iraq,country,asi,1994,19606895,6420,39.4,50
isr,Israel,country,asi,1994,5163901,19010,38.1,9.2
ita,Italy,country,eur,1994,57119163,31813,29,8
jam,Jamaica,country,ame,1994,2466903,8514,61,26.9
jor,Jordan,country,asi,1994,4154813,7312,43.1,32.4
jpn,Japan,country,asi,1994,124101546,30746,33,5.9
kaz,Kazakhstan,country,asi,1994,16123445,8647,31.3,53.1
ken,Kenya,country,afr,1994,26608089,2168,42.1,105.8
kgz,Kyrgyz Republic,country,asi,1994,4543602,1812,37.7,63
khm,Cambodia,country,asi,1994,10355253,1058,38.3,120
kor,South Korea,country,asi,1994,44342530,15577,33,5.8
kwt,Kuwait,country,asi,1994,1691891,75577,39.3,15.2
lao,Lao,country,asi,1994,4742685,1828,33.2,144.7
lbn,Lebanon,country,asi,1994,2974647,11729,45.3,27
lbr,Liberia,country,afr,1994,2019148,153,39.7,245.5
lby,Libya,country,afr,1994,4785488,27202,38.8,34.4
lka,Sri Lanka,country,asi,1994,18099591,3915,31.5,20.8
lso,Lesotho,country,afr,1994,1725118,1461,63.2,86.4
ltu,Lithuania,country,eur,1994,3652120,9599,33.2,18.4
lux,Luxembourg,country,eur,1994,402431,64557,26.7,6.8
lva,Latvia,country,eur,1994,2525444,8081,29,24
mar,Morocco,country,afr,1994,26747660,4197,39.5,66.4
mda,Moldova,country,eur,1994,4357283,2620,43.5,37
mdg,Madagascar,country,afr,1994,13039754,1422,45.3,142.9
mex,Mexico,country,ame,1994,92663664,13516,51.9,37.2
mkd,"Macedonia, FYR",country,eur,1994,1956165,7779,33.4,27.8
mli,Mali,country,afr,1994,9383608,1087,50.5,242
mmr,Myanmar,country,asi,1994,44164109,1839,44.3,98.2
mne,Montenegro,country,eur,1994,620088,6788,32,15.2
mng,Mongolia,country,asi,1994,2280495,4020,35.9,89
moz,Mozambique,country,afr,1994,15363065,468,46,218.5
mrt,Mauritania,country,afr,1994,2266745,2660,43.7,113.9
mus,Mauritius,country,afr,1994,1114140,8764,37.1,21.6
mwi,Malawi,country,afr,1994,9725612,514,51.3,206.4
mys,Malaysia,country,asi,1994,20205992,13107,48.2,13.8
nam,Namibia,country,afr,1994,1605828,5850,72.9,64.9
ner,Niger,country,afr,1994,9039088,818,41.5,292.2
nga,Nigeria,country,afr,1994,105753088,2817,45.2,209.7
nic,Nicaragua,country,ame,1994,4520727,2833,48,55.5
nld,Netherlands,country,eur,1994,15347792,34348,23.1,7.1
nor,Norway,country,eur,1994,4334434,48850,30.7,6.1
npl,Nepal,country,asi,1994,20859421,1393,36,113.7
nzl,New Zealand,country,asi,1994,3623181,24716,33.9,9.1
omn,Oman,country,asi,1994,2139539,38131,40.9,26.8
pak,Pakistan,country,asi,1994,119564925,3183,39.2,128.3
pan,Panama,country,ame,1994,2682720,8823,54,28.4
per,Peru,country,ame,1994,23619358,5875,44.9,62
phl,Philippines,country,asi,1994,68240134,3882,42.9,47.4
png,Papua New Guinea,country,asi,1994,4596131,2270,50.4,84.1
pol,Poland,country,eur,1994,38553355,10386,28.6,15.5
prk,North Korea,country,asi,1994,21478544,1605,46.9,67.7
prt,Portugal,country,eur,1994,10033600,21146,37,10.5
pry,Paraguay,country,ame,1994,4651222,6306,53,40.5
pse,West Bank and Gaza,country,asi,1994,2501613,2722,36,37.2
qat,Qatar,country,asi,1994,495179,76944,43.7,16.1
rou,Romania,country,eur,1994,23115921,9794,28.2,33.2
rus,Russia,country,eur,1994,148416292,12535,42.2,26.4
rwa,Rwanda,country,afr,1994,5995987,509,46,293.8
sau,Saudi Arabia,country,asi,1994,18373412,36526,42.4,31.8
sdn,Sudan,country,afr,1994,23805536,1879,35.8,120.2
sds,South Sudan,country,afr,1994,5425099,2125,35.79,230.3
sen,Senegal,country,afr,1994,8475136,1731,41.4,140.6
sgp,Singapore,country,asi,1994,3389119,43231,41.5,5.4
slb,Solomon Islands,country,asi,1994,349250,2171,46.5,36.2
sle,Sierra Leone,country,afr,1994,3858559,1124,41.2,259.9
slv,El Salvador,country,ame,1994,5528012,5318,51,47.4
som,Somalia,country,afr,1994,6278911,644,39.8,174.4
srb,Serbia,country,eur,1994,9863781,6786,33.6,21.8
sur,Suriname,country,ame,1994,438280,9873,59.4,42.2
svk,Slovak Republic,country,eur,1994,5350643,12204,26.3,15
svn,Slovenia,country,eur,1994,1995615,17576,23.2,7.9
swe,Sweden,country,eur,1994,8788696,30000,25.2,5.2
swz,Swaziland,country,afr,1994,944223,4909,60.7,75.7
syr,Syria,country,asi,1994,13941025,4693,40.2,30.9
tcd,Chad,country,afr,1994,6773104,1066,41.4,204.8
tgo,Togo,country,afr,1994,4180689,1138,44.8,137.7
tha,Thailand,country,asi,1994,58722767,8529,43.5,29.7
tjk,Tajikistan,country,asi,1994,5702611,1465,49.8,121.4
tkm,Turkmenistan,country,asi,1994,4095512,5094,42,89.6
tls,Timor-Leste,country,asi,1994,842752,1365,34.5,147
tto,Trinidad and Tobago,country,ame,1994,1250316,13562,40.2,29.2
tun,Tunisia,country,afr,1994,8956590,6031,40.7,47.5
tur,Turkey,country,eur,1994,57608769,10857,49,58.8
tza,Tanzania,country,afr,1994,29030288,1362,35,156.4
uga,Uganda,country,afr,1994,19791266,842,44.1,161.1
ukr,Ukraine,country,eur,1994,51052752,5732,36.4,20.2
ury,Uruguay,country,ame,1994,3201604,11766,41.4,21.1
usa,United States,country,ame,1994,263301323,38892,36.6,9.8
uzb,Uzbekistan,country,asi,1994,22276140,2274,47.2,70.2
ven,Venezuela,country,ame,1994,21726808,15124,44,26.8
vnm,Vietnam,country,asi,1994,73923849,1895,36.3,43
yem,Yemen,country,asi,1994,14633091,3598,39.8,113.2
zaf,South Africa,country,afr,1994,40558495,9643,58,61
zmb,Zambia,country,afr,1994,9018229,2098,49.2,177.7
zwe,Zimbabwe,country,afr,1994,11476807,2456,53.5,79.2
