geo,geo.name,geo.cat,geo.region,time,pop,gdp_per_cap,gini,u5mr
afg,Afghanistan,country,asi,1804,3280000,603,30.5,468.58
ago,Angola,country,afr,1804,1567028,628,48.9,485.68
alb,Albania,country,eur,1804,415624,668,41.2,375.2
are,United Arab Emirates,country,asi,1804,40153,1013,44.9,434.46
arg,Argentina,country,ame,1804,534000,1508,47.1,402.19
arm,Armenia,country,eur,1804,413326,514,29.1,369.26
aus,Australia,country,asi,1804,347543,822,41.3,390.99
aut,Austria,country,eur,1804,3237623,1878,53.4,333.16
aze,Azerbaijan,country,eur,1804,879960,775,32.3,380.87
bdi,Burundi,country,afr,1804,899097,420,43.7,423.95
bel,Belgium,country,eur,1804,3195197,2414,62.4,322.4
ben,Benin,country,afr,1804,636559,597,48,430.46
bfa,Burkina Faso,country,afr,1804,1665421,480,37.5,454.69
bgd,Bangladesh,country,asi,1804,19379461,876,41.8,507.88
bgr,Bulgaria,country,eur,1804,2029818,1090,47.8,368.01
bhr,Bahrain,country,asi,1804,64474,1256,44.9,439.79
bih,Bosnia and Herzegovina,country,eur,1804,851806,669,27.1,378.8
blr,Belarus,country,eur,1804,2355081,609,57.9,365.67
bol,Bolivia,country,ame,1804,1100000,854,36.9,404.69
bra,Brazil,country,ame,1804,3798603,1109,40.1,417.44
btn,Bhutan,country,asi,1804,89989,630,46.9,461.82
bwa,Botswana,country,afr,1804,121000,397,35.6,397.2
caf,Central African Republic,country,afr,1804,479444,424,45.2,443.79
can,Canada,country,ame,1804,676502,1347,45.1,333.47
che,Switzerland,country,eur,1804,1856975,2703,41.7,344.77
chl,Chile,country,ame,1804,771447,1027,47.1,417.44
chn,China,country,asi,1804,332750607,985,44.2,417.44
civ,Cote d'Ivoire,country,afr,1804,1088530,825,38.1,427.86
cmr,Cameroon,country,afr,1804,1860054,626,56.2,460.21
cod,"Congo, Dem. Rep.",country,afr,1804,5163819,493,42.1,422.65
cog,"Congo, Rep.",country,afr,1804,314465,581,51.1,408.51
col,Colombia,country,ame,1804,1206000,963,58.9,417.44
com,Comoros,country,afr,1804,56346,699,36.3,416.16
cpv,Cape Verde,country,afr,1804,55716,530,50.4,394.71
cri,Costa Rica,country,ame,1804,54466,775,49.7,441.12
cub,Cuba,country,ame,1804,388620,905,36.7,408.51
cyp,Cyprus,country,eur,1804,184471,854,29.6,339.12
cze,Czech Republic,country,eur,1804,5516349,1917,34.9,379.99
deu,Germany,country,eur,1804,23277009,1686,53,340.25
dji,Djibouti,country,afr,1804,22848,762,41.7,445.15
dnk,Denmark,country,eur,1804,1080399,2028,61,375.2
dom,Dominican Republic,country,ame,1804,89000,667,40.4,445.15
dza,Algeria,country,afr,1804,2539318,719,57.7,460.21
ecu,Ecuador,country,ame,1804,500000,530,38.4,405.96
egy,Egypt,country,afr,1804,4233565,791,57.7,404.69
eri,Eritrea,country,afr,1804,205010,532,45.2,441.12
esp,Spain,country,eur,1804,11677172,1519,38,450.6
est,Estonia,country,eur,1804,334136,942,48.9,362.15
eth,Ethiopia,country,afr,1804,2948990,523,47.5,447.88
fin,Finland,country,eur,1804,1013244,1253,50.6,420.04
fji,Fiji,country,asi,1804,131386,785,47.5,498.88
fra,France,country,eur,1804,29724666,1817,59,390.99
gab,Gabon,country,afr,1804,158227,390,45.9,435.79
gbr,United Kingdom,country,eur,1804,12965089,3291,59.3,321.31
geo,Georgia,country,eur,1804,1072178,543,29.7,393.49
gha,Ghana,country,afr,1804,2016034,698,58.4,471.38
gin,Guinea,country,afr,1804,983959,450,32.7,450.6
gmb,Gambia,country,afr,1804,103274,815,45.1,460.21
gnb,Guinea-Bissau,country,afr,1804,218167,778,49.8,417.44
gnq,Equatorial Guinea,country,afr,1804,80377,357,45.3,446.51
grc,Greece,country,eur,1804,2182403,1381,49.9,360.97
gtm,Guatemala,country,ame,1804,483423,858,35.3,503.36
guy,Guyana,country,ame,1804,166034,1215,38.2,429.16
hnd,Honduras,country,ame,1804,130777,675,61.1,393.46
hti,Haiti,country,ame,1804,723000,634,41.7,486.36
hun,Hungary,country,eur,1804,3620408,1250,47.4,368.01
idn,Indonesia,country,asi,1804,16277868,995,51.7,443.79
ind,India,country,asi,1804,169908450,1052,32.8,509.39
irl,Ireland,country,eur,1804,4245511,1448,44.6,348.22
irn,Iran,country,asi,1804,6326731,978,57.7,506.38
irq,Iraq,country,asi,1804,1080117,970,57.7,427.86
isr,Israel,country,asi,1804,209954,880,44.9,447.96
ita,Italy,country,eur,1804,19085518,2433,60.5,457.41
jam,Jamaica,country,ame,1804,401000,1171,39.1,389.77
jor,Jordan,country,asi,1804,217000,977,39,421.34
jpn,Japan,country,asi,1804,30434206,1056,53.2,363.32
kaz,Kazakhstan,country,asi,1804,2041282,1145,43.3,497.41
ken,Kenya,country,afr,1804,2574000,864,46.3,507.88
kgz,Kyrgyz Republic,country,asi,1804,530343,508,46,382.43
khm,Cambodia,country,asi,1804,2090000,904,38.8,379.99
kor,South Korea,country,asi,1804,9395000,573,32.1,503.36
kwt,Kuwait,country,asi,1804,81280,1114,44.9,500.35
lao,Lao,country,asi,1804,470000,865,38.4,418.74
lbn,Lebanon,country,asi,1804,332000,1085,57.7,447.88
lbr,Liberia,country,afr,1804,313543,797,38.5,429.16
lby,Libya,country,afr,1804,532771,1050,44.9,404.69
lka,Sri Lanka,country,asi,1804,1213000,899,48,409.79
lso,Lesotho,country,afr,1804,276361,394,55.8,407.24
ltu,Lithuania,country,eur,1804,778655,1276,48.9,458.81
lux,Luxembourg,country,eur,1804,127030,1454,26.4,357.45
lva,Latvia,country,eur,1804,590588,754,48.9,404.69
mar,Morocco,country,afr,1804,2539318,715,57.7,403.44
mda,Moldova,country,eur,1804,712558,621,47.8,393.86
mdg,Madagascar,country,afr,1804,1570144,573,41,437.13
