geo,geo.name,geo.cat,geo.region,time,pop,gdp_per_cap,gini,u5mr
afg,Afghanistan,country,asi,1812,3282342,604,30.51,469.98
ago,Angola,country,afr,1812,1568660,651,48.93,485.68
alb,Albania,country,eur,1812,426340,669,41.24,375.2
are,United Arab Emirates,country,asi,1812,40153,1043,40,434.46
arg,Argentina,country,ame,1812,535875,1510,47.1,402.19
arm,Armenia,country,eur,1812,413869,515,29.12,365.42
aus,Australia,country,asi,1812,340480,837,41.31,390.99
aut,Austria,country,eur,1812,3304214,1939,53.35,295.89
aze,Azerbaijan,country,eur,1812,881121,777,40,374.68
bdi,Burundi,country,afr,1812,900096,423,43.69,423.95
bel,Belgium,country,eur,1812,3315795,2417,62.44,321.31
ben,Benin,country,afr,1812,637451,598,47.95,430.46
bfa,Burkina Faso,country,afr,1812,1667161,480,37.5,454.69
bgd,Bangladesh,country,asi,1812,19695201,875,41.83,507.88
bgr,Bulgaria,country,eur,1812,2107719,1091,47.83,364.49
bhr,Bahrain,country,asi,1812,64474,1300,40,439.79
bih,Bosnia and Herzegovina,country,eur,1812,852880,670,40,378.8
blr,Belarus,country,eur,1812,2358186,612,57.85,365.67
bol,Bolivia,country,ame,1812,1101172,855,40,404.69
bra,Brazil,country,ame,1812,4149685,1111,47.1,417.44
btn,Bhutan,country,asi,1812,90051,631,40,458.75
bwa,Botswana,country,afr,1812,121000,398,35.61,397.2
caf,Central African Republic,country,afr,1812,479772,425,45.25,443.79
can,Canada,country,ame,1812,747795,1417,45.14,333.47
che,Switzerland,country,eur,1812,1921449,2706,41.73,344.77
chl,Chile,country,ame,1812,773997,1028,47.1,417.44
chn,China,country,asi,1812,356451049,985,44.85,417.44
civ,Cote d'Ivoire,country,afr,1812,1089591,852,38.1,427.86
cmr,Cameroon,country,afr,1812,1860845,627,56.15,460.21
cod,"Congo, Dem. Rep.",country,afr,1812,5168717,509,42.12,422.65
cog,"Congo, Rep.",country,afr,1812,314793,595,51.07,408.51
col,Colombia,country,ame,1812,1209135,964,58.94,417.44
com,Comoros,country,afr,1812,56410,705,36.31,416.16
cpv,Cape Verde,country,afr,1812,55788,530,40,394.71
cri,Costa Rica,country,ame,1812,58655,776,40,441.12
cub,Cuba,country,ame,1812,496344,993,40,393.46
cyp,Cyprus,country,eur,1812,184629,855,40,339.12
cze,Czech Republic,country,eur,1812,5519241,1919,34.91,379.99
deu,Germany,country,eur,1812,24120997,1784,51.03,340.25
dji,Djibouti,country,afr,1812,22873,781,40,445.15
dnk,Denmark,country,eur,1812,1118457,2058,54.14,366.84
dom,Dominican Republic,country,ame,1812,89213,668,40,445.15
dza,Algeria,country,afr,1812,2614945,727,57.71,460.21
ecu,Ecuador,country,ame,1812,501182,530,40,405.96
egy,Egypt,country,afr,1812,4220390,792,57.71,404.69
eri,Eritrea,country,afr,1812,205401,533,40,441.12
