geo,geo.name,geo.cat,geo.region,time,pop,gdp_per_cap,gini,u5mr
afg,Afghanistan,country,asi,1865,4065170,704,44.81,478.53
ago,Angola,country,afr,1865,2196360,822,36.1,485.68
alb,Albania,country,eur,1865,580745,742,41.24,375.2
are,United Arab Emirates,country,asi,1865,40418,1272,40,434.46
arg,Argentina,country,ame,1865,1616818,2861,47.57,402.19
arm,Armenia,country,eur,1865,623549,613,51.94,340.95
aus,Australia,country,asi,1865,1505275,4579,45.99,257.57
aut,Austria,country,eur,1865,4388197,3321,36.31,438.48
aze,Azerbaijan,country,eur,1865,1329635,998,40,336.16
bdi,Burundi,country,afr,1865,1256296,444,43.69,423.95
bel,Belgium,country,eur,1865,4922694,4533,52.8,317.52
ben,Benin,country,afr,1865,988614,744,44.66,430.46
bfa,Burkina Faso,country,afr,1865,2311601,506,37.5,454.69
bgd,Bangladesh,country,asi,1865,24181704,880,48.1,507.88
bgr,Bulgaria,country,eur,1865,2589082,1363,47.83,336.86
bhr,Bahrain,country,asi,1865,64726,1815,40,439.79
bih,Bosnia and Herzegovina,country,eur,1865,1264077,788,40,378.8
blr,Belarus,country,eur,1865,3564952,798,51,365.67
bol,Bolivia,country,ame,1865,1495512,1311,40,404.69
bra,Brazil,country,ame,1865,9164571,1429,38.62,417.44
btn,Bhutan,country,asi,1865,112819,690,40,438.93
bwa,Botswana,country,afr,1865,121450,495,35.61,397.2
caf,Central African Republic,country,afr,1865,595569,529,45.25,443.79
can,Canada,country,ame,1865,3539073,2603,39.53,300.84
che,Switzerland,country,eur,1865,2585037,5028,50.43,344.77
chl,Chile,country,ame,1865,1808759,1751,60.45,417.44
chn,China,country,asi,1865,369166470,1066,38.86,429.16
civ,Cote d'Ivoire,country,afr,1865,1475985,1054,38.1,427.86
cmr,Cameroon,country,afr,1865,2126796,780,41.3,460.21
cod,"Congo, Dem. Rep.",country,afr,1865,6948540,634,42.12,422.65
cog,"Congo, Rep.",country,afr,1865,435895,691,45.29,408.51
col,Colombia,country,ame,1865,2340621,1085,58.94,417.44
com,Comoros,country,afr,1865,80198,744,36.31,416.16
cpv,Cape Verde,country,afr,1865,83341,643,40,394.71
cri,Costa Rica,country,ame,1865,125826,1285,40,441.12
cub,Cuba,country,ame,1865,1371334,1836,40,394.71
cyp,Cyprus,country,eur,1865,185824,1457,40,339.12
cze,Czech Republic,country,eur,1865,6506960,2602,52.94,379.99
deu,Germany,country,eur,1865,37849668,2711,46.12,539.16
dji,Djibouti,country,afr,1865,32276,924,40,445.15
dnk,Denmark,country,eur,1865,1790093,3286,49.48,266.75
dom,Dominican Republic,country,ame,1865,217037,854,40,445.15
dza,Algeria,country,afr,1865,3666770,1197,49.35,460.21
ecu,Ecuador,country,ame,1865,971357,708,40,405.96
egy,Egypt,country,afr,1865,6669502,976,49.35,404.69
eri,Eritrea,country,afr,1865,372529,598,40,441.12
esp,Spain,country,eur,1865,15926702,1871,33.1,326.89
est,Estonia,country,eur,1865,505555,1284,48.88,351.67
eth,Ethiopia,country,afr,1865,5558803,532,47.52,447.88
fin,Finland,country,eur,1865,1780288,1582,50.58,357.14
fji,Fiji,country,asi,1865,132092,917,40,498.88
fra,France,country,eur,1865,37778268,3333,57.08,283.25
gab,Gabon,country,afr,1865,231374,394,45.85,435.79
gbr,United Kingdom,country,eur,1865,26167427,5527,47.6,266.94
geo,Georgia,country,eur,1865,1620722,674,29.75,346.32
gha,Ghana,country,afr,1865,1631317,733,52.78,471.38
gin,Guinea,country,afr,1865,1464214,495,32.74,441.12
gmb,Gambia,country,afr,1865,144450,846,40,460.21
gnb,Guinea-Bissau,country,afr,1865,296520,808,49.85,417.44
gnq,Equatorial Guinea,country,afr,1865,93436,388,40,446.51
grc,Greece,country,eur,1865,3488199,1925,49.93,360.97
gtm,Guatemala,country,ame,1865,1021039,1240,35.3,503.36
guy,Guyana,country,ame,1865,225987,1649,38.23,429.16
hnd,Honduras,country,ame,1865,391300,1202,40,393.46
hti,Haiti,country,ame,1865,1097651,1004,40,485.71
hun,Hungary,country,eur,1865,5715459,1779,42.11,364.1
idn,Indonesia,country,asi,1865,25619029,1067,39.74,443.79
ind,India,country,asi,1865,209277755,1057,39.57,509.39
irl,Ireland,country,eur,1865,3991109,2755,36.31,145.6
irn,Iran,country,asi,1865,8183060,1067,52.8,506.38
irq,Iraq,country,asi,1865,1527881,1169,53.68,427.86
isr,Israel,country,asi,1865,240229,888,44.87,447.37
ita,Italy,country,eur,1865,26980519,2598,50.95,447.97
jam,Jamaica,country,ame,1865,473211,906,39.1,389.77
jor,Jordan,country,asi,1865,258962,1177,40,421.34
jpn,Japan,country,asi,1865,33832215,1190,45.91,363.32
kaz,Kazakhstan,country,asi,1865,3083086,1561,43.32,512.4
ken,Kenya,country,afr,1865,2590579,1046,46.31,507.88
kgz,Kyrgyz Republic,country,asi,1865,801117,756,45.95,378.01
khm,Cambodia,country,asi,1865,2328371,968,40,379.99
kor,South Korea,country,asi,1865,9699600,539,32.13,503.36
kwt,Kuwait,country,asi,1865,81206,1399,40,500.35
lao,Lao,country,asi,1865,722813,965,38.41,418.74
lbn,Lebanon,country,asi,1865,451988,1495,49.35,447.88
lbr,Liberia,country,afr,1865,456019,902,40,429.16
lby,Libya,country,afr,1865,686073,1828,40,404.69
lka,Sri Lanka,country,asi,1865,2637081,1267,47.95,409.79
lso,Lesotho,country,afr,1865,387741,408,40,407.24
ltu,Lithuania,country,eur,1865,1179356,1739,48.88,458.81
lux,Luxembourg,country,eur,1865,170410,2480,40,357.45
lva,Latvia,country,eur,1865,894634,1028,48.88,383.66
mar,Morocco,country,afr,1865,3654312,775,52.26,403.44
mda,Moldova,country,eur,1865,1076559,795,47.83,351.66
mdg,Madagascar,country,afr,1865,2286914,714,41.01,437.13
mex,Mexico,country,ame,1865,8858122,1251,46.23,487.15
mkd,"Macedonia, FYR",country,eur,1865,584699,937,32.52,387.04
mli,Mali,country,afr,1865,2132754,614,47.16,494.48
mmr,Myanmar,country,asi,1865,4260158,848,42.17,433.13
mne,Montenegro,country,eur,1865,188149,1437,40,375.2
mng,Mongolia,country,asi,1865,662374,641,40,420.04
