geo,geo.name,geo.cat,geo.region,time,pop,gdp_per_cap,gini,u5mr
afg,Afghanistan,country,asi,1921,5869464,862,39.8,465.13
ago,Angola,country,afr,1921,3412295,1284,47.9,464.6
alb,Albania,country,eur,1921,969105,1535,26.9,358.91
are,United Arab Emirates,country,asi,1921,55165,2205,44.2,415.62
arg,Argentina,country,ame,1921,9117152,6886,45.7,179.05
arm,Armenia,country,eur,1921,1034467,504,38.5,253.35
aus,Australia,country,asi,1921,5472620,8100,41.4,89.67
aut,Austria,country,eur,1921,6495399,5263,37.2,253.24
aze,Azerbaijan,country,eur,1921,2209444,660,42.8,254.93
bdi,Burundi,country,afr,1921,1837804,468,46.2,405.54
bel,Belgium,country,eur,1921,7535708,7737,51.3,157.54
ben,Benin,country,afr,1921,1705589,993,43.9,413.49
bfa,Burkina Faso,country,afr,1921,3467272,538,40,435.51
bgd,Bangladesh,country,asi,1921,32729816,1133,38.4,506.72
bgr,Bulgaria,country,eur,1921,5164135,1755,29.4,263.07
bhr,Bahrain,country,asi,1921,88182,2748,38.3,420.56
bih,Bosnia and Herzegovina,country,eur,1921,2054859,1136,45.4,356.62
blr,Belarus,country,eur,1921,5963948,535,35.5,227.53
bol,Bolivia,country,ame,1921,2366072,2228,36.9,386.76
bra,Brazil,country,ame,1921,28235223,1702,35.9,398.01
btn,Bhutan,country,asi,1921,152165,771,47.5,418.91
bwa,Botswana,country,afr,1921,156438,663,38.1,378.04
caf,Central African Republic,country,afr,1921,782301,766,47.1,426.11
can,Canada,country,ame,1921,8967243,5587,41.4,143.86
che,Switzerland,country,eur,1921,3867353,10301,38.5,95.34
chl,Chile,country,ame,1921,3807211,3495,73.6,451.51
chn,China,country,asi,1921,465534253,1017,42.9,399.31
civ,Cote d'Ivoire,country,afr,1921,2143753,1413,41.6,408.9
cmr,Cameroon,country,afr,1921,2513552,1060,43.5,440.89
cod,"Congo, Dem. Rep.",country,afr,1921,10011824,902,43.4,404.3
cog,"Congo, Rep.",country,afr,1921,651601,945,39.4,391.58
col,Colombia,country,ame,1921,6560266,1826,58,270.96
com,Comoros,country,afr,1921,123741,787,41.8,398.09
cpv,Cape Verde,country,afr,1921,136818,812,47.8,377.57
cri,Costa Rica,country,ame,1921,428753,2275,46.3,354.33
cub,Cuba,country,ame,1921,3155118,4187,39,333.1
cyp,Cyprus,country,eur,1921,311925,2766,41.4,229.33
cze,Czech Republic,country,eur,1921,7991834,4789,40,208.03
deu,Germany,country,eur,1921,62737580,4969,44.9,212.85
dji,Djibouti,country,afr,1921,49362,1356,43.3,425.83
