geo,geo.name,geo.cat,geo.region,time,pop,gdp_per_cap,gini,u5mr
afg,Afghanistan,country,asi,1971,11412821,1092,30.2,302.1
ago,Angola,country,afr,1971,6437645,5614,52.8,259.32
alb,Albania,country,eur,1971,2202040,3849,26.1,105.71
are,United Arab Emirates,country,asi,1971,275160,41464,45.1,89.1
arg,Argentina,country,ame,1971,24366442,10167,35.5,71.5
arm,Armenia,country,eur,1971,2580894,3589,49.3,73.1
aus,Australia,country,asi,1971,13150591,20176,31.6,20.9
aut,Austria,country,eur,1971,7543451,18698,44.2,28.7
aze,Azerbaijan,country,eur,1971,5287272,7416,35.1,72.93
bdi,Burundi,country,afr,1971,3507593,827,37,247.5
bel,Belgium,country,eur,1971,9692900,19548,33,23
ben,Benin,country,afr,1971,2971941,1180,44.4,261.8
bfa,Burkina Faso,country,afr,1971,5723379,810,38.7,317.3
bgd,Bangladesh,country,asi,1971,66417450,1142,31,223
bgr,Bulgaria,country,eur,1971,8546810,8186,20.6,37.3
bhr,Bahrain,country,asi,1971,220808,31102,35,69.3
bih,Bosnia and Herzegovina,country,eur,1971,3790948,2732,35.9,71.87
blr,Belarus,country,eur,1971,9113278,5549,23.1,23.51
bol,Bolivia,country,ame,1971,4600596,3727,52.4,225.3
bra,Brazil,country,ame,1971,98402200,6463,57.1,130.1
btn,Bhutan,country,asi,1971,301653,1059,47,264.2
bwa,Botswana,country,afr,1971,715811,1810,49.1,123.1
caf,Central African Republic,country,afr,1971,1864757,1285,51.9,216.7
can,Canada,country,ame,1971,21790338,20688,31.3,21
che,Switzerland,country,eur,1971,6221634,37621,40.5,17.6
chl,Chile,country,ame,1971,9741579,7906,48.2,78.4
chn,China,country,asi,1971,829367784,876,31.7,107.7
civ,Cote d'Ivoire,country,afr,1971,5487594,3983,46.7,233.6
cmr,Cameroon,country,afr,1971,6948847,2190,46.5,204.5
cod,"Congo, Dem. Rep.",country,afr,1971,20563111,2194,44.2,244.8
cog,"Congo, Rep.",country,afr,1971,1376189,3545,41.2,139.5
col,Colombia,country,ame,1971,22611988,4484,51.1,94
com,Comoros,country,afr,1971,233125,1453,50.3,221.8
cpv,Cape Verde,country,afr,1971,273053,856,48.8,150.7
