geo,geo.name,geo.cat,geo.region,time,pop,gdp_per_cap,gini,u5mr
afg,Afghanistan,country,asi,1860,3973968,692,40.05,477.1
ago,Angola,country,afr,1860,2110747,804,37.53,485.68
alb,Albania,country,eur,1860,552800,733,41.24,375.2
are,United Arab Emirates,country,asi,1860,40222,1248,40,434.46
arg,Argentina,country,ame,1860,1421333,2666,42.94,402.19
arm,Armenia,country,eur,1860,595928,601,44.33,343.18
aus,Australia,country,asi,1860,1256048,4795,44.43,390.99
aut,Austria,country,eur,1860,4235926,3206,36.23,385.13
aze,Azerbaijan,country,eur,1860,1270556,971,40,339.62
bdi,Burundi,country,afr,1860,1214527,442,43.69,423.95
bel,Belgium,country,eur,1860,4753088,4240,52.79,223.96
ben,Benin,country,afr,1860,941469,726,45.02,430.46
bfa,Burkina Faso,country,afr,1860,2229242,503,37.5,454.69
bgd,Bangladesh,country,asi,1860,23665237,880,46.01,507.88
bgr,Bulgaria,country,eur,1860,2543199,1330,47.83,340.25
bhr,Bahrain,country,asi,1860,64469,1715,40,439.79
bih,Bosnia and Herzegovina,country,eur,1860,1210294,786,40,378.8
blr,Belarus,country,eur,1860,3404323,775,52,365.67
bol,Bolivia,country,ame,1860,1454100,1250,40,404.69
bra,Brazil,country,ame,1860,8466005,1358,38.04,417.44
btn,Bhutan,country,asi,1860,109811,683,40,440.76
bwa,Botswana,country,afr,1860,121300,483,35.61,397.2
caf,Central African Republic,country,afr,1860,581194,516,45.25,443.79
can,Canada,country,ame,1860,3231465,2406,35.26,306.18
che,Switzerland,country,eur,1860,2511573,4362,50.14,344.77
chl,Chile,country,ame,1860,1669298,1632,61.51,417.44
chn,China,country,asi,1860,380047548,1023,36.84,464.39
civ,Cote d'Ivoire,country,afr,1860,1427565,1033,38.1,427.86
cmr,Cameroon,country,afr,1860,2095258,762,42.95,460.21
cod,"Congo, Dem. Rep.",country,afr,1860,6725315,621,42.12,422.65
cog,"Congo, Rep.",country,afr,1860,420500,681,45.93,408.51
col,Colombia,country,ame,1860,2234376,1071,58.94,417.44
com,Comoros,country,afr,1860,77147,740,36.31,416.16
cpv,Cape Verde,country,afr,1860,79725,629,40,394.71
cri,Costa Rica,country,ame,1860,115687,1215,40,441.12
cub,Cuba,country,ame,1860,1324000,1733,40,365.67
cyp,Cyprus,country,eur,1860,185677,1373,40,339.12
cze,Czech Republic,country,eur,1860,6388450,2551,51.48,379.99
deu,Germany,country,eur,1860,36383150,2509,44.14,422.24
dji,Djibouti,country,afr,1860,31072,909,40,445.15
dnk,Denmark,country,eur,1860,1694397,3029,50.15,217.52
dom,Dominican Republic,country,ame,1860,190922,831,40,445.15
dza,Algeria,country,afr,1860,3536468,1134,53.93,460.21
ecu,Ecuador,country,ame,1860,917213,685,40,405.96
egy,Egypt,country,afr,1860,6335975,954,53.93,404.69
eri,Eritrea,country,afr,1860,348752,591,40,441.12
esp,Spain,country,eur,1860,15609406,1878,32.6,282.71
est,Estonia,country,eur,1860,482924,1243,48.88,362.15
eth,Ethiopia,country,afr,1860,5187597,531,47.52,447.88
fin,Finland,country,eur,1860,1734254,1594,50.58,370.98
fji,Fiji,country,asi,1860,133713,902,40,498.88
fra,France,country,eur,1860,37461341,3086,56.16,243.26
gab,Gabon,country,afr,1860,221711,394,45.85,435.79
gbr,United Kingdom,country,eur,1860,24783522,5268,46.23,244.34
geo,Georgia,country,eur,1860,1548450,658,29.75,349.97
