geo,geo.name,geo.cat,geo.region,time,pop,gdp_per_cap,gini,u5mr
afg,Afghanistan,country,asi,1918,5704092,849,40.54,468.14
ago,Angola,country,afr,1918,3338932,1174,46,468.01
alb,Albania,country,eur,1918,953762,1479,27.11,361.55
are,United Arab Emirates,country,asi,1918,53792,1885,40,418.66
arg,Argentina,country,ame,1918,8530833,6598,48.42,220.33
arm,Armenia,country,eur,1918,1006533,671,37.01,262.61
aus,Australia,country,asi,1918,5066005,7613,38.85,80.07
aut,Austria,country,eur,1918,6643727,5105,37.18,313.89
aze,Azerbaijan,country,eur,1918,2149535,834,40,262.5
bdi,Burundi,country,afr,1918,1795671,466,45.54,408.53
bel,Belgium,country,eur,1918,7665594,4005,50.99,212.85
ben,Benin,country,afr,1918,1656521,971,43.21,416.06
bfa,Burkina Faso,country,afr,1918,3392483,537,39.34,438.56
bgd,Bangladesh,country,asi,1918,32243649,1010,38.47,519.52
bgr,Bulgaria,country,eur,1918,4974596,2024,29.95,267.93
bhr,Bahrain,country,asi,1918,85750,2730,40,423.72
bih,Bosnia and Herzegovina,country,eur,1918,2001542,1152,40,365.02
blr,Belarus,country,eur,1918,5802334,677,39.47,244.92
bol,Bolivia,country,ame,1918,2255852,2165,40,389.97
bra,Brazil,country,ame,1918,26528963,1492,47.23,401.59
btn,Bhutan,country,asi,1918,149981,765,40,419.96
bwa,Botswana,country,afr,1918,146398,648,37.45,381.64
caf,Central African Republic,country,afr,1918,771180,728,45.25,427.65
can,Canada,country,ame,1918,8373747,7399,41.21,219.69
che,Switzerland,country,eur,1918,3870679,9382,38.24,126.75
chl,Chile,country,ame,1918,3670939,4340,58.97,414.12
chn,China,country,asi,1918,453847943,990,41.03,402.25
civ,Cote d'Ivoire,country,afr,1918,2100551,1360,38.1,412.1
cmr,Cameroon,country,afr,1918,2491273,1030,43.24,443.88
cod,"Congo, Dem. Rep.",country,afr,1918,9815444,852,43.07,407.27
cog,"Congo, Rep.",country,afr,1918,637570,883,39.46,393.65
col,Colombia,country,ame,1918,6075603,1631,53.42,322.27
com,Comoros,country,afr,1918,120861,785,36.31,401.02
cpv,Cape Verde,country,afr,1918,133198,805,40,380.35
cri,Costa Rica,country,ame,1918,406979,2323,40,365.02
cub,Cuba,country,ame,1918,2894522,3839,40,344.45
cyp,Cyprus,country,eur,1918,300439,2688,40,233.77
cze,Czech Republic,country,eur,1918,7904588,4542,39.57,224.67
deu,Germany,country,eur,1918,65180837,4746,44.6,256.73
dji,Djibouti,country,afr,1918,48237,1243,40,428.96
dnk,Denmark,country,eur,1918,3165275,6396,42.02,99.15
dom,Dominican Republic,country,ame,1918,861969,1196,40,420.55
dza,Algeria,country,afr,1918,5913223,2281,38.09,444.24
ecu,Ecuador,country,ame,1918,1838343,1194,40,391.47
egy,Egypt,country,afr,1918,12704313,1328,43.5,390.68
eri,Eritrea,country,afr,1918,747182,692,40,425.08
esp,Spain,country,eur,1918,21013559,3196,35.52,345.12
est,Estonia,country,eur,1918,820252,1473,38.77,213.06
eth,Ethiopia,country,afr,1918,11526529,545,49.36,431.59
fin,Finland,country,eur,1918,3122759,2298,40.95,214.47
fji,Fiji,country,asi,1918,151758,1222,40,493.32
fra,France,country,eur,1918,38932955,3861,57.69,215.14
gab,Gabon,country,afr,1918,363098,427,47.7,419.94
gbr,United Kingdom,country,eur,1918,43596367,9439,42.14,170.93
geo,Georgia,country,eur,1918,2624659,695,35.9,269.54
gha,Ghana,country,afr,1918,2306532,1149,41.93,438.59
gin,Guinea,country,afr,1918,2328801,552,43.15,396.7
gmb,Gambia,country,afr,1918,214049,893,40,443.41
gnb,Guinea-Bissau,country,afr,1918,431130,844,51.69,402.25
gnq,Equatorial Guinea,country,afr,1918,111780,432,40,430.27
grc,Greece,country,eur,1918,5529687,3916,39.79,131.63
gtm,Guatemala,country,ame,1918,1688917,1907,40.19,484.81
guy,Guyana,country,ame,1918,322401,2454,42.33,394.78
hnd,Honduras,country,ame,1918,711835,2363,40,378.92
hti,Haiti,country,ame,1918,2077574,1722,40,466
hun,Hungary,country,eur,1918,7903494,3264,32.82,352.33
idn,Indonesia,country,asi,1918,46209756,1409,45.48,426.62
ind,India,country,asi,1918,264771648,1158,31.18,433.79
irl,Ireland,country,eur,1918,3034544,4402,39.07,124.08
irn,Iran,country,asi,1918,11470003,1650,39.32,487.96
irq,Iraq,country,asi,1918,2892256,1818,47.39,412.22
isr,Israel,country,asi,1918,417622,965,44.87,260.9
ita,Italy,country,eur,1918,37559465,6694,50.09,354.98
jam,Jamaica,country,ame,1918,848674,1186,40.13,284.87
jor,Jordan,country,asi,1918,346834,1831,40,405.58
jpn,Japan,country,asi,1918,54556419,2476,52.09,279.26
kaz,Kazakhstan,country,asi,1918,4985722,1370,35.69,381.55
ken,Kenya,country,afr,1918,2647683,1360,51.54,492.41
kgz,Kyrgyz Republic,country,asi,1918,1296979,1262,41.92,321.01
khm,Cambodia,country,asi,1918,3264293,1047,40,366.17
kor,South Korea,country,asi,1918,11459856,822,32.13,479.31
kwt,Kuwait,country,asi,1918,106424,2320,40,482.15
lao,Lao,country,asi,1918,1414564,1095,40.25,403.51
lbn,Lebanon,country,asi,1918,669915,2213,45.52,431.57
lbr,Liberia,country,afr,1918,713532,1039,40,409.67
lby,Libya,country,afr,1918,948767,3499,40,389.84
lka,Sri Lanka,country,asi,1918,5145370,1790,47.95,409.36
lso,Lesotho,country,afr,1918,575822,420,40,389.37
ltu,Lithuania,country,eur,1918,1919380,1995,40.64,231.93
lux,Luxembourg,country,eur,1918,240554,5305,40,286.87
lva,Latvia,country,eur,1918,1455700,1180,40.64,198.31
mar,Morocco,country,afr,1918,5517518,957,37,388.48
mda,Moldova,country,eur,1918,1742104,661,29.95,259.65
mdg,Madagascar,country,afr,1918,3267748,993,42.85,421.23
mex,Mexico,country,ame,1918,15091295,2762,52.9,416.09
mkd,"Macedonia, FYR",country,eur,1918,939984,1669,40.88,326.41
mli,Mali,country,afr,1918,3504972,625,47.16,476.5
