geo,geo.name,geo.cat,geo.region,time,pop,gdp_per_cap,gini,u5mr
afg,Afghanistan,country,asi,1852,3842299,674,32.4,475.67
ago,Angola,country,afr,1852,1980602,776,39.8,485.68
alb,Albania,country,eur,1852,514821,720,41.2,375.2
are,United Arab Emirates,country,asi,1852,40167,1212,44.1,434.46
arg,Argentina,country,ame,1852,1168776,2380,32.8,402.19
arm,Armenia,country,eur,1852,554257,583,32.2,346.79
aus,Australia,country,asi,1852,831228,4549,46.2,390.99
aut,Austria,country,eur,1852,4014995,2966,36.1,393.18
aze,Azerbaijan,country,eur,1852,1181440,929,39.7,345.23
bdi,Burundi,country,afr,1852,1150510,439,43.7,423.95
bel,Belgium,country,eur,1852,4491977,3549,52.8,258.26
ben,Benin,country,afr,1852,870670,698,45.6,430.46
bfa,Burkina Faso,country,afr,1852,2103527,499,37.5,454.69
bgd,Bangladesh,country,asi,1852,22905405,878,42.7,507.88
bgr,Bulgaria,country,eur,1852,2497029,1279,47.8,343.64
bhr,Bahrain,country,asi,1852,64473,1567,43.2,439.79
bih,Bosnia and Herzegovina,country,eur,1852,1128960,782,37.6,378.8
blr,Belarus,country,eur,1852,3162233,740,53.6,365.67
bol,Bolivia,country,ame,1852,1382744,1159,36.9,404.69
bra,Brazil,country,ame,1852,7483439,1233,38.9,417.44
btn,Bhutan,country,asi,1852,105163,672,47.5,443.71
bwa,Botswana,country,afr,1852,121060,465,35.6,397.2
caf,Central African Republic,country,afr,1852,558912,496,47,443.79
can,Canada,country,ame,1852,2649269,2242,28.4,310.45
che,Switzerland,country,eur,1852,2399655,4009,49.7,344.77
chl,Chile,country,ame,1852,1462762,1440,64,417.44
chn,China,country,asi,1852,398894863,1017,37,443.79
civ,Cote d'Ivoire,country,afr,1852,1353374,1000,41.4,427.86
cmr,Cameroon,country,afr,1852,2045768,733,45.6,460.21
cod,"Congo, Dem. Rep.",country,afr,1852,6382972,601,42.1,422.65
cog,"Congo, Rep.",country,afr,1852,396992,666,47,408.51
col,Colombia,country,ame,1852,2064578,1049,58.9,417.44
com,Comoros,country,afr,1852,72505,734,41.5,416.16
cpv,Cape Verde,country,afr,1852,74262,608,49.1,394.71
cri,Costa Rica,country,ame,1852,103690,1111,46.2,441.12
cub,Cuba,country,ame,1852,1220408,1579,39.5,363.32
cyp,Cyprus,country,eur,1852,185442,1249,37,339.12
cze,Czech Republic,country,eur,1852,6203307,2472,49.2,379.99
deu,Germany,country,eur,1852,34190334,2180,43.8,483.95
dji,Djibouti,country,afr,1852,29239,886,44.2,445.15
dnk,Denmark,country,eur,1852,1545851,2927,51.8,261.76
dom,Dominican Republic,country,ame,1852,157446,796,43.7,445.15
dza,Algeria,country,afr,1852,3345431,1040,61.3,460.21
ecu,Ecuador,country,ame,1852,829588,651,43.3,405.96
egy,Egypt,country,afr,1852,5853187,919,61.5,404.69
eri,Eritrea,country,afr,1852,313825,579,47.2,441.12
esp,Spain,country,eur,1852,15014209,1719,31.8,374.82
est,Estonia,country,eur,1852,448803,1181,48.9,362.15
eth,Ethiopia,country,afr,1852,4644517,530,47.5,447.88
fin,Finland,country,eur,1852,1637869,1528,50.6,359.8
