geo,geo.name,geo.cat,geo.region,time,pop,gdp_per_cap,gini,u5mr
afg,Afghanistan,country,asi,1903,5118005,801,40.4,480.3
ago,Angola,country,afr,1903,2967695,971,36.71,483.15
alb,Albania,country,eur,1903,844037,1203,27.94,373.24
are,United Arab Emirates,country,asi,1903,48681,2090,40,432.19
arg,Argentina,country,ame,1903,5285562,6727,48.51,324.69
arm,Armenia,country,eur,1903,878761,913,35.42,314.21
aus,Australia,country,asi,1903,3906037,6796,40.25,169.68
aut,Austria,country,eur,1903,6164687,5861,36.94,349.57
aze,Azerbaijan,country,eur,1903,1875846,1575,40,303.89
bdi,Burundi,country,afr,1903,1621682,460,43.69,421.74
bel,Belgium,country,eur,1903,6988339,7049,49.76,212.8
ben,Benin,country,afr,1903,1431147,893,41.88,428.22
bfa,Burkina Faso,country,afr,1903,3043071,528,37.5,452.32
bgd,Bangladesh,country,asi,1903,29731863,1096,38.96,565.31
bgr,Bulgaria,country,eur,1903,4153970,2155,32.53,290.93
bhr,Bahrain,country,asi,1903,77433,2705,40,437.5
bih,Bosnia and Herzegovina,country,eur,1903,1757030,1111,40,376.82
blr,Belarus,country,eur,1903,5054531,1273,50,344.11
bol,Bolivia,country,ame,1903,1869225,1878,40,402.58
bra,Brazil,country,ame,1903,19341471,1318,37.26,415.26
btn,Bhutan,country,asi,1903,138451,743,40,425.24
bwa,Botswana,country,afr,1903,122971,595,35.61,395.13
caf,Central African Republic,country,afr,1903,716840,635,45.25,441.48
can,Canada,country,ame,1903,5860809,5565,40.87,212.85
che,Switzerland,country,eur,1903,3417828,9214,36.57,169.02
chl,Chile,country,ame,1903,3089674,3213,55.2,428.73
chn,China,country,asi,1903,401273063,916,35.95,415.26
civ,Cote d'Ivoire,country,afr,1903,1900518,1227,38.1,425.62
cmr,Cameroon,country,afr,1903,2382208,937,39.15,457.81
cod,"Congo, Dem. Rep.",country,afr,1903,8899861,742,42.12,420.44
cog,"Congo, Rep.",country,afr,1903,572418,769,40.41,406.38
col,Colombia,country,ame,1903,4352345,1196,49.26,415.26
com,Comoros,country,afr,1903,107592,773,36.31,413.99
cpv,Cape Verde,country,afr,1903,116618,756,40,392.65
cri,Costa Rica,country,ame,1903,319964,1965,40,380.44
cub,Cuba,country,ame,1903,1862851,2854,40,393.89
cyp,Cyprus,country,eur,1903,244959,2283,40,281.68
cze,Czech Republic,country,eur,1903,7480986,4132,39.78,304.58
deu,Germany,country,eur,1903,57892484,4634,41.96,331.76
dji,Djibouti,country,afr,1903,43044,1042,40,442.83
dnk,Denmark,country,eur,1903,2651739,6098,40.67,146.67
dom,Dominican Republic,country,ame,1903,575295,1049,40,442.83
dza,Algeria,country,afr,1903,5079119,1808,35.32,457.81
ecu,Ecuador,country,ame,1903,1515346,902,40,403.85
egy,Egypt,country,afr,1903,10436537,1336,38.72,402.58
eri,Eritrea,country,afr,1903,613359,659,40,438.82
esp,Spain,country,eur,1903,18974620,2797,33.79,263.54
est,Estonia,country,eur,1903,715123,2100,35.29,275.59
eth,Ethiopia,country,afr,1903,9370754,539,47.52,445.54
