geo,geo.name,geo.cat,geo.region,time,pop,gdp_per_cap,gini,u5mr
afg,Afghanistan,country,asi,1977,13056499,1119,32,267.8
ago,Angola,country,afr,1977,7501320,4956,54,242.22
alb,Albania,country,eur,1977,2517869,4188,26.8,93.06
are,United Arab Emirates,country,asi,1977,722849,167326,45.1,48.2
arg,Argentina,country,ame,1977,26878567,10918,38.3,55.9
arm,Armenia,country,eur,1977,2938181,3937,51.1,84.3
aus,Australia,country,asi,1977,14211657,22373,30.3,15.3
aut,Austria,country,eur,1977,7625724,23427,27.1,19.4
aze,Azerbaijan,country,eur,1977,5882395,8351,33.6,87.87
bdi,Burundi,country,afr,1977,3825484,909,35.4,242
bel,Belgium,country,eur,1977,9806885,23546,26,16.7
ben,Benin,country,afr,1977,3432262,1191,44.9,231.3
bfa,Burkina Faso,country,afr,1977,6398937,714,44.2,265.7
bgd,Bangladesh,country,asi,1977,74848466,1038,26.9,211.2
bgr,Bulgaria,country,eur,1977,8790072,9844,20,32.5
bhr,Bahrain,country,asi,1977,303236,40589,35,40.2
bih,Bosnia and Herzegovina,country,eur,1977,4041623,3217,33.4,45.2
blr,Belarus,country,eur,1977,9479262,6591,23.6,23.79
bol,Bolivia,country,ame,1977,5233677,4560,42.7,187.9
bra,Brazil,country,ame,1977,113776467,9512,56,108.2
btn,Bhutan,country,asi,1977,374801,1051,46.9,221.3
bwa,Botswana,country,afr,1977,887793,3298,54,91.2
caf,Central African Republic,country,afr,1977,2108417,1261,54.6,192.1
can,Canada,country,ame,1977,23723801,25095,28.8,15.1
che,Switzerland,country,eur,1977,6341216,38201,30.9,12.1
chl,Chile,country,ame,1977,10746328,6675,52.5,48.8
chn,China,country,asi,1977,936554514,904,25.4,74.6
civ,Cote d'Ivoire,country,afr,1977,7237451,4602,43.9,184
cmr,Cameroon,country,afr,1977,8187840,2386,46.3,190.1
cod,"Congo, Dem. Rep.",country,afr,1977,24242643,1772,44.1,222.7
cog,"Congo, Rep.",country,afr,1977,1651134,3469,42.3,120.5
col,Colombia,country,ame,1977,25905124,5544,50.5,69.9
com,Comoros,country,afr,1977,275496,1522,50.5,192.3
cpv,Cape Verde,country,afr,1977,275479,749,49.1,96.3
cri,Costa Rica,country,ame,1977,2207727,7305,48.8,34
cub,Cuba,country,ame,1977,9634677,11712,36.7,24.7
cyp,Cyprus,country,eur,1977,665528,11852,32.6,26.71
cze,Czech Republic,country,eur,1977,10188839,18025,21.6,21.56
deu,Germany,country,eur,1977,78524727,25678,25.2,18.3
dji,Djibouti,country,afr,1977,277622,3779,41.2,169.4
dnk,Denmark,country,eur,1977,5095956,25758,20.5,11.1
dom,Dominican Republic,country,ame,1977,5411867,4710,44,97.4
dza,Algeria,country,afr,1977,17690184,8888,40.1,185.1
ecu,Ecuador,country,ame,1977,7374235,7560,41.8,107.2
egy,Egypt,country,afr,1977,40377668,3745,45.1,196.2
eri,Eritrea,country,afr,1977,2188806,931,47.5,200.8
esp,Spain,country,eur,1977,36687352,17305,27.4,22.8
est,Estonia,country,eur,1977,1443926,11525,24.5,27.2
eth,Ethiopia,country,afr,1977,33614153,704,41.1,242.7
fin,Finland,country,eur,1977,4738949,19261,24.5,10.6
fji,Fiji,country,asi,1977,598258,5506,44,50
fra,France,country,eur,1977,53509578,22270,29.3,13.9
gab,Gabon,country,afr,1977,678786,20699,57.5,131.65
gbr,United Kingdom,country,eur,1977,56224944,19684,26.5,16.5
geo,Georgia,country,eur,1977,4973542,7425,33.7,64.3
gha,Ghana,country,afr,1977,10189889,2085,50.1,175.8
gin,Guinea,country,afr,1977,4393551,1162,45.4,301.4
gmb,Gambia,country,afr,1977,551823,1957,45.2,257.5
gnb,Guinea-Bissau,country,afr,1977,805481,1644,52.3,250.26
gnq,Equatorial Guinea,country,afr,1977,220352,1331,50.5,225.95
grc,Greece,country,eur,1977,9255749,16765,38.3,28.6
gtm,Guatemala,country,ame,1977,6579710,6047,48.2,139.2
guy,Guyana,country,ame,1977,762445,4409,47.4,72
hnd,Honduras,country,ame,1977,3306988,3488,58.9,110.3
hti,Haiti,country,ame,1977,5341418,2412,49.4,207.5
hun,Hungary,country,eur,1977,10650975,15853,25.6,32.1
idn,Indonesia,country,asi,1977,137322122,2946,33.2,132.4
ind,India,country,asi,1977,650907559,1266,31.7,183.4
irl,Ireland,country,eur,1977,3287620,14631,38.5,18
irn,Iran,country,asi,1977,34814231,16033,50,136.4
irq,Iraq,country,asi,1977,12460997,11575,42,83
isr,Israel,country,asi,1977,3513516,13324,32,21.8
ita,Italy,country,eur,1977,55775934,20050,28.7,19.5
jam,Jamaica,country,ame,1977,2066247,6952,33.1,44.5
jor,Jordan,country,asi,1977,2091716,5941,37,64.2
jpn,Japan,country,asi,1977,113067848,17705,34.1,11.8
kaz,Kazakhstan,country,asi,1977,14461278,13301,31.4,75
ken,Kenya,country,afr,1977,14527187,2109,55.5,119.6
kgz,Kyrgyz Republic,country,asi,1977,3426646,3555,32.7,107.6
khm,Cambodia,country,asi,1977,7222050,976,40.4,261.9
kor,South Korea,country,asi,1977,35832213,4964,39.4,20.4
kwt,Kuwait,country,asi,1977,1180939,87987,39.3,45.1
lao,Lao,country,asi,1977,3131492,1462,32.2,210.46
lbn,Lebanon,country,asi,1977,2606224,7403,52.5,56
