geo,geo.name,geo.cat,geo.region,time,pop,gdp_per_cap,gini,u5mr
afg,Afghanistan,country,asi,1939,6967389,967,35.8,449.57
ago,Angola,country,afr,1939,3887595,2232,50.9,444.08
alb,Albania,country,eur,1939,1102525,1788,24.9,253.42
are,United Arab Emirates,country,asi,1939,64172,1265,44.8,397.62
arg,Argentina,country,ame,1939,13974561,6923,42.2,131.15
arm,Armenia,country,eur,1939,1219122,1511,41.3,163.78
aus,Australia,country,asi,1939,6982907,9537,39.8,51.3
aut,Austria,country,eur,1939,6703391,7793,37.5,101.85
aze,Azerbaijan,country,eur,1939,2605637,2844,41.1,187.24
bdi,Burundi,country,afr,1939,2112196,491,45.4,384.58
bel,Belgium,country,eur,1939,8363314,8687,45.2,100.13
ben,Benin,country,afr,1939,2032068,1145,43.2,397.92
bfa,Burkina Faso,country,afr,1939,3951924,530,40.1,417.14
bgd,Bangladesh,country,asi,1939,37124743,1151,37.8,352.56
bgr,Bulgaria,country,eur,1939,6622106,2681,26.3,194.39
bhr,Bahrain,country,asi,1939,104295,4999,36.3,367.25
bih,Bosnia and Herzegovina,country,eur,1939,2405948,1304,45,243.2
blr,Belarus,country,eur,1939,7032676,2241,29.3,135.53
bol,Bolivia,country,ame,1939,2911695,2662,36.3,363.43
bra,Brazil,country,ame,1939,40673997,2397,40.4,329.99
btn,Bhutan,country,asi,1939,165955,819,47.2,411.61
bwa,Botswana,country,afr,1939,279215,765,41.3,356.63
caf,Central African Republic,country,afr,1939,928576,1022,46,420.98
can,Canada,country,ame,1939,11534297,7882,39.2,79.98
che,Switzerland,country,eur,1939,4198973,14600,39.9,54.46
chl,Chile,country,ame,1939,5015228,4535,62.2,366.05
chn,China,country,asi,1939,507181636,905,50.6,336.49
civ,Cote d'Ivoire,country,afr,1939,2422281,1790,39.4,389.75
cmr,Cameroon,country,afr,1939,3477470,1284,42,422.83
cod,"Congo, Dem. Rep.",country,afr,1939,11275416,1269,44.3,379.08
cog,"Congo, Rep.",country,afr,1939,742521,1431,38.5,378.88
col,Colombia,country,ame,1939,9196240,2871,55,263.84
com,Comoros,country,afr,1939,142521,800,38.4,380.86
cpv,Cape Verde,country,afr,1939,160698,794,47.6,322.24
cri,Costa Rica,country,ame,1939,706720,2779,48,233.09
cub,Cuba,country,ame,1939,4601697,5346,37.4,114.51
cyp,Cyprus,country,eur,1939,400530,3341,40.5,202.16
cze,Czech Republic,country,eur,1939,8535905,6742,40.7,130.58
deu,Germany,country,eur,1939,70670337,9674,46.2,100.28
dji,Djibouti,country,afr,1939,56679,2290,41.7,407.3
dnk,Denmark,country,eur,1939,3804196,10534,42,66.94
dom,Dominican Republic,country,ame,1939,1677419,1707,41.2,336.31
dza,Algeria,country,afr,1939,7699997,3434,40.3,372.87
ecu,Ecuador,country,ame,1939,2518321,2117,41.6,373.25
egy,Egypt,country,afr,1939,17575682,1625,43,341.37
eri,Eritrea,country,afr,1939,985993,755,47.7,404.5
esp,Spain,country,eur,1939,25594268,3337,35.7,192.7
est,Estonia,country,eur,1939,994494,3917,38.1,137.68
eth,Ethiopia,country,afr,1939,15497940,568,47.3,410.02
fin,Finland,country,eur,1939,3680895,5753,39.8,99.49
fji,Fiji,country,asi,1939,214995,2071,42.2,321.66
fra,France,country,eur,1939,41716028,6106,59.9,77.27
gab,Gabon,country,afr,1939,432766,569,46,398.55
gbr,United Kingdom,country,eur,1939,47994838,10022,36,65.68
geo,Georgia,country,eur,1939,3181345,1842,40.4,178.33
