geo,geo.name,geo.cat,geo.region,time,pop,gdp_per_cap,gini,u5mr
afg,Afghanistan,country,asi,1801,3280000,603,30.51,468.58
ago,Angola,country,afr,1801,1567028,620,48.93,485.68
alb,Albania,country,eur,1801,411734,667,41.24,375.2
are,United Arab Emirates,country,asi,1801,40153,1001,40,434.46
arg,Argentina,country,ame,1801,534000,1508,47.1,402.19
arm,Armenia,country,eur,1801,413326,514,29.12,370.71
aus,Australia,country,asi,1801,350143,816,41.31,390.99
aut,Austria,country,eur,1801,3213566,1855,53.35,373.01
aze,Azerbaijan,country,eur,1801,879960,775,40,383.21
bdi,Burundi,country,afr,1801,899097,418,43.69,423.95
bel,Belgium,country,eur,1801,3152306,2413,62.44,322.4
ben,Benin,country,afr,1801,636559,597,47.95,430.46
bfa,Burkina Faso,country,afr,1801,1665421,480,37.5,454.69
bgd,Bangladesh,country,asi,1801,19265271,876,41.83,507.88
bgr,Bulgaria,country,eur,1801,2001629,1089,47.83,370.41
bhr,Bahrain,country,asi,1801,64474,1240,40,439.79
bih,Bosnia and Herzegovina,country,eur,1801,851806,669,40,378.8
blr,Belarus,country,eur,1801,2355081,608,57.85,365.67
bol,Bolivia,country,ame,1801,1100000,854,40,404.69
bra,Brazil,country,ame,1801,3678743,1109,47.1,417.44
btn,Bhutan,country,asi,1801,89989,629,40,462.97
bwa,Botswana,country,afr,1801,121000,397,35.61,397.2
caf,Central African Republic,country,afr,1801,479444,424,45.25,443.79
can,Canada,country,ame,1801,653134,1322,45.14,333.47
che,Switzerland,country,eur,1801,1833734,2701,41.73,344.77
chl,Chile,country,ame,1801,771447,1026,47.1,417.44
chn,China,country,asi,1801,324408862,985,44.85,417.44
civ,Cote d'Ivoire,country,afr,1801,1088530,816,38.1,427.86
cmr,Cameroon,country,afr,1801,1860054,626,56.15,460.21
cod,"Congo, Dem. Rep.",country,afr,1801,5163819,487,42.12,422.65
cog,"Congo, Rep.",country,afr,1801,314465,576,51.07,408.51
col,Colombia,country,ame,1801,1206000,963,58.94,417.44
com,Comoros,country,afr,1801,56346,697,36.31,416.16
cpv,Cape Verde,country,afr,1801,55716,529,40,394.71
cri,Costa Rica,country,ame,1801,53000,775,40,441.12
cub,Cuba,country,ame,1801,355456,874,40,413.61
cyp,Cyprus,country,eur,1801,184412,854,40,339.12
cze,Czech Republic,country,eur,1801,5516349,1916,34.91,379.99
deu,Germany,country,eur,1801,22983824,1651,51.03,340.25
dji,Djibouti,country,afr,1801,22848,754,40,445.15
dnk,Denmark,country,eur,1801,1066957,2017,54.14,378.8
dom,Dominican Republic,country,ame,1801,89000,667,40,445.15
dza,Algeria,country,afr,1801,2512195,716,57.71,460.21
ecu,Ecuador,country,ame,1801,500000,529,40,405.96
egy,Egypt,country,afr,1801,4241025,791,57.71,404.69
eri,Eritrea,country,afr,1801,205010,532,40,441.12
esp,Spain,country,eur,1801,11581132,1518,38.04,450.6
est,Estonia,country,eur,1801,334136,939,48.88,362.15
eth,Ethiopia,country,afr,1801,2948990,523,47.52,447.88
fin,Finland,country,eur,1801,986439,1246,50.58,420.04
fji,Fiji,country,asi,1801,130746,785,40,498.88
fra,France,country,eur,1801,29447067,1806,59,407.24
gab,Gabon,country,afr,1801,158227,390,45.85,435.79
gbr,United Kingdom,country,eur,1801,12483870,3439,59.27,326.83
geo,Georgia,country,eur,1801,1072178,543,29.75,395.97
gha,Ghana,country,afr,1801,2016034,696,58.44,471.38
gin,Guinea,country,afr,1801,983959,450,32.74,450.6
gmb,Gambia,country,afr,1801,103274,813,40,460.21
gnb,Guinea-Bissau,country,afr,1801,218167,777,49.85,417.44
gnq,Equatorial Guinea,country,afr,1801,80377,356,40,446.51
grc,Greece,country,eur,1801,2158925,1374,49.93,360.97
gtm,Guatemala,country,ame,1801,464961,857,35.3,503.36
guy,Guyana,country,ame,1801,166034,1214,38.23,429.16
hnd,Honduras,country,ame,1801,130000,675,40,393.46
hti,Haiti,country,ame,1801,723000,633,40,486.39
hun,Hungary,country,eur,1801,3529548,1249,47.41,368.01
idn,Indonesia,country,asi,1801,16150710,994,51.69,443.79
ind,India,country,asi,1801,168907299,1052,32.8,509.39
irl,Ireland,country,eur,1801,4109205,1447,44.58,348.22
irn,Iran,country,asi,1801,6283925,977,57.71,506.38
irq,Iraq,country,asi,1801,1077718,970,57.71,427.86
isr,Israel,country,asi,1801,209954,880,44.87,447.99
ita,Italy,country,eur,1801,18887712,2197,53.86,457.41
jam,Jamaica,country,ame,1801,401000,1171,39.1,389.77
jor,Jordan,country,asi,1801,217000,976,40,421.34
jpn,Japan,country,asi,1801,30329275,1051,53.16,363.32
kaz,Kazakhstan,country,asi,1801,2041282,1141,43.32,497.41
ken,Kenya,country,afr,1801,2574000,856,46.31,507.88
kgz,Kyrgyz Republic,country,asi,1801,530343,508,45.95,382.65
khm,Cambodia,country,asi,1801,2090000,904,40,379.99
kor,South Korea,country,asi,1801,9395000,575,32.13,503.36
kwt,Kuwait,country,asi,1801,81280,1101,40,500.35
lao,Lao,country,asi,1801,470000,865,38.41,418.74
lbn,Lebanon,country,asi,1801,332000,1082,57.71,447.88
lbr,Liberia,country,afr,1801,313543,797,40,429.16
lby,Libya,country,afr,1801,531797,1050,40,404.69
lka,Sri Lanka,country,asi,1801,1213000,898,47.95,409.79
lso,Lesotho,country,afr,1801,276361,393,40,407.24
ltu,Lithuania,country,eur,1801,778655,1271,48.88,458.81
lux,Luxembourg,country,eur,1801,127030,1453,40,357.45
lva,Latvia,country,eur,1801,590588,752,48.88,404.69
mar,Morocco,country,afr,1801,2512195,715,57.71,403.44
mda,Moldova,country,eur,1801,712558,621,47.83,396.06
mdg,Madagascar,country,afr,1801,1549842,573,41.01,437.13
mex,Mexico,country,ame,1801,6201367,1379,40.11,487.15
mkd,"Macedonia, FYR",country,eur,1801,391865,690,32.52,396.65
mli,Mali,country,afr,1801,1403398,603,47.16,494.48
mmr,Myanmar,country,asi,1801,3506000,840,30.49,433.13
mne,Montenegro,country,eur,1801,126582,1058,40,375.2
mng,Mongolia,country,asi,1801,619000,592,40,420.04
moz,Mozambique,country,afr,1801,1987859,391,45.19,439.79
mrt,Mauritania,country,afr,1801,382696,528,40,417.44
mus,Mauritius,country,afr,1801,64209,940,40,427.86
mwi,Malawi,country,afr,1801,737000,350,45.71,439.79
mys,Malaysia,country,asi,1801,287000,997,25.26,435.79
nam,Namibia,country,afr,1801,229000,540,52.61,412.34
ner,Niger,country,afr,1801,1244861,446,43.35,433.13
nga,Nigeria,country,afr,1801,12100855,853,54.85,438.46
nic,Nicaragua,country,ame,1801,219387,973,40,509.39
nld,Netherlands,country,eur,1801,2258382,4161,56.33,323.5
nor,Norway,country,eur,1801,873380,1280,43.73,335.73
npl,Nepal,country,asi,1801,3881000,654,40.99,407.24
nzl,New Zealand,country,asi,1801,100000,659,38.15,390.99
omn,Oman,country,asi,1801,318000,916,40,413.61
pak,Pakistan,country,asi,1801,13149511,1021,28.69,501.85
pan,Panama,country,ame,1801,78842,847,40,405.96
