geo,geo.name,geo.cat,geo.region,time,pop,gdp_per_cap,gini,u5mr
afg,Afghanistan,country,asi,1982,12667001,1402,31.9,236.2
ago,Angola,country,afr,1982,8807511,3970,55,231.5
alb,Albania,country,eur,1982,2788315,4237,27.5,67.8
are,United Arab Emirates,country,asi,1982,1158477,158177,45.1,29
arg,Argentina,country,ame,1982,28993989,9765,41.2,37.6
arm,Armenia,country,eur,1982,3192877,3809,52.6,69.1
aus,Australia,country,asi,1982,15101227,23884,33.4,12.2
aut,Austria,country,eur,1982,7588957,25637,22.7,14.8
aze,Azerbaijan,country,eur,1982,6362289,8307,32.4,108.2
bdi,Burundi,country,afr,1982,4359122,922,34.1,202.3
bel,Belgium,country,eur,1982,9872709,25873,23.9,13.3
ben,Benin,country,afr,1982,3931355,1484,45.1,210.2
bfa,Burkina Faso,country,afr,1982,7158256,767,48.3,231.8
bgd,Bangladesh,country,asi,1982,85868228,1071,27.4,189.4
bgr,Bulgaria,country,eur,1982,8916713,10631,25,26.6
bhr,Bahrain,country,asi,1982,385950,38841,35,28.6
bih,Bosnia and Herzegovina,country,eur,1982,4226663,3538,31.3,30.42
blr,Belarus,country,eur,1982,9787558,7039,24,21.3
bol,Bolivia,country,ame,1982,5835186,4064,46.6,162.3
bra,Brazil,country,ame,1982,128054757,10094,61,86.8
btn,Bhutan,country,asi,1982,434385,1227,46.9,185.9
bwa,Botswana,country,afr,1982,1069962,4679,54.9,66.6
caf,Central African Republic,country,afr,1982,2411693,1077,56.8,179.6
can,Canada,country,ame,1982,25017501,26031,29.1,11.2
che,Switzerland,country,eur,1982,6341369,40226,37.7,9.7
chl,Chile,country,ame,1982,11569135,7182,54.2,27
chn,China,country,asi,1982,1005328574,1175,36.8,57.4
civ,Cote d'Ivoire,country,afr,1982,9002400,3868,41.3,158.9
cmr,Cameroon,country,afr,1982,9480638,3188,40.5,170.2
cod,"Congo, Dem. Rep.",country,afr,1982,27741104,1517,44.1,205.7
cog,"Congo, Rep.",country,afr,1982,1910800,5995,43.2,106.2
col,Colombia,country,ame,1982,29027158,6405,53.2,50.3
com,Comoros,country,afr,1982,328355,1686,50.7,163.6
cpv,Cape Verde,country,afr,1982,296071,1276,49.4,82.6
cri,Costa Rica,country,ame,1982,2521163,6508,42,22.9
cub,Cuba,country,ame,1982,9925618,13421,36.7,19.7
cyp,Cyprus,country,eur,1982,691711,15638,31.2,17.7
cze,Czech Republic,country,eur,1982,10352607,18738,18.5,18
deu,Germany,country,eur,1982,77812348,27645,29.7,13.2
dji,Djibouti,country,afr,1982,384743,3531,41.3,147.4
dnk,Denmark,country,eur,1982,5122810,27622,25.5,9.6
dom,Dominican Republic,country,ame,1982,6078816,5062,50.4,81.3
dza,Algeria,country,afr,1982,20575701,10477,40.1,115.9
ecu,Ecuador,country,ame,1982,8392935,8083,45,85
egy,Egypt,country,afr,1982,45610430,4757,40.9,148.4
eri,Eritrea,country,afr,1982,2525005,925,47.5,185.3
esp,Spain,country,eur,1982,38212556,18358,25.9,15.4
est,Estonia,country,eur,1982,1492704,12010,23.5,25.3
eth,Ethiopia,country,afr,1982,37109517,704,38,236
fin,Finland,country,eur,1982,4826135,22873,20.7,7.9
fji,Fiji,country,asi,1982,668196,5560,42.9,40
fra,France,country,eur,1982,54528408,24753,32.7,11.5
gab,Gabon,country,afr,1982,766867,24800,57.8,108.8
gbr,United Kingdom,country,eur,1982,56250124,20607,32.2,12.7
geo,Georgia,country,eur,1982,5151850,9363,32.2,54.7
gha,Ghana,country,afr,1982,11488112,1766,36,163.1
gin,Guinea,country,afr,1982,4684992,1147,47,277.4
gmb,Gambia,country,afr,1982,648202,1861,45.1,225.3
gnb,Guinea-Bissau,country,afr,1982,885166,1790,55,233.94
gnq,Equatorial Guinea,country,afr,1982,251301,1290,50.5,221.8
grc,Greece,country,eur,1982,9771250,18286,36.2,20.6
gtm,Guatemala,country,ame,1982,7508161,5953,58,115.5
guy,Guyana,country,ame,1982,785466,3775,49,69.2
hnd,Honduras,country,ame,1982,3868296,3373,56.8,86.7
